@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.536
@SPECTRUM spectrum_05D4ek_999.dat
@SN-NAME 05D4ek
       8533.090            0.00844        0.00222
       8548.090            0.00818        0.00296
       8563.090            0.01131        0.00220
       8578.090            0.01633        0.00218
       8593.090            0.00823        0.00252
       8608.090            0.01257        0.00227
       8623.090            0.00934        0.00330
       8638.090            0.00879        0.00305
       8653.090            0.00914        0.00350
       8668.090            0.01567        0.00311
       8683.090            0.00983        0.00281
       8698.090            0.00810        0.00241
       8713.090            0.00928        0.00257
       8728.090            0.01099        0.00237
       8743.090            0.01001        0.00263
       8758.090            0.00812        0.00369
       8773.090            0.00495        0.00572
       8788.090            0.00868        0.00382
       8803.090            0.00915        0.00302
       8818.090            0.00528        0.00336
       8833.090           -0.00533        0.00663
       8848.090            0.00732        0.00371
       8863.090            0.00516        0.00393
       8878.090            0.01280        0.00417
