@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.629
@SPECTRUM spectrum_04D4fx_589.dat
@SN-NAME 04D4fx
       8519.830            0.00845        0.00247
       8534.830            0.00734        0.00228
       8549.830            0.00933        0.00272
       8564.830            0.00601        0.00225
       8579.830            0.00774        0.00224
       8594.830            0.00204        0.00251
       8609.830            0.00577        0.00231
       8624.830           -0.00085        0.00302
       8639.830            0.00987        0.00274
       8654.830            0.00332        0.00317
       8669.830            0.00358        0.00281
       8684.830            0.00360        0.00279
       8699.830            0.00510        0.00246
       8714.830            0.00405        0.00268
       8729.830            0.00481        0.00247
       8744.830            0.01014        0.00283
       8759.830            0.00811        0.00350
       8774.830            0.01466        0.00458
       8789.830            0.00640        0.00329
       8804.830            0.01005        0.00298
       8819.830            0.00714        0.00341
       8834.830            0.00191        0.00512
       8849.830            0.00973        0.00330
       8864.830            0.01108        0.00364
       8879.830           -0.00841        0.00386
