@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.585
@SPECTRUM spectrum_04D1kj_650.dat
@SN-NAME 04D1kj
       8519.260            0.01277        0.00393
       8534.260            0.00932        0.00367
       8549.260            0.01174        0.00503
       8564.260            0.01400        0.00350
       8579.260            0.00684        0.00385
       8594.260            0.00707        0.00381
       8609.260            0.00906        0.00407
       8624.260           -0.00233        0.00490
       8639.260            0.01333        0.00554
       8654.260            0.00976        0.00529
       8669.260            0.00181        0.00514
       8684.260            0.00533        0.00461
       8699.260            0.01880        0.00405
       8714.260            0.01555        0.00411
       8729.260            0.00898        0.00375
       8744.260            0.01454        0.00428
       8759.260            0.01724        0.00668
       8774.260            0.00636        0.00985
       8789.260            0.01138        0.00634
       8804.260            0.00333        0.00489
       8819.260            0.00948        0.00565
       8834.260            0.00453        0.01093
       8849.260            0.00983        0.00615
       8864.260            0.00368        0.00666
       8879.260           -0.00572        0.00721
