@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.734
@SPECTRUM spectrum_05D2ct_799.dat
@SN-NAME 05D2ct
       8489.900            0.00401        0.00329
       8504.900           -0.00273        0.00392
       8519.900           -0.00055        0.00292
       8534.900           -0.00181        0.00277
       8549.900            0.00785        0.00376
       8564.900           -0.00487        0.00264
       8579.900            0.00276        0.00295
       8594.900            0.00698        0.00287
       8609.900            0.00411        0.00296
       8624.900           -0.00795        0.00458
       8639.900           -0.01021        0.00398
       8654.900           -0.00915        0.00480
       8669.900            0.00244        0.00416
       8684.900            0.02986        0.00372
       8699.900           -0.00032        0.00300
       8714.900           -0.00057        0.00317
       8729.900           -0.00227        0.00288
       8744.900           -0.00224        0.00325
       8759.900           -0.00100        0.00503
       8774.900           -0.00394        0.00713
       8789.900           -0.01505        0.00461
       8804.900           -0.00555        0.00361
       8819.900           -0.00490        0.00431
       8834.900            0.00248        0.00791
       8849.900           -0.00496        0.00449
       8864.900           -0.00576        0.00496
       8879.900            0.00613        0.00533
