@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.182
@SPECTRUM spectrum_06D1ab_1100.dat
@SN-NAME 06D1ab
       8519.700            0.07814        0.00806
       8534.700            0.05634        0.00895
       8549.700            0.04761        0.00870
       8564.700            0.05520        0.00881
       8579.700            0.05293        0.00800
       8594.700            0.04078        0.00888
       8609.700            0.04052        0.00829
       8624.700            0.05483        0.01141
       8639.700            0.05434        0.01014
       8654.700            0.06612        0.01184
       8669.700            0.04970        0.01043
       8684.700            0.02273        0.00994
       8699.700            0.03049        0.00863
       8714.700            0.04807        0.00941
       8729.700            0.03087        0.00855
       8744.700            0.05419        0.00961
       8759.700            0.04223        0.01189
       8774.700            0.00953        0.01551
       8789.700            0.03161        0.01119
       8804.700            0.02876        0.01015
       8819.700            0.05064        0.01137
       8834.700            0.04244        0.01751
       8849.700            0.05528        0.01116
       8864.700            0.05478        0.01148
