@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.769
@SPECTRUM spectrum_04D4id_628.dat
@SN-NAME 04D4id
       8488.320            0.00376        0.00240
       8503.320            0.00986        0.00325
       8518.320            0.00434        0.00229
       8533.320            0.00568        0.00252
       8548.320            0.00844        0.00258
       8563.320            0.00531        0.00247
       8578.320            0.00335        0.00226
       8593.320            0.00490        0.00254
       8608.320            0.00384        0.00233
       8623.320            0.00583        0.00314
       8638.320            0.00618        0.00290
       8653.320            0.00723        0.00335
       8668.320            0.00781        0.00297
       8683.320           -0.00019        0.00281
       8698.320            0.00453        0.00246
       8713.320           -0.00047        0.00266
       8728.320            0.00431        0.00243
       8743.320           -0.00041        0.00276
       8758.320            0.00452        0.00357
       8773.320            0.00947        0.00512
       8788.320            0.00665        0.00357
       8803.320            0.00556        0.00306
       8818.320            0.00173        0.00334
       8833.320            0.00688        0.00598
       8848.320            0.01111        0.00359
       8863.320            0.00637        0.00379
       8878.320            0.00518        0.00408
