@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.474
@SPECTRUM spectrum_05D2bv_764.dat
@SN-NAME 05D2bv
       8534.250            0.01381        0.00446
       8549.250            0.01966        0.00468
       8564.250            0.00808        0.00428
       8579.250            0.01077        0.00401
       8594.250            0.01505        0.00459
       8609.250            0.01021        0.00428
       8624.250            0.01795        0.00647
       8639.250            0.01875        0.00579
       8654.250            0.01579        0.00680
       8669.250            0.01083        0.00599
       8684.250            0.01599        0.00536
       8699.250            0.00959        0.00449
       8714.250            0.01493        0.00475
       8729.250            0.01785        0.00431
       8744.250            0.00700        0.00482
       8759.250            0.01282        0.00682
       8774.250            0.02100        0.00970
       8789.250            0.01381        0.00651
       8804.250            0.01892        0.00537
       8819.250            0.00388        0.00600
       8834.250            0.01610        0.01086
       8849.250            0.01437        0.00635
       8864.250            0.01670        0.00698
       8879.250            0.01366        0.00736
