# wavelength(um) flux(mJy)
9.462626449321350774e-01 1.767496000000000067e-01
9.593337900164616849e-01 1.422760999999999887e-01
9.727354081281055498e-01 1.134836000000000039e-01
9.864649208144807835e-01 8.132733000000000323e-02
1.000526406179951477e+00 6.489080999999999322e-02
1.014921673199113750e+00 9.865480000000000083e-02
1.029648770027955740e+00 1.390602999999999978e-01
1.044706640469631465e+00 9.905948000000000531e-02
1.060092573449787912e+00 4.080241999999999897e-02
1.075802298340702512e+00 3.141805999999999766e-02
1.091832597239824176e+00 2.874658999999999895e-02
1.108175000220884776e+00 2.425215000000000010e-02
1.124823311108777313e+00 2.684250999999999998e-02
1.141768829705025690e+00 2.689636999999999931e-02
1.159001403244015904e+00 2.388710999999999959e-02
1.176511191525543509e+00 2.617181000000000021e-02
1.194285877912088845e+00 3.112231000000000025e-02
1.212312945374036888e+00 2.571605000000000071e-02
1.230578494603068229e+00 4.423425000000000273e-02
1.249068913514616908e+00 1.276725999999999972e-01
1.267769502507823498e+00 2.120690000000000075e-01
1.286664752132057110e+00 2.075848000000000138e-01
1.305739561903312529e+00 1.623690999999999884e-01
1.324978364103328587e+00 1.313667000000000029e-01
1.344365125517052340e+00 9.980861000000000594e-02
1.363884389520766405e+00 5.957718000000000041e-02
1.383520807223610483e+00 4.295642999999999684e-02
1.403259373758760198e+00 2.937688000000000105e-02
1.423085084317021076e+00 1.488887000000000023e-02
1.442983614282382199e+00 1.016003000000000045e-02
1.462941136399120490e+00 9.939695000000000127e-03
1.482944381098293407e+00 1.106266000000000020e-02
1.502980682641027244e+00 2.189342000000000024e-02
1.521678526118263042e+00 5.746534999999999838e-02
1.541745360031085754e+00 1.030179999999999985e-01
1.561811854742915173e+00 1.200980999999999993e-01
1.581867943777077956e+00 9.004919000000000118e-02
1.601904234439976316e+00 8.362680000000000113e-02
1.621911998484948159e+00 1.377463999999999911e-01
1.641883157759981726e+00 2.236548999999999898e-01
1.661810265804809950e+00 2.673574000000000228e-01
1.681686486255938862e+00 2.252197999999999978e-01
1.701505568816888525e+00 1.301894000000000107e-01
1.721261823456055717e+00 7.567749999999999477e-02
1.740950093402611865e+00 5.783371999999999818e-02
1.760565727428281990e+00 5.886539999999999828e-02
1.780104551827836445e+00 7.322799000000000669e-02
1.799562545854898943e+00 1.066512000000000016e-01
1.818936255572216609e+00 1.361623000000000139e-01
1.838223057771057656e+00 1.140720999999999957e-01
1.857420405115695727e+00 5.697345000000000187e-02
1.876526094405659650e+00 2.783750999999999934e-02
1.895538242044512822e+00 2.540403999999999926e-02
1.914454766404398489e+00 3.203166999999999820e-02
1.933273679470309148e+00 4.275782999999999667e-02
1.951994878192273575e+00 4.981034000000000156e-02
1.970617532572515485e+00 4.890267999999999698e-02
1.989140038433623969e+00 3.434249999999999803e-02
2.007561569730039963e+00 2.899849999999999997e-02
2.025883060570262462e+00 3.274074999999999902e-02
2.044103359308071077e+00 3.632766999999999941e-02
2.062221755927814204e+00 3.305592000000000252e-02
2.080240104160086201e+00 2.856223000000000095e-02
2.098156136828652318e+00 1.959817999999999977e-02
2.115971997831129325e+00 1.579494999999999857e-02
2.133687149805080896e+00 1.651443000000000008e-02
2.151301926865514691e+00 1.980097000000000107e-02
2.186233163897896237e+00 1.867084999999999925e-02
2.203550643841026169e+00 1.668317999999999884e-02
2.220770193026282424e+00 2.025847000000000064e-02
2.237892023795730712e+00 2.580172999999999842e-02
2.254918490758403227e+00 2.872966000000000061e-02
2.271847392527908571e+00 2.832155999999999910e-02
2.288682496290834312e+00 2.221011999999999986e-02
2.305423371821584411e+00 1.861923000000000050e-02
2.322070093131955115e+00 1.652450999999999920e-02
2.338625214411877540e+00 1.650799000000000016e-02
2.355088941262729829e+00 1.589536000000000074e-02
2.371460773918719678e+00 1.587639000000000064e-02
2.387743431433662078e+00 1.500751999999999989e-02
2.403937710512409343e+00 1.462526999999999924e-02
2.420043954425626254e+00 1.259093000000000018e-02
2.436062195098402938e+00 1.166620999999999977e-02
2.451994674612576919e+00 1.184542000000000060e-02
2.467842237474798583e+00 1.102199000000000061e-02
2.483605736003648090e+00 1.133574000000000040e-02
2.499286028924029512e+00 1.292755999999999940e-02
2.514883768258276309e+00 1.344155999999999997e-02
2.530399370968801520e+00 1.352862999999999982e-02
2.545834507637062760e+00 1.359198999999999997e-02
2.561190048894331550e+00 1.511638000000000044e-02
2.576466866034885062e+00 1.514246999999999989e-02
2.591665830137574122e+00 1.566274999999999959e-02
2.606787811255003362e+00 1.654894000000000157e-02
2.621833677664728857e+00 1.377016000000000004e-02
2.636804295180303459e+00 1.542547000000000015e-02
2.651700526517475343e+00 1.579353999999999827e-02
2.666523230712446679e+00 1.657801000000000066e-02
2.681273262587946515e+00 1.797647000000000134e-02
2.695951472265234461e+00 1.769590000000000052e-02
2.710558704718384337e+00 1.828638000000000138e-02
2.725095799367967420e+00 2.060013999999999942e-02
2.739563302342733930e+00 2.137847999999999832e-02
2.753961625431787130e+00 2.266968000000000108e-02
2.768292184660826383e+00 2.386976000000000028e-02
2.782555796079320132e+00 2.461899999999999852e-02
2.796753268656603897e+00 2.536824000000000023e-02
2.810885404061185699e+00 2.611747999999999847e-02
2.824952996464232147e+00 2.686672000000000018e-02
2.838955574080152200e+00 2.761595999999999843e-02
2.852894712135146005e+00 2.937120000000000009e-02
2.866771550285779124e+00 3.025320000000000092e-02
2.880586853321268404e+00 3.358492999999999895e-02
2.894340761538682916e+00 3.651913999999999855e-02
2.908033152061932025e+00 3.866775000000000073e-02
2.921666167555943883e+00 3.986225999999999658e-02
2.935240541690091742e+00 4.264778000000000319e-02
2.948755460475062762e+00 4.253043000000000101e-02
2.962212261164830718e+00 4.270630999999999733e-02
2.975612493508073442e+00 3.859082999999999958e-02
2.988955655067548900e+00 3.738957999999999865e-02
3.002242135789424449e+00 3.573119000000000295e-02
3.015474055904219686e+00 3.682173999999999864e-02
3.028650422126288433e+00 3.757790999999999909e-02
3.041772296770079986e+00 3.884627999999999692e-02
3.054841552828544859e+00 4.048328000000000343e-02
3.067855946619208130e+00 4.409235000000000237e-02
3.080818746933797758e+00 4.506501999999999730e-02
3.093729286376986298e+00 4.335302172385062380e-02
3.106587909081472976e+00 5.269549635105110624e-02
3.119396512931707388e+00 5.533798783861734044e-02
3.132153188725637083e+00 6.264968867394463126e-02
3.144861486524326732e+00 7.139271739873526146e-02
3.157518651642188257e+00 9.090934064369338152e-02
3.170128328511168991e+00 1.462568963211416939e-01
3.182688280365648215e+00 2.121824258139634323e-01
3.195201446896668518e+00 2.433974999999999889e-01
3.207665974797560882e+00 2.423835170804135852e-01
3.220084695474020098e+00 2.244053399205263866e-01
3.232455552964181411e+00 2.162986764762433733e-01
3.244781846704139827e+00 2.128292949175354387e-01
3.257060751901478479e+00 2.164401140937446677e-01
3.269296004059799809e+00 2.196058207678174556e-01
3.281485228650754760e+00 2.204034873312254450e-01
3.292819708896533637e+00 2.188320738014869482e-01
3.304924599082941672e+00 2.071665903050760593e-01
3.316985366663681045e+00 1.564726442381643989e-01
3.329003770403903051e+00 1.029103224886771389e-01
3.340978903743313300e+00 5.867618000000000139e-02
3.352911806652569826e+00 6.756510000000000293e-02
3.364803217704807725e+00 7.098725000000000174e-02
3.376652571970240491e+00 7.231890000000000540e-02
3.388461319491513191e+00 7.096611999999999365e-02
3.400229276071847107e+00 6.954232999999999942e-02
3.411956351990646841e+00 7.685641999999999474e-02
3.423644132532798867e+00 7.474258999999999764e-02
3.435292063682814589e+00 7.527332999999999941e-02
3.446900253748538034e+00 7.569449000000000316e-02
3.458470161265643217e+00 8.085752000000000217e-02
3.470001389633257549e+00 7.971781000000000006e-02
3.481493980915506103e+00 7.770204999999999473e-02
3.492949017253978550e+00 7.879664000000000113e-02
3.504366761950922449e+00 8.007266000000000383e-02
3.515746938972675206e+00 8.253686999999999829e-02
3.527090016279224471e+00 7.922094999999999831e-02
3.538397031105317669e+00 8.116777000000000020e-02
3.549667713371960076e+00 8.533185999999999549e-02
3.560902186610407139e+00 8.905192000000000663e-02
3.572100935470299277e+00 8.926096999999999504e-02
3.583264754973407573e+00 8.947001000000000259e-02
3.594393567740699513e+00 8.967904999999999627e-02
3.605487474915178847e+00 8.988809000000000382e-02
3.616546578289195235e+00 9.009714000000000611e-02
3.627571842551459813e+00 9.030617999999999979e-02
3.638563520551941100e+00 9.741468000000000349e-02
3.649521441455895410e+00 9.749720000000000608e-02
3.660446002095838924e+00 9.714802999999999633e-02
3.671337172063506404e+00 1.005010999999999960e-01
3.682195795315336806e+00 1.038593000000000016e-01
3.693022113146724905e+00 1.034447000000000005e-01
3.703816364729756838e+00 1.055988999999999955e-01
3.714578336591721541e+00 1.031380999999999964e-01
3.725308662002976945e+00 1.072434000000000026e-01
3.736007198185866240e+00 1.122461000000000014e-01
3.746674617970022325e+00 1.125806000000000029e-01
3.757311182100032898e+00 1.132979000000000069e-01
3.767917116828960022e+00 1.137095000000000050e-01
3.778492646422890289e+00 1.150169000000000052e-01
3.789037923067493541e+00 1.186259999999999953e-01
3.799552957517789320e+00 1.226758000000000015e-01
3.810038269414068868e+00 1.221304000000000001e-01
3.820493962150962375e+00 1.226092000000000015e-01
3.830920185266183164e+00 1.211240999999999984e-01
3.841317349611041099e+00 1.272880000000000122e-01
3.851685665528609359e+00 1.292150999999999994e-01
3.862025341524038868e+00 1.321824000000000054e-01
3.872336584281495409e+00 1.302493999999999874e-01
3.882619598681558148e+00 1.311008999999999924e-01
3.892874587818436094e+00 1.374873000000000067e-01
3.903101753016525510e+00 1.366619000000000028e-01
3.913301293847568640e+00 1.363428999999999891e-01
3.923473408147388763e+00 1.373485000000000122e-01
3.933618292032221131e+00 1.380115000000000092e-01
3.943736139915464900e+00 1.395251999999999881e-01
3.953827144523820447e+00 1.394297999999999926e-01
3.963891496913662937e+00 1.420076000000000116e-01
3.973929386487113913e+00 1.445878999999999914e-01
3.983941001007956118e+00 1.419315999999999911e-01
3.993926526617409767e+00 1.506628000000000134e-01
4.003886147850173494e+00 1.548033000000000048e-01
4.013820047649628187e+00 1.616007000000000138e-01
4.023728407383496908e+00 1.641399000000000052e-01
4.033611406859058945e+00 1.666789999999999938e-01
4.043469224338600121e+00 1.692182000000000131e-01
4.053302036554232046e+00 1.717574000000000045e-01
4.063110018722863259e+00 1.718992000000000020e-01
4.072893344561112627e+00 1.782747000000000082e-01
4.082652186299992714e+00 1.777855000000000130e-01
4.092386714699272510e+00 1.796969999999999956e-01
4.102097099062189223e+00 1.851724999999999899e-01
4.111783507249422875e+00 1.917007000000000017e-01
4.121446105693565620e+00 2.011891000000000096e-01
4.131085059412907157e+00 1.912378999999999885e-01
4.140700532025558545e+00 1.902979999999999949e-01
4.150292685762917877e+00 1.921841999999999995e-01
4.159861444341963477e+00 1.918246000000000118e-01
4.169407154786395786e+00 1.982404000000000110e-01
4.178929987008060287e+00 1.950849000000000055e-01
4.188429829650718972e+00 1.956584000000000101e-01
4.197907117971298341e+00 1.966828999999999938e-01
4.207362006497117335e+00 1.952706999999999915e-01
4.216794648457722339e+00 2.005002999999999924e-01
4.226205195797677838e+00 1.987377999999999922e-01
4.235593799189172337e+00 2.011920000000000097e-01
4.244960450450765421e+00 2.018304999999999960e-01
4.254305204397605955e+00 2.025511999999999868e-01
4.263628230730216906e+00 1.995841999999999894e-01
4.272929671823124664e+00 2.003867000000000009e-01
4.282209880250260170e+00 1.979095999999999911e-01
4.291468999607378265e+00 1.996397000000000033e-01
4.300707172299541803e+00 2.047275000000000067e-01
4.309924371641566943e+00 2.024255000000000082e-01
4.319120577551438522e+00 1.980787999999999993e-01
4.328295824372173861e+00 2.047411000000000092e-01
4.337450572220368450e+00 2.046834999999999904e-01
4.346585046562302601e+00 2.075406999999999946e-01
4.355699383175224426e+00 2.086948000000000136e-01
4.364793478440745389e+00 2.082014000000000087e-01
4.373867306620312867e+00 2.204398999999999942e-01
4.382920877645706703e+00 2.293119000000000129e-01
4.391954822946478210e+00 2.326208999999999916e-01
4.400969273094653467e+00 2.369814000000000087e-01
4.409964232084401914e+00 2.340484999999999927e-01
4.418939430431095161e+00 2.361665000000000014e-01
4.427894901380818204e+00 2.370019999999999905e-01
4.436831370129014296e+00 2.379947000000000035e-01
4.445748962275228422e+00 2.336029000000000022e-01
4.454647492793927910e+00 2.340401000000000009e-01
4.463526752177738643e+00 2.360211999999999866e-01
4.472387086988344862e+00 2.350774999999999948e-01
4.481229019930466073e+00 2.403894000000000031e-01
4.490052612960140799e+00 2.457012000000000085e-01
4.498857309013327921e+00 2.510129999999999861e-01
4.507643304662014572e+00 2.563249000000000222e-01
4.516411359359953970e+00 2.616366999999999998e-01
4.525161590352044350e+00 2.632796000000000025e-01
4.533893312220673266e+00 2.647126000000000201e-01
4.542606712580816719e+00 2.664947999999999761e-01
4.551302619567883845e+00 2.620313000000000225e-01
4.559981056153810108e+00 2.729346999999999746e-01
4.568641315237988998e+00 2.717772999999999994e-01
4.577283815002687994e+00 2.749410999999999938e-01
4.585909256090153541e+00 2.749638999999999833e-01
4.594517389252112061e+00 2.753198000000000034e-01
4.603107690832289656e+00 2.745638000000000245e-01
4.611680937174958750e+00 2.802724999999999800e-01
4.620237547096287756e+00 2.827391000000000210e-01
4.628776711887493178e+00 2.786036000000000068e-01
4.637298637104589005e+00 2.795554000000000094e-01
4.645804231280336261e+00 2.866809000000000163e-01
4.654293119899409525e+00 2.928008000000000277e-01
4.662764755036263864e+00 2.828474999999999739e-01
4.671220183282984273e+00 2.798373000000000110e-01
4.679659421847293999e+00 2.809979000000000227e-01
4.688081643510982666e+00 2.772466000000000097e-01
4.696487738724800742e+00 2.767832000000000070e-01
4.704878066460362440e+00 2.876823000000000019e-01
4.713251609552968624e+00 2.841183999999999932e-01
4.721609188116185685e+00 2.752382999999999913e-01
4.729951330234634099e+00 2.773572999999999733e-01
4.738276915741493234e+00 2.864648000000000194e-01
4.746586777918566646e+00 2.852161999999999753e-01
4.754881445942594098e+00 2.854303000000000257e-01
4.763159781255044578e+00 2.833416999999999741e-01
4.771422711578375164e+00 2.797106999999999788e-01
4.779670603658934702e+00 2.754119999999999902e-01
4.787902382889448916e+00 2.850012000000000101e-01
4.796119150535218090e+00 2.810025999999999913e-01
4.804320951760607805e+00 2.954226999999999825e-01
4.812506856049540538e+00 2.955514000000000197e-01
4.820678215203873407e+00 2.991048000000000040e-01
4.828834503026926406e+00 3.003721999999999781e-01
4.836975295716000822e+00 3.103967000000000254e-01
4.845101985931428601e+00 3.046632000000000229e-01
4.853213162256171387e+00 3.205156000000000116e-01
4.861309757387181740e+00 3.158714000000000244e-01
4.869392124047656090e+00 3.174351000000000256e-01
4.877459144058270191e+00 3.171586000000000127e-01
4.885512257997150165e+00 3.100674999999999959e-01
4.893550666628169843e+00 3.154625999999999819e-01
4.901574441437561269e+00 3.287217000000000056e-01
4.909584512565159820e+00 3.188918000000000030e-01
4.917579565649712769e+00 3.213410999999999906e-01
4.925561010275964158e+00 3.292098999999999998e-01
4.933528136305365130e+00 3.350332999999999783e-01
4.941480974904638224e+00 3.359244000000000119e-01
4.949420420521061459e+00 3.317944999999999922e-01
4.957345167416463916e+00 3.252708999999999739e-01
4.965256791487171029e+00 3.385323000000000082e-01
4.973154079009126427e+00 3.351789000000000018e-01
4.981037808150284185e+00 3.316092999999999957e-01
4.988908195433357839e+00 3.337224999999999775e-01
4.996764302746512065e+00 3.307227999999999835e-01
