@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.839
@SPECTRUM spectrum_05D4fg_1002.dat
@SN-NAME 05D4fg
       8503.650            0.00767        0.00367
       8518.650           -0.00074        0.00288
       8533.650            0.00416        0.00269
       8548.650            0.00645        0.00352
       8563.650            0.00634        0.00265
       8578.650            0.00059        0.00288
       8593.650            0.00171        0.00277
       8608.650            0.00157        0.00309
       8623.650            0.01043        0.00410
       8638.650           -0.00161        0.00454
       8653.650            0.00337        0.00429
       8668.650            0.00101        0.00429
       8683.650            0.00417        0.00369
       8698.650            0.00235        0.00298
       8713.650            0.00190        0.00311
       8728.650            0.00233        0.00286
       8743.650            0.00314        0.00318
       8758.650            0.00459        0.00451
       8773.650            0.00417        0.00648
       8788.650           -0.00544        0.00432
       8803.650            0.00682        0.00353
       8818.650            0.00794        0.00403
       8833.650            0.00379        0.00729
       8848.650            0.00520        0.00422
       8863.650            0.00533        0.00461
       8878.650            0.00232        0.00481
