@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.961
@SPECTRUM spectrum_04D4jw_651.dat
@SN-NAME 04D4jw
       8487.850            0.01126        0.00394
       8502.850            0.00965        0.00480
       8517.850            0.00934        0.00335
       8532.850            0.00758        0.00374
       8547.850            0.01441        0.00412
       8562.850            0.00759        0.00353
       8577.850            0.00917        0.00329
       8592.850           -0.00159        0.00379
       8607.850            0.00385        0.00336
       8622.850            0.00506        0.00497
       8637.850            0.00582        0.00460
       8652.850            0.00083        0.00536
       8667.850            0.00586        0.00471
       8682.850            0.00598        0.00423
       8697.850            0.00709        0.00356
       8712.850            0.01346        0.00384
       8727.850            0.00179        0.00344
       8742.850           -0.00186        0.00390
       8757.850            0.01102        0.00570
       8772.850            0.02841        0.00884
       8787.850            0.01561        0.00584
       8802.850            0.00846        0.00456
       8817.850            0.00231        0.00497
       8832.850            0.02030        0.01004
       8847.850            0.01067        0.00568
       8862.850            0.00933        0.00598
       8877.850            0.01246        0.00646
