# TELESCOPE = Liverpool Telescope
# INSTRUMENT = SPRAT
# PROPOSAL = PL22A20b
# OBJECT = 2022eqk
# RA = 15:37:57.89
# DEC = -3:39:51.80
# DATE-OBS = 2022-03-11T04:47:27.637
# MJD-OBS = 59649.199625
# EXPTIME-OBS = 1800.0s
# AIRMASS-OBS = 1.21258
# SEEING-OBS = 1.382357
# wl fl
# [A] [erg/s/cm2/A]
6890.400000 1.92336e-16
6899.600000 2.07747e-16
6908.800000 1.71684e-16
6918.000000 2.36045e-16
6927.200000 2.40075e-16
6936.400000 1.97189e-16
6945.600000 2.13806e-16
6954.800000 1.76469e-16
6964.000000 2.06632e-16
6973.200000 2.21319e-16
6982.400000 2.27226e-16
6991.600000 2.13021e-16
7000.800000 1.94912e-16
7010.000000 2.04156e-16
7019.200000 2.03503e-16
7028.400000 1.82639e-16
7037.600000 2.2136e-16
7046.800000 2.20794e-16
7056.000000 1.98262e-16
7065.200000 1.84307e-16
7074.400000 1.81827e-16
7083.600000 1.79209e-16
7092.800000 2.04119e-16
7102.000000 1.875e-16
7111.200000 1.48665e-16
7120.400000 2.02038e-16
7129.600000 1.834e-16
7138.800000 2.12756e-16
7148.000000 1.74398e-16
7157.200000 1.64191e-16
7166.400000 1.89297e-16
7175.600000 2.08501e-16
7184.800000 1.76735e-16
7194.000000 1.95564e-16
7203.200000 1.78368e-16
7212.400000 2.05874e-16
7221.600000 1.1907e-16
7230.800000 2.08534e-16
7240.000000 2.41608e-16
7258.400000 2.01983e-16
7267.600000 2.21644e-16
7276.800000 2.22201e-16
7286.000000 2.14789e-16
7295.200000 1.94904e-16
7304.400000 2.0205e-16
7313.600000 2.79695e-16
7322.800000 1.5585e-16
7332.000000 1.58096e-16
7341.200000 2.21187e-16
7350.400000 1.87135e-16
7359.600000 2.13269e-16
7368.800000 2.28818e-16
7378.000000 1.35465e-16
7387.200000 2.07395e-16
7396.400000 1.67992e-16
7405.600000 1.88777e-16
7414.800000 2.05098e-16
7424.000000 1.80289e-16
7433.200000 1.64274e-16
7442.400000 2.04877e-16
7451.600000 2.23823e-16
7460.800000 1.50139e-16
7470.000000 1.96839e-16
7479.200000 1.80117e-16
7488.400000 1.57736e-16
7497.600000 1.72319e-16
7506.800000 1.87843e-16
7516.000000 1.62613e-16
7525.200000 1.57795e-16
7534.400000 1.99619e-16
7543.600000 1.9994e-16
7552.800000 1.79172e-16
7562.000000 2.62625e-16
7571.200000 1.2521e-16
7580.400000 1.67773e-16
7589.600000 1.7045e-16
7598.800000 9.29426e-17
7608.000000 7.3749e-17
7617.200000 2.65836e-17
7626.400000 1.10635e-16
7635.600000 1.37211e-16
7644.800000 1.20602e-16
7654.000000 1.38435e-16
7663.200000 1.50174e-16
7672.400000 2.14576e-16
7681.600000 2.36903e-16
7690.800000 1.3989e-16
7700.000000 2.26162e-16
7709.200000 1.19726e-16
7718.400000 1.33636e-16
7727.600000 1.14175e-16
7736.800000 1.55762e-16
7746.000000 2.30374e-16
7755.200000 1.35801e-16
7764.400000 1.88888e-16
7773.600000 2.21613e-16
7782.800000 1.71131e-16
7792.000000 1.45846e-16
7801.200000 2.14414e-16
7810.400000 3.89805e-16
7819.600000 2.23398e-16
7828.800000 1.61607e-16
7838.000000 2.05764e-16
7847.200000 2.58699e-16
7856.400000 2.23349e-16
7865.600000 1.17676e-16
7874.800000 1.30892e-16
7884.000000 1.89714e-16
7893.200000 2.67754e-16
7902.400000 2.16928e-16
7911.600000 1.14683e-16
7920.800000 1.05985e-16
7930.000000 2.73065e-16
7939.200000 1.72814e-16
7948.400000 1.21106e-16
7957.600000 1.78026e-16
7966.800000 2.71755e-16
7976.000000 2.67019e-16
7985.200000 4.4642e-16
7994.400000 2.04958e-16
