# TELESCOPE = Liverpool Telescope
# INSTRUMENT = SPRAT
# PROPOSAL = PL22B16
# OBJECT = 2022wfm
# RA = 0:57:20.10
# DEC = 27:5:46.50
# DATE-OBS = 2022-09-30T01:48:28.605
# MJD-OBS = 59852.075331
# EXPTIME-OBS = 2000.0s
# AIRMASS-OBS = 1.001702
# SEEING-OBS = 1.455276
# wl fl
# [A] [erg/s/cm2/A]
5308.000000 5.73946e-16
5317.200000 6.24355e-16
5326.400000 6.00867e-16
5335.600000 5.84269e-16
5344.800000 5.96864e-16
5354.000000 6.08216e-16
5363.200000 5.90805e-16
5372.400000 6.20827e-16
5381.600000 5.89595e-16
5390.800000 6.15381e-16
5400.000000 6.18374e-16
5409.200000 5.80012e-16
5418.400000 5.76763e-16
5427.600000 6.3906e-16
5436.800000 6.22264e-16
5446.000000 5.81861e-16
5455.200000 6.50374e-16
5464.400000 5.99161e-16
5473.600000 5.8991e-16
5482.800000 5.77251e-16
5492.000000 5.65875e-16
5501.200000 5.55567e-16
5510.400000 4.65458e-16
5519.600000 5.51932e-16
5528.800000 5.28184e-16
5538.000000 5.28776e-16
5547.200000 5.73721e-16
5556.400000 5.88037e-16
5565.600000 5.02925e-16
5574.800000 4.58797e-16
5584.000000 5.71249e-16
5593.200000 5.31075e-16
5602.400000 5.72321e-16
5611.600000 5.3958e-16
5620.800000 5.00905e-16
5630.000000 5.46589e-16
5639.200000 5.66925e-16
5648.400000 5.00732e-16
5657.600000 5.49e-16
5666.800000 5.17657e-16
5676.000000 5.51323e-16
5685.200000 5.02344e-16
5694.400000 5.10063e-16
5703.600000 5.30234e-16
5712.800000 4.995e-16
5722.000000 5.06114e-16
5731.200000 4.84461e-16
5740.400000 4.8366e-16
5749.600000 5.31248e-16
5758.800000 5.01093e-16
5768.000000 5.59082e-16
5777.200000 5.65302e-16
5786.400000 4.98867e-16
5795.600000 4.85659e-16
5804.800000 5.56776e-16
5814.000000 5.2143e-16
5823.200000 5.23932e-16
5832.400000 5.45156e-16
5841.600000 5.50547e-16
5850.800000 5.62139e-16
5860.000000 5.96912e-16
5869.200000 5.5594e-16
5878.400000 5.37109e-16
5887.600000 5.56783e-16
5896.800000 5.40912e-16
5906.000000 5.08911e-16
5915.200000 5.31294e-16
5924.400000 5.50612e-16
5933.600000 5.24742e-16
5942.800000 4.50413e-16
5952.000000 5.17201e-16
5961.200000 5.19677e-16
5970.400000 4.96609e-16
5979.600000 5.2107e-16
5988.800000 5.37119e-16
5998.000000 5.23744e-16
6007.200000 5.13022e-16
6016.400000 5.26056e-16
6025.600000 4.99213e-16
6034.800000 5.09128e-16
6044.000000 4.90595e-16
6053.200000 4.81779e-16
6062.400000 5.05076e-16
6071.600000 4.88647e-16
6080.800000 4.75625e-16
6090.000000 5.05966e-16
6099.200000 5.08854e-16
6108.400000 5.09144e-16
6117.600000 5.40007e-16
6126.800000 5.36396e-16
6136.000000 5.54847e-16
6145.200000 4.93377e-16
6154.400000 5.02813e-16
6163.600000 5.12332e-16
6172.800000 5.28013e-16
6182.000000 4.54442e-16
6191.200000 5.07279e-16
6200.400000 5.102e-16
6209.600000 4.6916e-16
6218.800000 5.06952e-16
6228.000000 5.36828e-16
6237.200000 4.54936e-16
6246.400000 4.47448e-16
6255.600000 4.31315e-16
6264.800000 4.7412e-16
6274.000000 4.28924e-16
6283.200000 4.29906e-16
6292.400000 4.20147e-16
6301.600000 4.75918e-16
6310.800000 4.11352e-16
6320.000000 4.927e-16
6329.200000 3.98486e-16
6338.400000 4.61079e-16
6347.600000 4.37688e-16
6356.800000 4.37467e-16
6366.000000 4.20244e-16
6375.200000 4.12212e-16
6384.400000 4.0685e-16
6393.600000 3.74256e-16
6402.800000 4.05498e-16
6412.000000 3.68102e-16
6421.200000 3.98712e-16
6430.400000 3.60733e-16
6439.600000 3.59211e-16
6448.800000 4.02704e-16
6458.000000 3.921e-16
6467.200000 3.92028e-16
6476.400000 3.77703e-16
6485.600000 4.05506e-16
6494.800000 3.7618e-16
6504.000000 3.60747e-16
6513.200000 3.98921e-16
6522.400000 4.3807e-16
6531.600000 4.68901e-16
6540.800000 4.33556e-16
6550.000000 4.241e-16
6559.200000 4.62934e-16
6568.400000 5.0789e-16
6577.600000 4.98655e-16
6586.800000 4.76665e-16
6596.000000 4.9426e-16
6605.200000 4.26596e-16
6614.400000 4.65672e-16
6623.600000 4.89738e-16
6632.800000 4.62627e-16
6642.000000 5.16365e-16
6651.200000 4.62358e-16
6660.400000 6.50738e-16
6669.600000 4.68486e-16
6678.800000 4.88328e-16
6688.000000 5.07384e-16
6697.200000 4.73866e-16
6706.400000 4.8462e-16
6715.600000 5.1127e-16
6724.800000 4.79249e-16
6734.000000 4.9478e-16
6743.200000 4.57269e-16
6752.400000 3.97894e-16
6761.600000 4.88915e-16
6770.800000 4.84963e-16
6780.000000 4.83537e-16
6789.200000 4.5605e-16
6798.400000 4.55581e-16
6807.600000 4.39489e-16
6816.800000 4.39402e-16
6826.000000 4.39909e-16
6835.200000 4.60625e-16
6844.400000 4.92008e-16
6853.600000 4.57292e-16
6862.800000 4.5834e-16
6872.000000 4.09724e-16
6881.200000 5.01571e-16
6890.400000 4.66932e-16
6899.600000 4.25076e-16
6908.800000 4.61152e-16
6918.000000 4.02231e-16
6927.200000 3.85411e-16
6936.400000 4.34124e-16
6945.600000 3.85259e-16
6954.800000 4.02147e-16
6964.000000 4.30033e-16
6973.200000 3.8238e-16
6982.400000 4.05072e-16
6991.600000 4.02249e-16
7000.800000 4.11254e-16
7010.000000 4.43204e-16
7019.200000 4.00532e-16
7028.400000 4.37863e-16
7037.600000 4.45833e-16
7046.800000 4.40578e-16
7056.000000 4.3664e-16
7065.200000 3.88109e-16
7074.400000 3.78644e-16
7083.600000 4.05377e-16
7092.800000 3.86787e-16
7102.000000 3.71047e-16
7111.200000 3.39072e-16
7120.400000 3.32757e-16
7129.600000 4.22551e-16
7138.800000 4.15886e-16
7148.000000 4.0312e-16
7157.200000 3.19363e-16
7166.400000 3.33015e-16
7175.600000 3.71703e-16
7184.800000 4.01411e-16
7194.000000 3.44096e-16
7203.200000 5.10286e-16
7212.400000 4.14579e-16
7221.600000 3.56416e-16
7230.800000 3.28313e-16
7240.000000 4.85197e-16
7249.200000 4.40095e-16
7258.400000 3.7637e-16
7267.600000 3.71304e-16
7276.800000 3.61976e-16
7286.000000 3.54081e-16
7295.200000 3.42875e-16
7304.400000 3.6498e-16
7313.600000 4.2356e-16
7322.800000 4.14255e-16
7332.000000 3.43078e-16
7341.200000 3.61508e-16
7350.400000 3.76531e-16
7359.600000 4.12646e-16
7368.800000 2.77701e-16
7378.000000 3.52829e-16
7387.200000 3.80604e-16
7396.400000 3.69283e-16
7405.600000 3.3526e-16
7414.800000 4.16619e-16
7424.000000 3.89772e-16
7433.200000 3.44162e-16
7442.400000 3.92234e-16
7451.600000 3.86612e-16
7460.800000 3.78508e-16
7470.000000 3.36994e-16
7479.200000 3.44487e-16
7488.400000 3.3956e-16
7497.600000 3.32837e-16
7506.800000 4.07104e-16
7516.000000 4.08257e-16
7525.200000 2.49365e-16
7534.400000 3.74855e-16
7543.600000 3.49482e-16
7552.800000 2.14234e-16
7562.000000 3.65098e-16
7571.200000 5.50139e-16
7580.400000 1.38131e-16
7589.600000 7.82606e-17
7598.800000 1.1964e-16
7608.000000 1.78982e-16
7617.200000 1.29279e-16
7626.400000 1.66726e-16
7635.600000 2.31498e-16
7644.800000 2.49566e-16
7654.000000 3.00317e-16
7663.200000 2.91133e-16
7672.400000 3.93702e-16
7681.600000 3.23203e-16
7690.800000 2.41406e-16
7700.000000 3.49631e-16
7709.200000 2.84679e-16
7718.400000 3.41473e-16
7727.600000 2.92788e-16
7736.800000 3.2694e-16
7746.000000 2.18059e-16
7755.200000 1.42044e-16
7764.400000 2.77309e-16
7773.600000 3.58677e-16
7782.800000 2.53279e-16
7792.000000 2.29798e-16
7801.200000 3.22853e-16
7810.400000 2.6359e-16
7819.600000 2.58232e-16
7828.800000 2.43479e-16
7838.000000 1.8072e-16
7847.200000 2.82823e-16
7856.400000 2.93537e-16
7865.600000 3.30907e-16
7874.800000 2.36305e-16
7884.000000 2.49299e-16
7893.200000 3.34479e-16
7902.400000 4.98705e-16
7911.600000 4.18162e-16
7920.800000 4.10699e-16
7930.000000 3.18236e-16
7939.200000 4.61036e-16
7948.400000 4.47505e-16
7957.600000 3.31839e-16
7966.800000 3.84893e-16
7976.000000 5.55419e-16
7985.200000 3.86285e-16
7994.400000 2.12182e-16
