BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 1788  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = 'SN2009AL          '  /                                              
FILENAME= 'SN09AL_B01_DUP_WF_29MAR09'  /
6011.10520425291  6.329259E-16
6014.14661443758  6.303454E-16
6017.18802462225  6.327656E-16
6020.22943480691  6.156795E-16
6023.27084499158  6.056529E-16
6026.31225517625  6.035653E-16
6029.35366536092  6.012493E-16
6032.39507554558  5.984690E-16
6035.43648573025  5.937237E-16
6038.47789591492  5.879490E-16
6041.51930609958  5.661592E-16
6044.56071628425  5.592592E-16
6047.60212646892  5.614875E-16
6050.64353665358  5.467967E-16
6053.68494683825  5.320531E-16
6056.72635702292  5.170916E-16
6059.76776720758  5.285167E-16
6062.80917739225  5.059776E-16
6065.85058757692  4.949284E-16
6068.89199776159  4.864392E-16
6071.93340794625  4.833757E-16
6074.97481813092  4.782893E-16
6078.01622831559  4.752819E-16
6081.05763850025  4.614119E-16
6084.09904868492  4.565660E-16
6087.14045886959  4.407391E-16
6090.18186905426  4.433640E-16
6093.22327923892  4.325569E-16
6096.26468942359  4.237815E-16
6099.30609960826  4.289133E-16
6102.34750979292  4.195439E-16
6105.38891997759  4.128685E-16
6108.43033016226  4.134099E-16
6111.47174034693  4.075957E-16
6114.51315053159  3.923292E-16
6117.55456071626  3.824474E-16
6120.59597090092  3.802985E-16
6123.63738108559  3.752415E-16
6126.67879127026  3.782407E-16
6129.72020145493  3.657277E-16
6132.76161163959  3.619967E-16
6135.80302182426  3.586189E-16
6138.84443200893  3.617944E-16
6141.88584219359  3.571615E-16
6144.92725237826  3.457661E-16
6147.96866256293  3.490675E-16
6151.01007274759  3.428624E-16
6154.05148293226  3.485089E-16
6157.09289311693  3.516647E-16
6160.1343033016  3.516010E-16
6163.17571348626  3.462132E-16
6166.21712367093  3.609871E-16
6169.2585338556  3.611923E-16
6172.29994404026  3.572128E-16
6175.34135422493  3.655867E-16
6178.3827644096  3.604290E-16
6181.42417459427  3.642580E-16
6184.46558477893  3.714894E-16
6187.5069949636  3.701742E-16
6190.54840514827  3.755604E-16
6193.58981533293  3.710035E-16
6196.6312255176  3.707316E-16
6199.67263570227  3.778954E-16
6202.71404588693  3.706420E-16
6205.7554560716  3.680563E-16
6208.79686625627  3.537595E-16
6211.83827644093  3.541051E-16
6214.8796866256  3.551630E-16
6217.92109681027  3.387963E-16
6220.96250699494  3.374942E-16
6224.0039171796  3.164929E-16
6227.04532736427  3.084294E-16
6230.08673754894  2.998242E-16
6233.1281477336  2.836707E-16
6236.16955791827  2.840590E-16
6239.21096810294  2.704031E-16
6242.25237828761  2.641050E-16
6245.29378847227  2.593620E-16
6248.33519865694  2.616490E-16
6251.37660884161  2.523949E-16
6254.41801902627  2.550591E-16
6257.45942921094  2.370355E-16
6260.50083939561  2.461239E-16
6263.54224958027  2.284224E-16
6266.58365976494  2.334393E-16
6269.62506994961  2.308152E-16
6272.66648013427  2.286277E-16
6275.70789031894  2.291684E-16
6278.74930050361  2.307598E-16
6281.79071068828  2.232730E-16
6284.83212087294  2.149605E-16
6287.87353105761  2.102327E-16
6290.91494124228  2.112583E-16
6293.95635142694  2.044532E-16
6296.99776161161  2.149352E-16
6300.03917179628  2.146012E-16
6303.08058198095  2.095284E-16
6306.12199216561  2.129077E-16
6309.16340235028  2.097455E-16
6312.20481253495  2.011069E-16
6315.24622271961  2.042455E-16
6318.28763290428  1.972436E-16
6321.32904308895  1.994741E-16
6324.37045327361  2.128004E-16
6327.41186345828  1.972479E-16
6330.45327364295  2.002542E-16
6333.49468382761  2.006354E-16
6336.53609401228  1.935046E-16
6339.57750419695  2.040307E-16
6342.61891438162  2.142276E-16
6345.66032456628  2.152070E-16
6348.70173475095  2.163178E-16
6351.74314493562  2.193409E-16
6354.78455512028  2.293484E-16
6357.82596530495  2.339860E-16
6360.86737548962  2.488031E-16
6363.90878567429  2.607459E-16
6366.95019585895  2.659732E-16
6369.99160604362  2.769669E-16
6373.03301622829  2.875898E-16
6376.07442641296  2.906405E-16
6379.11583659762  3.001529E-16
6382.15724678229  3.094354E-16
6385.19865696695  3.194949E-16
6388.24006715162  3.142671E-16
6391.28147733629  3.262289E-16
6394.32288752096  3.325929E-16
6397.36429770562  3.540764E-16
6400.40570789029  3.580234E-16
6403.44711807496  3.562547E-16
6406.48852825962  3.672233E-16
6409.52993844429  3.683389E-16
6412.57134862896  3.637121E-16
6415.61275881363  3.663360E-16
6418.65416899829  3.608656E-16
6421.69557918296  3.638842E-16
6424.73698936763  3.643360E-16
6427.77839955229  3.538458E-16
6430.81980973696  3.532247E-16
6433.86121992163  3.545173E-16
6436.90263010629  3.491036E-16
6439.94404029096  3.640884E-16
6442.98545047563  3.663649E-16
6446.0268606603  3.733856E-16
6449.06827084496  3.595194E-16
6452.10968102963  3.611984E-16
6455.1510912143  3.625061E-16
6458.19250139896  3.631925E-16
6461.23391158363  3.682866E-16
6464.2753217683  3.720178E-16
6467.31673195296  3.851182E-16
6470.35814213763  3.883670E-16
6473.3995523223  3.873471E-16
6476.44096250697  4.059911E-16
6479.48237269163  4.025905E-16
6482.5237828763  4.025580E-16
6485.56519306097  4.129385E-16
6488.60660324563  4.203430E-16
6491.6480134303  4.169506E-16
6494.68942361497  4.420839E-16
6497.73083379963  4.447825E-16
6500.7722439843  4.444004E-16
6503.81365416897  4.419051E-16
6506.85506435363  4.582665E-16
6509.8964745383  4.633808E-16
6512.93788472297  4.586658E-16
6515.97929490764  4.653414E-16
6519.0207050923  4.691602E-16
6522.06211527697  4.835127E-16
6525.10352546164  4.893999E-16
6528.1449356463  4.965932E-16
6531.18634583097  4.966206E-16
6534.22775601564  5.064245E-16
6537.2691662003  5.233169E-16
6540.31057638497  5.264228E-16
6543.35198656964  5.281872E-16
6546.39339675431  5.391779E-16
6549.43480693897  5.485382E-16
6552.47621712364  5.519861E-16
6555.51762730831  5.549800E-16
6558.55903749297  5.552263E-16
6561.60044767764  5.682399E-16
6564.64185786231  5.752038E-16
6567.68326804697  5.815542E-16
6570.72467823164  5.778912E-16
6573.76608841631  5.895127E-16
6576.80749860098  5.959768E-16
6579.84890878564  5.887922E-16
6582.89031897031  5.941636E-16
6585.93172915498  5.911475E-16
6588.97313933964  5.880995E-16
6592.01454952431  5.859356E-16
6595.05595970898  5.754762E-16
6598.09736989364  5.710613E-16
6601.13878007831  5.778723E-16
6604.18019026298  5.780357E-16
6607.22160044764  5.744572E-16
6610.26301063231  5.778334E-16
6613.30442081698  5.783762E-16
6616.34583100165  5.707844E-16
6619.38724118631  5.784624E-16
6622.42865137098  5.762241E-16
6625.47006155565  5.791585E-16
6628.51147174032  5.785032E-16
6631.55288192498  5.806534E-16
6634.59429210965  5.678554E-16
6637.63570229432  5.695097E-16
6640.67711247898  5.811746E-16
6643.71852266365  5.712863E-16
6646.75993284831  5.876357E-16
6649.80134303298  5.902456E-16
6652.84275321765  5.834321E-16
6655.88416340232  5.978038E-16
6658.92557358699  5.897654E-16
6661.96698377165  5.797416E-16
6665.00839395632  5.819677E-16
6668.04980414099  5.762535E-16
6671.09121432565  5.860716E-16
6674.13262451032  5.878525E-16
6677.17403469499  5.770439E-16
6680.21544487965  5.741171E-16
6683.25685506432  5.727005E-16
6686.29826524899  5.677174E-16
6689.33967543365  5.594895E-16
6692.38108561832  5.549190E-16
6695.42249580299  5.542555E-16
6698.46390598766  5.533762E-16
6701.50531617232  5.654552E-16
6704.54672635699  5.573019E-16
6707.58813654166  5.550001E-16
6710.62954672632  5.487367E-16
6713.67095691099  5.421447E-16
6716.71236709566  5.410263E-16
6719.75377728032  5.422893E-16
6722.79518746499  5.341381E-16
6725.83659764966  5.215349E-16
6728.87800783433  5.224913E-16
6731.91941801899  5.252080E-16
6734.96082820366  5.203141E-16
6738.00223838833  4.981725E-16
6741.04364857299  5.078777E-16
6744.08505875766  5.047825E-16
6747.12646894233  4.945473E-16
6750.16787912699  4.935394E-16
6753.20928931166  4.897741E-16
6756.25069949633  4.676827E-16
6759.29210968099  4.713338E-16
6762.33351986566  4.731050E-16
6765.37493005033  4.637990E-16
6768.416340235  4.452973E-16
6771.45775041966  4.428276E-16
6774.49916060433  4.292243E-16
6777.540570789  4.328783E-16
6780.58198097366  4.164629E-16
6783.62339115833  4.172053E-16
6786.664801343  4.055741E-16
6789.70621152767  4.067074E-16
6792.74762171233  4.009865E-16
6795.789031897  3.951511E-16
6798.83044208167  3.894632E-16
6801.87185226633  3.732140E-16
6804.913262451  3.627693E-16
6807.95467263567  3.555815E-16
6810.99608282034  3.556478E-16
6814.037493005  3.526389E-16
6817.07890318967  3.395827E-16
6820.12031337434  3.313140E-16
6823.161723559  3.414197E-16
6826.20313374367  3.376180E-16
6829.24454392834  3.363149E-16
6832.285954113  3.222577E-16
6835.32736429767  3.207096E-16
6838.36877448234  3.277458E-16
6841.410184667  3.177901E-16
6844.45159485167  3.189266E-16
6847.49300503634  3.150467E-16
6850.53441522101  3.131622E-16
6853.57582540567  3.125133E-16
6856.61723559034  3.194947E-16
6859.65864577501  3.184535E-16
6862.70005595967  3.091008E-16
6865.74146614434  2.826518E-16
6868.78287632901  2.847244E-16
6871.82428651368  3.170988E-16
6874.86569669834  3.195575E-16
6877.90710688301  3.192207E-16
6880.94851706768  3.299208E-16
6883.98992725234  3.090456E-16
6887.03133743701  3.017041E-16
6890.07274762168  3.092230E-16
6893.11415780634  3.046433E-16
6896.15556799101  3.039840E-16
6899.19697817568  3.041154E-16
6902.23838836035  3.193848E-16
6905.27979854501  3.100808E-16
6908.32120872968  3.133140E-16
6911.36261891434  3.141607E-16
6914.40402909901  3.052180E-16
6917.44543928368  3.071606E-16
6920.48684946835  3.037377E-16
6923.52825965301  3.167453E-16
6926.56966983768  3.181604E-16
6929.61108002235  3.176526E-16
6932.65249020701  3.159893E-16
6935.69390039168  3.147490E-16
6938.73531057635  3.030919E-16
6941.77672076102  3.094649E-16
6944.81813094568  3.181494E-16
6947.85954113035  3.040982E-16
6950.90095131502  2.967994E-16
6953.94236149968  3.043364E-16
6956.98377168435  3.014259E-16
6960.02518186902  3.063272E-16
6963.06659205369  2.972344E-16
6966.10800223835  3.015730E-16
6969.14941242302  2.981317E-16
6972.19082260769  3.059244E-16
6975.23223279235  2.950173E-16
6978.27364297702  2.882036E-16
6981.31505316169  2.924384E-16
6984.35646334635  2.957761E-16
6987.39787353102  2.964375E-16
6990.43928371569  2.968743E-16
6993.48069390036  2.991797E-16
6996.52210408502  2.881562E-16
6999.56351426969  2.949765E-16
7002.60492445436  2.949660E-16
7005.64633463902  2.891446E-16
7008.68774482369  3.006286E-16
7011.72915500836  2.768769E-16
7014.77056519302  2.814440E-16
7017.81197537769  2.883579E-16
7020.85338556236  2.767044E-16
7023.89479574702  2.821171E-16
7026.93620593169  2.803096E-16
7029.97761611636  2.818593E-16
7033.01902630103  2.846268E-16
7036.06043648569  2.875540E-16
7039.10184667036  2.813905E-16
7042.14325685503  2.769891E-16
7045.18466703969  2.745466E-16
7048.22607722436  2.837116E-16
7051.26748740903  2.847244E-16
7054.3088975937  2.773043E-16
7057.35030777836  2.776863E-16
7060.39171796303  2.754405E-16
7063.4331281477  2.797543E-16
7066.47453833236  2.918417E-16
7069.51594851703  2.841853E-16
7072.5573587017  2.788077E-16
7075.59876888636  2.800289E-16
7078.64017907103  2.859879E-16
7081.6815892557  2.948448E-16
7084.72299944037  2.824960E-16
7087.76440962503  2.934187E-16
7090.8058198097  2.948221E-16
7093.84722999437  2.917459E-16
7096.88864017904  2.929764E-16
7099.9300503637  2.985960E-16
7102.97146054837  2.898825E-16
7106.01287073303  3.041922E-16
7109.0542809177  3.050785E-16
7112.09569110237  2.867697E-16
7115.13710128703  2.853715E-16
7118.1785114717  2.918042E-16
7121.21992165637  2.847009E-16
7124.26133184104  2.838392E-16
7127.3027420257  2.844351E-16
7130.34415221037  2.798533E-16
7133.38556239504  2.833067E-16
7136.4269725797  2.870960E-16
7139.46838276437  2.912226E-16
7142.50979294904  2.912664E-16
7145.55120313371  2.993535E-16
7148.59261331837  2.892802E-16
7151.63402350304  2.925692E-16
7154.67543368771  2.939248E-16
7157.71684387237  2.924757E-16
7160.75825405704  2.905673E-16
7163.79966424171  2.844230E-16
7166.84107442637  2.729640E-16
7169.88248461104  2.797140E-16
7172.92389479571  2.779072E-16
7175.96530498038  2.856496E-16
7179.00671516504  2.802936E-16
7182.04812534971  2.639435E-16
7185.08953553438  2.699986E-16
7188.13094571904  2.756069E-16
7191.17235590371  2.717774E-16
7194.21376608838  2.778714E-16
7197.25517627304  2.694891E-16
7200.29658645771  2.748905E-16
7203.33799664238  2.634577E-16
7206.37940682705  2.768740E-16
7209.42081701171  2.778973E-16
7212.46222719638  2.612633E-16
7215.50363738105  2.620134E-16
7218.54504756571  2.576867E-16
7221.58645775038  2.495417E-16
7224.62786793505  2.537906E-16
7227.66927811972  2.553185E-16
7230.71068830438  2.476362E-16
7233.75209848905  2.585779E-16
7236.79350867372  2.538617E-16
7239.83491885838  2.462465E-16
7242.87632904305  2.627231E-16
7245.91773922772  2.636904E-16
7248.95914941238  2.570269E-16
7252.00055959705  2.567905E-16
7255.04196978172  2.640990E-16
7258.08337996638  2.602477E-16
7261.12479015105  2.579011E-16
7264.16620033572  2.519710E-16
7267.20761052038  2.576228E-16
7270.24902070505  2.542316E-16
7273.29043088972  2.465485E-16
7276.33184107439  2.489265E-16
7279.37325125905  2.641910E-16
7282.41466144372  2.684511E-16
7285.45607162839  2.405699E-16
7288.49748181305  2.349046E-16
7291.53889199772  2.425020E-16
7294.58030218239  2.473548E-16
7297.62171236706  2.432738E-16
7300.66312255172  2.413111E-16
7303.70453273639  2.443762E-16
7306.74594292106  2.412881E-16
7309.78735310572  2.418777E-16
7312.82876329039  2.486766E-16
7315.87017347506  2.551206E-16
7318.91158365973  2.505637E-16
7321.95299384439  2.546274E-16
7324.99440402906  2.398203E-16
7328.03581421373  2.494483E-16
7331.07722439839  2.635460E-16
7334.11863458306  2.583424E-16
7337.16004476773  2.631962E-16
7340.20145495239  2.603834E-16
7343.24286513706  2.712486E-16
7346.28427532173  2.742216E-16
7349.3256855064  2.781350E-16
7352.36709569106  2.770354E-16
7355.40850587573  2.788539E-16
7358.4499160604  2.828758E-16
7361.49132624506  2.782384E-16
7364.53273642973  2.765504E-16
7367.5741466144  2.848905E-16
7370.61555679906  2.890782E-16
7373.65696698373  2.918837E-16
7376.6983771684  2.979381E-16
7379.73978735307  2.899729E-16
7382.78119753773  2.951121E-16
7385.8226077224  2.934881E-16
7388.86401790707  3.007062E-16
7391.90542809173  3.051036E-16
7394.9468382764  2.954911E-16
7397.98824846107  3.022178E-16
7401.02965864573  2.979292E-16
7404.0710688304  2.900481E-16
7407.11247901507  2.949111E-16
7410.15388919974  2.938266E-16
7413.1952993844  2.936313E-16
7416.23670956907  2.889516E-16
7419.27811975374  2.807851E-16
7422.3195299384  2.898772E-16
7425.36094012307  2.870823E-16
7428.40235030774  2.759251E-16
7431.44376049241  2.807021E-16
7434.48517067707  2.847942E-16
7437.52658086174  2.839694E-16
7440.56799104641  2.697812E-16
7443.60940123107  2.642292E-16
7446.65081141574  2.657216E-16
7449.69222160041  2.655159E-16
7452.73363178507  2.601346E-16
7455.77504196974  2.576575E-16
7458.81645215441  2.629223E-16
7461.85786233907  2.508690E-16
7464.89927252374  2.489374E-16
7467.94068270841  2.573617E-16
7470.98209289308  2.549576E-16
7474.02350307774  2.582760E-16
7477.06491326241  2.546313E-16
7480.10632344707  2.541548E-16
7483.14773363174  2.549196E-16
7486.18914381641  2.646412E-16
7489.23055400108  2.618157E-16
7492.27196418574  2.682112E-16
7495.31337437041  2.673964E-16
7498.35478455508  2.805000E-16
7501.39619473974  2.808299E-16
7504.43760492441  2.763362E-16
7507.47901510908  2.691499E-16
7510.52042529375  2.722249E-16
7513.56183547841  2.756739E-16
7516.60324566308  2.748717E-16
7519.64465584775  2.741452E-16
7522.68606603241  2.738251E-16
7525.72747621708  2.704789E-16
7528.76888640175  2.815409E-16
7531.81029658641  2.871792E-16
7534.85170677108  2.840317E-16
7537.89311695575  2.839603E-16
7540.93452714042  2.855206E-16
7543.97593732508  2.794526E-16
7547.01734750975  2.912140E-16
7550.05875769442  2.911038E-16
7553.10016787908  2.955084E-16
7556.14157806375  2.921047E-16
7559.18298824842  2.982606E-16
7562.22439843308  2.969090E-16
7565.26580861775  2.962994E-16
7568.30721880242  2.949442E-16
7571.34862898709  3.054838E-16
7574.39003917175  3.082301E-16
7577.43144935642  2.948707E-16
7580.47285954109  3.009399E-16
7583.51426972575  2.951568E-16
7586.55567991042  3.021350E-16
7589.59709009509  2.874098E-16
7592.63850027975  2.516921E-16
7595.67991046442  2.112814E-16
7598.72132064909  2.211992E-16
7601.76273083376  2.183422E-16
7604.80414101842  2.422205E-16
7607.84555120309  2.950509E-16
7610.88696138776  3.300728E-16
7613.92837157242  3.320558E-16
7616.96978175709  3.375565E-16
7620.01119194176  2.728976E-16
7623.05260212642  2.424597E-16
7626.09401231109  2.665519E-16
7629.13542249576  2.855969E-16
7632.17683268043  2.691945E-16
7635.21824286509  2.685854E-16
7638.25965304976  2.754010E-16
7641.30106323443  2.594481E-16
7644.3424734191  2.513485E-16
7647.38388360376  2.637254E-16
7650.42529378843  2.622546E-16
7653.4667039731  2.628252E-16
7656.50811415776  2.599159E-16
7659.54952434243  2.454649E-16
7662.5909345271  2.537851E-16
7665.63234471176  2.379376E-16
7668.67375489643  2.303080E-16
7671.7151650811  2.469579E-16
7674.75657526576  2.379107E-16
7677.79798545043  2.198498E-16
7680.8393956351  2.219907E-16
7683.88080581977  2.232581E-16
7686.92221600443  2.157179E-16
7689.9636261891  2.126051E-16
7693.00503637377  2.091527E-16
7696.04644655843  2.027583E-16
7699.0878567431  1.943670E-16
7702.12926692777  1.993770E-16
7705.17067711243  2.012851E-16
7708.2120872971  2.004359E-16
7711.25349748177  2.058964E-16
7714.29490766644  2.058787E-16
7717.3363178511  2.001242E-16
7720.37772803577  2.068361E-16
7723.41913822044  2.121512E-16
7726.4605484051  2.169487E-16
7729.50195858977  2.165295E-16
7732.54336877444  2.301573E-16
7735.5847789591  2.314816E-16
7738.62618914377  2.368577E-16
7741.66759932844  2.497254E-16
7744.7090095131  2.498602E-16
7747.75041969777  2.693030E-16
7750.79182988244  2.555925E-16
7753.83324006711  2.625587E-16
7756.87465025177  2.668902E-16
7759.91606043644  2.568409E-16
7762.95747062111  2.648004E-16
7765.99888080577  2.689073E-16
7769.04029099044  2.856555E-16
7772.08170117511  2.602194E-16
7775.12311135978  2.705397E-16
7778.16452154444  2.789797E-16
7781.20593172911  2.929219E-16
7784.24734191378  2.978190E-16
7787.28875209844  2.981497E-16
7790.33016228311  3.038216E-16
7793.37157246778  3.040122E-16
7796.41298265245  3.016174E-16
7799.45439283711  3.052989E-16
7802.49580302178  3.051848E-16
7805.53721320645  3.080188E-16
7808.57862339111  3.070812E-16
7811.62003357578  3.129984E-16
7814.66144376045  3.103082E-16
7817.70285394511  3.125980E-16
7820.74426412978  3.151509E-16
7823.78567431445  2.993911E-16
7826.82708449911  3.066580E-16
7829.86849468378  3.096216E-16
7832.90990486845  3.204499E-16
7835.95131505311  3.306163E-16
7838.99272523778  3.153397E-16
7842.03413542245  3.069233E-16
7845.07554560712  3.094831E-16
7848.11695579178  3.203075E-16
7851.15836597645  3.098331E-16
7854.19977616112  2.971925E-16
7857.24118634579  3.265026E-16
7860.28259653045  3.188284E-16
7863.32400671512  3.002515E-16
7866.36541689979  3.154213E-16
7869.40682708445  3.153002E-16
7872.44823726912  3.205119E-16
7875.48964745379  3.124501E-16
7878.53105763845  3.045477E-16
7881.57246782312  3.004667E-16
7884.61387800779  3.061179E-16
7887.65528819245  3.058257E-16
7890.69669837712  3.157546E-16
7893.73810856179  3.216270E-16
7896.77951874645  3.187775E-16
7899.82092893112  2.999570E-16
7902.86233911579  2.986507E-16
7905.90374930046  3.005290E-16
7908.94515948512  3.115634E-16
7911.98656966979  3.132164E-16
7915.02797985446  2.987583E-16
7918.06939003912  2.880645E-16
7921.11080022379  3.048141E-16
7924.15221040846  2.965143E-16
7927.19362059313  2.784554E-16
7930.23503077779  2.989420E-16
7933.27644096246  2.895614E-16
7936.31785114713  2.855427E-16
7939.35926133179  2.920614E-16
7942.40067151646  3.015052E-16
7945.44208170113  2.840000E-16
7948.48349188579  2.840846E-16
7951.52490207046  2.967061E-16
7954.56631225513  2.819489E-16
7957.60772243979  2.886026E-16
7960.64913262446  2.874810E-16
7963.69054280913  2.806632E-16
7966.7319529938  2.874067E-16
7969.77336317846  2.605381E-16
7972.81477336313  2.589048E-16
7975.8561835478  2.736037E-16
7978.89759373247  2.553016E-16
7981.93900391713  2.616856E-16
7984.9804141018  2.608271E-16
7988.02182428647  2.483317E-16
7991.06323447113  2.624756E-16
7994.1046446558  2.667603E-16
7997.14605484047  2.526888E-16
8000.18746502513  2.398748E-16
8003.2288752098  2.393441E-16
8006.27028539447  2.409463E-16
8009.31169557913  2.339963E-16
8012.3531057638  2.324957E-16
8015.39451594847  2.501899E-16
8018.43592613314  2.387840E-16
8021.4773363178  2.195372E-16
8024.51874650247  2.151197E-16
8027.56015668714  2.414876E-16
8030.6015668718  2.383261E-16
8033.64297705647  2.283853E-16
8036.68438724114  2.276673E-16
8039.72579742581  2.190143E-16
8042.76720761047  2.194912E-16
8045.80861779514  2.238777E-16
8048.85002797981  2.135868E-16
8051.89143816447  2.185502E-16
8054.93284834914  2.165598E-16
8057.97425853381  2.079954E-16
8061.01566871847  2.014089E-16
8064.05707890314  2.159097E-16
8067.09848908781  2.094518E-16
8070.13989927247  2.050231E-16
8073.18130945714  2.116647E-16
8076.22271964181  2.173377E-16
8079.26412982648  2.221389E-16
8082.30554001114  2.123809E-16
8085.34695019581  2.149597E-16
8088.38836038048  2.018334E-16
8091.42977056514  2.090636E-16
8094.47118074981  1.991469E-16
8097.51259093448  1.924436E-16
8100.55400111914  2.045387E-16
8103.59541130381  1.984065E-16
8106.63682148848  1.928846E-16
8109.67823167315  1.951251E-16
8112.71964185781  2.011178E-16
8115.76105204248  2.085770E-16
8118.80246222715  2.038711E-16
8121.84387241181  1.916799E-16
8124.88528259648  2.021948E-16
8127.92669278115  1.960036E-16
8130.96810296582  1.939055E-16
8134.00951315048  1.942389E-16
8137.05092333515  1.894005E-16
8140.09233351981  1.940957E-16
8143.13374370448  1.903612E-16
8146.17515388915  1.854344E-16
8149.21656407382  2.001791E-16
8152.25797425848  1.879253E-16
8155.29938444315  1.849843E-16
8158.34079462782  1.881055E-16
8161.38220481248  1.764186E-16
8164.42361499715  1.801587E-16
8167.46502518182  1.942529E-16
8170.50643536649  1.767597E-16
8173.54784555115  1.777546E-16
8176.58925573582  1.663423E-16
8179.63066592049  1.847942E-16
8182.67207610515  1.902966E-16
8185.71348628982  1.640922E-16
8188.75489647449  1.769839E-16
8191.79630665916  1.897542E-16
8194.83771684382  1.662617E-16
8197.87912702849  1.745024E-16
8200.92053721315  1.845793E-16
8203.96194739782  1.747951E-16
8207.00335758249  1.722748E-16
8210.04476776715  1.691299E-16
8213.08617795182  1.718383E-16
8216.12758813649  1.716734E-16
8219.16899832116  1.835481E-16
8222.21040850582  1.861365E-16
8225.25181869049  1.748443E-16
8228.29322887516  1.729297E-16
8231.33463905983  1.953185E-16
8234.37604924449  1.828152E-16
8237.41745942916  1.753632E-16
8240.45886961383  1.676283E-16
8243.50027979849  1.775467E-16
8246.54168998316  1.843549E-16
8249.58310016783  1.712555E-16
8252.62451035249  1.611996E-16
8255.66592053716  1.652898E-16
8258.70733072183  1.729956E-16
8261.7487409065  1.812298E-16
8264.79015109116  1.682826E-16
8267.83156127583  1.760094E-16
8270.8729714605  1.760892E-16
8273.91438164516  1.793568E-16
8276.95579182983  1.773305E-16
8279.9972020145  1.809967E-16
8283.03861219917  1.730995E-16
8286.08002238383  1.708030E-16
8289.1214325685  1.804290E-16
8292.16284275317  1.644151E-16
8295.20425293783  1.634380E-16
8298.2456631225  1.659198E-16
8301.28707330717  1.664893E-16
8304.32848349183  1.572248E-16
8307.3698936765  1.577657E-16
8310.41130386117  1.576811E-16
8313.45271404583  1.482047E-16
8316.4941242305  1.456617E-16
8319.53553441517  1.533898E-16
8322.57694459983  1.586148E-16
8325.6183547845  1.564363E-16
8328.65976496917  1.462619E-16
8331.70117515384  1.378745E-16
8334.7425853385  1.454495E-16
8337.78399552317  1.539840E-16
8340.82540570784  1.320751E-16
8343.8668158925  1.402759E-16
8346.90822607717  1.377516E-16
8349.94963626184  1.367264E-16
8352.99104644651  1.333684E-16
8356.03245663117  1.270315E-16
8359.07386681584  1.274090E-16
8362.11527700051  1.291949E-16
8365.15668718517  1.166658E-16
8368.19809736984  1.165731E-16
8371.23950755451  1.192612E-16
8374.28091773918  1.236084E-16
8377.32232792384  1.327058E-16
8380.36373810851  1.292476E-16
8383.40514829318  1.203652E-16
8386.44655847784  1.106574E-16
8389.48796866251  1.137922E-16
8392.52937884718  1.243996E-16
8395.57078903185  1.206891E-16
8398.61219921651  1.136499E-16
8401.65360940118  1.018311E-16
8404.69501958584  1.138991E-16
8407.73642977051  1.170249E-16
8410.77783995518  1.143169E-16
8413.81925013985  1.110274E-16
8416.86066032451  1.140162E-16
8419.90207050918  1.023970E-16
8422.94348069385  1.069680E-16
8425.98489087851  9.147544E-17
8429.02630106318  1.029178E-16
8432.06771124785  8.412328E-17
8435.10912143251  9.658601E-17
8438.15053161718  9.956917E-17
8441.19194180185  8.848942E-17
8444.23335198652  8.318552E-17
8447.27476217118  9.534682E-17
8450.31617235585  9.491947E-17
8453.35758254052  8.656333E-17
8456.39899272518  8.405613E-17
8459.44040290985  9.411226E-17
8462.48181309452  8.503794E-17
8465.52322327918  7.793834E-17
8468.56463346385  7.031290E-17
8471.60604364852  6.888869E-17
8474.64745383319  7.522482E-17
8477.68886401785  8.180275E-17
8480.73027420252  7.557055E-17
8483.77168438719  7.261409E-17
8486.81309457185  8.060213E-17
8489.85450475652  7.430951E-17
8492.89591494119  7.135852E-17
8495.93732512586  7.630654E-17
8498.97873531052  8.247015E-17
8502.02014549519  6.704344E-17
8505.06155567986  7.234179E-17
8508.10296586452  8.261402E-17
8511.14437604919  8.869375E-17
8514.18578623386  8.844076E-17
8517.22719641852  9.239762E-17
8520.26860660319  8.901587E-17
8523.31001678786  8.398267E-17
8526.35142697253  8.862106E-17
8529.39283715719  9.183573E-17
8532.43424734186  9.058865E-17
8535.47565752653  9.445583E-17
8538.51706771119  8.682745E-17
8541.55847789586  9.719358E-17
8544.59988808053  1.094025E-16
8547.64129826519  9.819123E-17
8550.68270844986  1.160540E-16
8553.72411863453  1.114945E-16
8556.7655288192  1.137274E-16
8559.80693900386  1.188326E-16
8562.84834918853  1.254848E-16
8565.8897593732  1.176043E-16
8568.93116955786  1.183566E-16
8571.97257974253  1.145484E-16
8575.0139899272  1.148396E-16
8578.05540011186  1.172050E-16
8581.09681029653  1.112013E-16
8584.1382204812  1.234175E-16
8587.17963066587  1.224314E-16
8590.22104085053  1.198449E-16
8593.2624510352  1.193888E-16
8596.30386121986  1.362120E-16
8599.34527140453  1.326381E-16
8602.3866815892  1.273236E-16
8605.42809177387  1.177799E-16
8608.46950195853  1.206597E-16
8611.5109121432  1.325518E-16
8614.55232232787  1.334308E-16
8617.59373251254  1.405451E-16
