@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.263
@SPECTRUM spectrum_05D1hk_1072.dat
@SN-NAME 05D1hk
       8519.110            0.02410        0.00815
       8534.110            0.04264        0.00964
       8549.110            0.01924        0.00866
       8564.110            0.02485        0.00874
       8579.110            0.02375        0.00801
       8594.110            0.03999        0.00953
       8609.110            0.02768        0.00695
       8624.110            0.02787        0.00928
       8639.110            0.01865        0.00856
       8654.110            0.03556        0.00986
       8669.110            0.02993        0.00878
       8684.110            0.02843        0.00865
       8699.110            0.03485        0.00764
       8714.110            0.01420        0.00835
       8729.110            0.02789        0.00759
       8744.110            0.01899        0.00841
       8759.110            0.03098        0.01133
       8774.110            0.04190        0.01654
       8789.110            0.03335        0.01168
       8804.110            0.03453        0.00992
       8819.110            0.04328        0.01088
       8834.110            0.04049        0.01908
       8849.110            0.04492        0.01130
       8864.110            0.06083        0.01235
       8879.110            0.02439        0.01298
