@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.735
@SPECTRUM spectrum_04D1pp_683.dat
@SN-NAME 04D1pp
       8458.080           -0.00011        0.00500
       8473.080           -0.00864        0.00405
       8488.080           -0.00465        0.00367
       8503.080           -0.00665        0.00443
       8518.080           -0.00389        0.00364
       8533.080           -0.00895        0.00323
       8548.080           -0.00651        0.00425
       8563.080           -0.00342        0.00325
       8578.080           -0.00472        0.00321
       8593.080           -0.00470        0.00373
       8608.080           -0.00812        0.00354
       8623.080           -0.00701        0.00589
       8638.080           -0.00025        0.00537
       8653.080           -0.00392        0.00617
       8668.080            0.00106        0.00569
       8683.080           -0.00205        0.00483
       8698.080           -0.00409        0.00374
       8713.080           -0.00569        0.00385
       8728.080            0.00113        0.00345
       8743.080           -0.01212        0.00391
       8758.080            0.00218        0.00525
       8773.080            0.00022        0.00821
       8788.080           -0.00403        0.00558
       8803.080            0.00190        0.00446
       8818.080            0.00392        0.00472
       8833.080           -0.00452        0.00948
       8848.080           -0.01348        0.00541
       8863.080           -0.00018        0.00562
       8878.080            0.00389        0.00597
