@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.690
@SPECTRUM spectrum_05D1ke_1094.dat
@SN-NAME 05D1ke
       8519.120            0.00886        0.00318
       8534.120            0.00657        0.00294
       8549.120            0.00811        0.00331
       8564.120            0.00708        0.00322
       8579.120            0.00804        0.00305
       8594.120            0.01823        0.00363
       8609.120            0.01188        0.00335
       8624.120            0.00635        0.00507
       8639.120            0.01207        0.00452
       8654.120            0.00677        0.00534
       8669.120            0.00842        0.00477
       8684.120            0.01576        0.00436
       8699.120            0.01209        0.00370
       8714.120            0.01720        0.00395
       8729.120            0.01148        0.00355
       8744.120            0.00228        0.00399
       8759.120            0.01595        0.00519
       8774.120            0.01016        0.00746
       8789.120            0.01195        0.00538
       8804.120            0.01493        0.00461
       8819.120            0.00778        0.00513
       8834.120            0.00259        0.00871
       8849.120            0.00927        0.00525
       8864.120           -0.00534        0.00575
       8879.120            0.00830        0.00599
