@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.984
@SPECTRUM spectrum_05D4fe_1000.dat
@SN-NAME 05D4fe
       8473.340            0.00157        0.00214
       8488.340            0.00219        0.00202
       8503.340            0.00106        0.00240
       8518.340            0.00247        0.00190
       8533.340            0.00180        0.00175
       8548.340           -0.00108        0.00231
       8563.340            0.00045        0.00173
       8578.340            0.00226        0.00190
       8593.340            0.00092        0.00181
       8608.340           -0.00197        0.00184
       8623.340            0.00215        0.00275
       8638.340            0.00410        0.00261
       8653.340            0.00088        0.00298
       8668.340            0.00054        0.00262
       8683.340           -0.00036        0.00231
       8698.340           -0.00149        0.00194
       8713.340           -0.00037        0.00204
       8728.340            0.00020        0.00192
       8743.340           -0.00166        0.00210
       8758.340            0.00022        0.00289
       8773.340           -0.00425        0.00434
       8788.340           -0.00021        0.00292
       8803.340           -0.00093        0.00239
       8818.340           -0.00205        0.00263
       8833.340           -0.00155        0.00499
       8848.340            0.00073        0.00285
       8863.340           -0.00263        0.00305
       8878.340            0.00039        0.00325
