@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.515
@SPECTRUM spectrum_04D1pg_684.dat
@SN-NAME 04D1pg
       8533.590            0.00863        0.00327
       8548.590            0.01539        0.00401
       8563.590            0.01265        0.00345
       8578.590            0.01090        0.00324
       8593.590            0.00890        0.00381
       8608.590            0.00891        0.00369
       8623.590            0.01543        0.00649
       8638.590            0.00183        0.00566
       8653.590            0.01701        0.00669
       8668.590            0.00846        0.00605
       8683.590            0.01925        0.00503
       8698.590            0.01065        0.00381
       8713.590            0.00755        0.00384
       8728.590            0.00990        0.00343
       8743.590            0.00776        0.00392
       8758.590            0.00451        0.00575
       8773.590            0.01679        0.00868
       8788.590            0.01545        0.00571
       8803.590            0.00535        0.00444
       8818.590            0.00926        0.00496
       8833.590            0.00264        0.00967
       8848.590            0.00564        0.00550
       8863.590            0.00929        0.00585
       8878.590            0.00460        0.00623
