OBJECT  = 'PS1-10afx' / Name of the object observed                
OBSERVER= 'Quimby,Oguri,Moriya' 
TELESCOP= 'Keck I  '                                                            
SLITNAME= 'long_1.0' / 1.0 arcsec wide slit                                             
DICHNAME= '560     '                                                            
GRISNAME= '400/3400'                                                            
GRANAME = '400/8500'                                                            
GRANGLE =          25.87923241                                                  
WAVELEN =        7848.05908203                                                  
REDFILT = 'Clear   '                                                            
UTC     = '06:01:33.76'                                                         
MJD-OBS = '56542.251085'                                                        
ST      = '18:45:35.99'                                                         
DATE-OBS= '2013-09-07'                                                          
AIRMASS =           1.25 / Median over observation
RA      = '22:11:24.162'                                                         
DEC     = '+00:09:43.49'                                                         
EQUINOX =        2000.00000000                                                  
TOTEXPB = 22022.0 / seconds total exposure (blue channel)
TOTEXPR = 22876.3 / seconds total exposure (red channel)
DATE_BEG= '2013-09-07T06:01:33' / start of the first exposure
DATE_END= '2013-09-07T13:42:21' / end of the last exposure
REDUCEBY= Quimby

#     wav (A)    flux (flam)      eflux           skyflux
      6615.89   6.2628902e-19   3.7254629e-19   1.9816506e-17
      6616.89   6.3523550e-19   3.6936336e-19   1.9485393e-17
      6617.89   6.7788149e-19   3.7363440e-19   1.9904567e-17
      6618.89   5.5829766e-19   3.7154487e-19   1.9739159e-17
      6619.89   5.3216218e-19   3.7052992e-19   1.9593587e-17
      6620.89   3.6115675e-19   3.7376314e-19   2.0019011e-17
      6621.89   4.2593413e-19   3.7439318e-19   2.0088844e-17
      6622.89   6.0268134e-19   3.7519848e-19   2.0259641e-17
      6623.89   2.2349292e-19   3.7959540e-19   2.0859118e-17
      6624.89   4.2496823e-19   3.8729429e-19   2.1755140e-17
      6625.89   3.7919128e-19   3.8621028e-19   2.1722126e-17
      6626.89   6.1943616e-19   3.9431343e-19   2.2737697e-17
      6627.89   5.5725601e-19   3.9208184e-19   2.2516056e-17
      6628.89   5.2384674e-19   3.9281875e-19   2.2606856e-17
      6629.89   5.3769050e-19   3.9546409e-19   2.3045689e-17
      6630.89   6.1849401e-19   3.9590239e-19   2.3073963e-17
      6631.89   5.1610407e-19   3.9797526e-19   2.3463208e-17
      6632.89   4.6894351e-19   4.0473784e-19   2.4288226e-17
      6633.89   3.5194976e-19   4.0282038e-19   2.4117988e-17
      6634.89   7.4974583e-19   4.0287365e-19   2.4068449e-17
      6635.89   5.2391968e-19   3.9734438e-19   2.3410214e-17
      6636.89   5.0526893e-19   3.9145707e-19   2.2602041e-17
      6637.89   4.0876894e-19   3.8460446e-19   2.1658843e-17
      6638.89   7.1091647e-19   3.7616782e-19   2.0650820e-17
      6639.89   5.0338781e-19   3.7585382e-19   2.0524083e-17
      6640.89   4.8462236e-19   3.7339398e-19   2.0283869e-17
      6641.89   8.0293341e-19   3.7032158e-19   1.9864599e-17
      6642.89   2.0560500e-19   3.6873799e-19   1.9776350e-17
      6643.89   5.2581081e-19   3.6740144e-19   1.9538988e-17
      6644.89   7.5027096e-19   3.6764561e-19   1.9607116e-17
      6645.89   4.0383998e-19   3.6860117e-19   1.9762482e-17
      6646.89   3.8499988e-19   3.6951445e-19   1.9869971e-17
      6647.89   5.6926426e-19   3.6749143e-19   1.9669078e-17
      6648.89   7.3394020e-19   3.6940235e-19   1.9872835e-17
      6649.89   5.4866122e-19   3.7241963e-19   2.0293931e-17
      6650.89   3.4728105e-19   3.7091008e-19   2.0096967e-17
      6651.89   3.9805464e-19   3.7117015e-19   2.0205169e-17
      6652.89   3.7727074e-19   3.7160647e-19   2.0228113e-17
      6653.89   5.0239836e-19   3.7164412e-19   2.0276876e-17
      6654.89   6.9807138e-19   3.6769299e-19   1.9783977e-17
      6655.89   3.3710331e-19   3.7330194e-19   2.0531233e-17
      6656.89   3.8955503e-19   3.7031138e-19   2.0203298e-17
      6657.89   5.2754784e-19   3.7117375e-19   2.0246199e-17
      6658.89   5.8025597e-19   3.7066984e-19   2.0275869e-17
      6659.89   7.3396921e-19   3.7503071e-19   2.0768350e-17
      6660.89   5.2931220e-19   3.7459362e-19   2.0761462e-17
      6661.89   5.4132215e-19   3.7402897e-19   2.0702818e-17
      6662.89   4.7180574e-19   3.7657330e-19   2.1085102e-17
      6663.89   2.4112988e-19   3.7712078e-19   2.1131572e-17
      6664.89   3.7543155e-19   3.7803300e-19   2.1338643e-17
      6665.89   4.8396358e-19   3.8133938e-19   2.1721729e-17
      6666.89   5.8424882e-19   3.7839731e-19   2.1379049e-17
      6667.89   2.1234400e-19   3.7896000e-19   2.1493073e-17
      6668.89   1.2010907e-19   3.8076673e-19   2.1718689e-17
      6669.89   3.8688874e-19   3.7143038e-19   2.0581135e-17
      6670.89   1.5611823e-19   3.7006955e-19   2.0341830e-17
      6671.89  -4.4151582e-20   3.6843285e-19   2.0212881e-17
      6672.89   3.5841594e-19   3.6622311e-19   1.9854961e-17
      6673.89   3.8081333e-19   3.6360350e-19   1.9583260e-17
      6674.89   2.6876234e-19   3.6354553e-19   1.9557614e-17
      6675.89   8.8436671e-20   3.6366153e-19   1.9649724e-17
      6676.89   3.4238454e-19   3.6200091e-19   1.9434465e-17
      6677.89   6.7381814e-19   3.6308462e-19   1.9517932e-17
      6678.89   5.1718314e-19   3.6454268e-19   1.9785548e-17
      6679.89   6.4948956e-19   3.6666421e-19   2.0024402e-17
      6680.89   6.9526516e-19   3.6516032e-19   1.9865124e-17
      6681.89   4.0051860e-19   3.6713307e-19   2.0137482e-17
      6682.89   3.2961201e-19   3.6690067e-19   2.0142131e-17
      6683.89   1.7448893e-19   3.6765741e-19   2.0221300e-17
      6684.89   4.7415491e-19   3.6851206e-19   2.0382187e-17
      6685.89   4.1399248e-19   3.6842855e-19   2.0319127e-17
      6686.89   1.8181998e-19   3.6661547e-19   2.0185429e-17
      6687.89   3.3873774e-19   3.6590297e-19   2.0069924e-17
      6688.89   3.1109359e-19   3.6572108e-19   2.0095819e-17
      6689.89   3.0962273e-19   3.6688500e-19   2.0235487e-17
      6690.89   1.7247749e-19   3.6584384e-19   2.0096938e-17
      6691.89   1.1359850e-19   3.6736023e-19   2.0367309e-17
      6692.89   2.7343120e-19   3.7269797e-19   2.0991435e-17
      6693.89   5.6383988e-19   3.7741496e-19   2.1654997e-17
      6694.89   3.5096327e-19   3.8333020e-19   2.2469640e-17
      6695.89   3.5600902e-19   3.9594112e-19   2.4277639e-17
      6696.89   6.6627363e-19   4.1145445e-19   2.6406329e-17
      6697.89   4.3191135e-19   4.3954575e-19   3.0774657e-17
      6698.89   7.5590445e-19   4.7164878e-19   3.5885165e-17
      6699.89   8.0961673e-19   4.9357516e-19   3.9728049e-17
      6700.89   5.9621755e-19   5.1042392e-19   4.2748654e-17
      6701.89   3.5891639e-19   5.2508704e-19   4.5518754e-17
      6702.89   6.1477812e-19   5.1642646e-19   4.3985094e-17
      6703.89   6.0016184e-19   5.0581926e-19   4.1953185e-17
      6704.89   6.0708395e-19   4.7614719e-19   3.6905213e-17
      6705.89   8.4053253e-19   4.5020554e-19   3.2534153e-17
      6706.89   6.8292434e-19   4.1795966e-19   2.7621176e-17
      6707.89   4.4329453e-19   3.9666447e-19   2.4535752e-17
      6708.89   6.9826806e-19   3.7769255e-19   2.1984421e-17
      6709.89   5.0597849e-19   3.7160233e-19   2.1141876e-17
      6710.89   4.6037965e-19   3.7066468e-19   2.1033136e-17
      6711.89   5.1352224e-19   3.6796944e-19   2.0735326e-17
      6712.89   5.3609970e-19   3.6941576e-19   2.0865883e-17
      6713.89   6.1248352e-19   3.6484467e-19   2.0376084e-17
      6714.89   3.3874856e-19   3.6776610e-19   2.0746007e-17
      6715.89   4.9063633e-19   3.7025649e-19   2.1068498e-17
      6716.89   5.9883879e-19   3.6956089e-19   2.0939931e-17
      6717.89   2.2311861e-19   3.6818561e-19   2.0872875e-17
      6718.89   7.5687716e-19   3.6762142e-19   2.0734606e-17
      6719.89   8.4339541e-19   3.6792182e-19   2.0798177e-17
      6720.89   5.0127539e-19   3.6011301e-19   1.9849802e-17
      6721.89   7.6826653e-19   3.6406394e-19   2.0301659e-17
      6722.89   6.1386047e-19   3.5720011e-19   1.9516143e-17
      6723.89   4.6366547e-19   3.5933400e-19   1.9722577e-17
      6724.89   3.9309735e-19   3.6051222e-19   1.9925235e-17
      6725.89   5.3788880e-19   3.5826895e-19   1.9669125e-17
      6726.89   4.2585033e-19   3.6097283e-19   1.9980331e-17
      6727.89   5.1566674e-19   3.5999897e-19   1.9882443e-17
      6728.89   3.1383338e-19   3.6034588e-19   1.9994434e-17
      6729.89   2.9910916e-19   3.6116827e-19   2.0065473e-17
      6730.89   3.3896072e-19   3.5981317e-19   1.9985395e-17
      6731.89   5.5864031e-19   3.6559128e-19   2.0620169e-17
      6732.89   3.9922406e-19   3.5943891e-19   1.9943114e-17
      6733.89   4.8360904e-19   3.5916872e-19   1.9874251e-17
      6734.89   2.8918902e-19   3.5846478e-19   1.9871434e-17
      6735.89   4.9140805e-19   3.5767026e-19   1.9757673e-17
      6736.89   4.1300338e-19   3.5652994e-19   1.9605158e-17
      6737.89   1.6999532e-19   3.6030814e-19   2.0130161e-17
      6738.89   4.6508503e-19   3.6418660e-19   2.0572734e-17
      6739.89   5.1181726e-19   3.6462176e-19   2.0691523e-17
      6740.89   3.5915980e-19   3.6597231e-19   2.0857076e-17
      6741.89   9.0793567e-19   3.6581833e-19   2.0856398e-17
      6742.89   7.3923369e-19   3.6680324e-19   2.0930547e-17
      6743.89   5.4302694e-19   3.6618402e-19   2.0962292e-17
      6744.89   4.9430898e-19   3.6741700e-19   2.1076177e-17
      6745.89   2.3789962e-19   3.6572482e-19   2.0935190e-17
      6746.89   3.4054900e-19   3.6490083e-19   2.0778404e-17
      6747.89   4.4077464e-19   3.6576979e-19   2.0929491e-17
      6748.89   5.0443936e-19   3.5740776e-19   1.9896573e-17
      6749.89   6.3339505e-19   3.5715424e-19   1.9793074e-17
      6750.89   5.2239085e-19   3.5444812e-19   1.9568584e-17
      6751.89   4.7127618e-19   3.5715555e-19   1.9847472e-17
      6752.89   4.3790512e-19   3.5635019e-19   1.9804868e-17
      6753.89   3.1852808e-19   3.5455601e-19   1.9595028e-17
      6754.89   5.1522158e-19   3.5489929e-19   1.9660045e-17
      6755.89   6.1359787e-19   3.5385315e-19   1.9459813e-17
      6756.89   6.8255196e-19   3.5386443e-19   1.9545745e-17
      6757.89   6.3106406e-19   3.5477313e-19   1.9627188e-17
      6758.89   6.1106248e-19   3.5275780e-19   1.9424007e-17
      6759.89   5.5768448e-19   3.5317508e-19   1.9472284e-17
      6760.89   2.7082661e-19   3.5178407e-19   1.9362452e-17
      6761.89   4.0063709e-19   3.5238221e-19   1.9434234e-17
      6762.89   6.6299419e-19   3.5013483e-19   1.9105262e-17
      6763.89   3.2779896e-19   3.5131266e-19   1.9329298e-17
      6764.89   4.4420458e-19   3.5243475e-19   1.9414871e-17
      6765.89   4.2359674e-19   3.5025230e-19   1.9209982e-17
      6766.89   4.7546977e-19   3.5071521e-19   1.9248863e-17
      6767.89   5.0654438e-19   3.4964405e-19   1.9175462e-17
      6768.89   6.8653535e-19   3.4895509e-19   1.9019152e-17
      6769.89   6.8444064e-19   3.5085806e-19   1.9313909e-17
      6770.89   5.8196017e-19   3.4841708e-19   1.9039091e-17
      6771.89   4.6857780e-19   3.5211143e-19   1.9463059e-17
      6772.89   3.0081370e-19   3.4775424e-19   1.9026612e-17
      6773.89   3.7066143e-19   3.4968200e-19   1.9246356e-17
      6774.89   5.8185654e-19   3.5042363e-19   1.9353122e-17
      6775.89   3.2469818e-19   3.4833984e-19   1.9101912e-17
      6776.89   4.0068439e-19   3.4841241e-19   1.9167291e-17
      6777.89   6.2599299e-19   3.5031270e-19   1.9334199e-17
      6778.89   1.8985278e-19   3.5118375e-19   1.9525848e-17
      6779.89   8.9363700e-19   3.4747238e-19   1.9011793e-17
      6780.89   5.3605473e-19   3.4922275e-19   1.9308364e-17
      6781.89   5.5769250e-19   3.4860740e-19   1.9217583e-17
      6782.89   2.3607275e-19   3.5027138e-19   1.9456525e-17
      6783.89   4.8947335e-19   3.5117183e-19   1.9604832e-17
      6784.89   6.1069000e-19   3.5439192e-19   1.9968642e-17
      6785.89   5.9820572e-19   3.5310086e-19   1.9857081e-17
      6786.89   5.0058698e-19   3.5299442e-19   1.9848162e-17
      6787.89   6.2148195e-19   3.5228274e-19   1.9780645e-17
      6788.89   4.4559396e-19   3.5082044e-19   1.9587115e-17
      6789.89   5.9516494e-19   3.5031314e-19   1.9563745e-17
      6790.89   6.0426318e-19   3.4837925e-19   1.9279415e-17
      6791.89   4.8093448e-19   3.4800090e-19   1.9259743e-17
      6792.89   4.6693146e-19   3.4366315e-19   1.8748886e-17
      6793.89   4.9232584e-19   3.4527913e-19   1.8943485e-17
      6794.89   5.3958949e-19   3.4424614e-19   1.8816075e-17
      6795.89   5.3637988e-19   3.4428866e-19   1.8816709e-17
      6796.89   3.6689004e-19   3.4502436e-19   1.8971806e-17
      6797.89   6.7796042e-19   3.4246796e-19   1.8640181e-17
      6798.89   2.9580982e-19   3.4467094e-19   1.8930421e-17
      6799.89   5.4945099e-19   3.4476793e-19   1.8927572e-17
      6800.89   5.8914943e-19   3.4529069e-19   1.9027792e-17
      6801.89   4.8526866e-19   3.4326008e-19   1.8772916e-17
      6802.89   5.4491879e-19   3.4570709e-19   1.9118499e-17
      6803.89   6.1394994e-19   3.4522150e-19   1.9027615e-17
      6804.89   2.8212809e-19   3.4698087e-19   1.9316374e-17
      6805.89   3.9453846e-19   3.4188845e-19   1.8688850e-17
      6806.89   4.4133177e-19   3.4807639e-19   1.9455559e-17
      6807.89   5.4016575e-19   3.4389527e-19   1.8941678e-17
      6808.89   3.0403819e-19   3.4681234e-19   1.9305298e-17
      6809.89   6.4969564e-19   3.4386370e-19   1.8964417e-17
      6810.89   6.4636382e-19   3.4472084e-19   1.9064405e-17
      6811.89   1.8356287e-19   3.4597792e-19   1.9263005e-17
      6812.89   5.1015586e-19   3.4379606e-19   1.8974730e-17
      6813.89   6.1366501e-19   3.4480806e-19   1.9125635e-17
      6814.89   6.2026240e-19   3.4387583e-19   1.8992682e-17
      6815.89   6.9561076e-19   3.4661188e-19   1.9382030e-17
      6816.89   5.3255695e-19   3.4576858e-19   1.9258935e-17
      6817.89   4.5640865e-19   3.4553996e-19   1.9276016e-17
      6818.89   6.9132531e-19   3.4378995e-19   1.9048445e-17
      6819.89   6.4003821e-19   3.4581864e-19   1.9332119e-17
      6820.89   5.0628816e-19   3.4572512e-19   1.9343431e-17
      6821.89   5.6250345e-19   3.5425573e-19   2.0441521e-17
      6822.89   4.8897284e-19   3.6943315e-19   2.2603524e-17
      6823.89   4.2921613e-19   4.0222405e-19   2.7371554e-17
      6824.89   4.4562018e-19   4.4739260e-19   3.4686182e-17
      6825.89   4.5450630e-19   4.9903482e-19   4.3991768e-17
      6826.89   4.4507078e-19   5.3866340e-19   5.1903412e-17
      6827.89   9.5268110e-19   5.5990330e-19   5.6246358e-17
      6828.89   6.6951652e-19   5.9406973e-19   6.3925450e-17
      6829.89   2.9412540e-19   6.0737644e-19   6.6858298e-17
      6830.89   2.7928562e-19   6.1868277e-19   6.9610381e-17
      6831.89   2.6023887e-19   6.0699148e-19   6.6916624e-17
      6832.89   2.0226135e-19   5.9421517e-19   6.4098032e-17
      6833.89   5.8503888e-19   5.7171096e-19   5.9004894e-17
      6834.89   4.2760292e-19   5.5217286e-19   5.4917241e-17
      6835.89   2.3098767e-19   5.2489834e-19   4.9363475e-17
      6836.89   3.7874463e-19   4.9239504e-19   4.3023212e-17
      6837.89   7.2943130e-19   4.5763484e-19   3.6687135e-17
      6838.89   2.8323485e-19   4.3719833e-19   3.3249049e-17
      6839.89   5.5080360e-19   4.2267949e-19   3.0896483e-17
      6840.89   4.8983601e-19   4.1059243e-19   2.8947702e-17
      6841.89   4.1803229e-19   4.1139743e-19   2.9135932e-17
      6842.89   6.4526730e-19   4.0226424e-19   2.7656175e-17
      6843.89   3.5602711e-19   3.9292557e-19   2.6296590e-17
      6844.89   7.0898598e-19   3.7624813e-19   2.3825782e-17
      6845.89   8.0188830e-19   3.6648869e-19   2.2447123e-17
      6846.89   7.8321392e-19   3.5900226e-19   2.1346932e-17
      6847.89   6.0574009e-19   3.5654211e-19   2.1069788e-17
      6848.89   7.3291102e-19   3.5324749e-19   2.0629018e-17
      6849.89   6.1270120e-19   3.5613563e-19   2.0992797e-17
      6850.89   3.4448471e-19   3.5384976e-19   2.0764999e-17
      6851.89   4.7377575e-19   3.5385544e-19   2.0777398e-17
      6852.89   6.9965515e-19   3.5257451e-19   2.0593985e-17
      6853.89   6.4802560e-19   3.4915613e-19   2.0098232e-17
      6854.89   5.5550271e-19   3.4958574e-19   2.0224432e-17
      6855.89   8.1846215e-19   3.5118992e-19   2.0371011e-17
      6856.89   7.2391125e-19   3.5250559e-19   2.0616803e-17
      6857.89   3.0912763e-19   3.7022835e-19   2.3130725e-17
      6858.89   7.3580007e-19   4.1594216e-19   3.0108861e-17
      6859.89   2.6187941e-19   4.8743338e-19   4.2537620e-17
      6860.89   1.0082408e-18   5.5970940e-19   5.7105593e-17
      6861.89   7.1907038e-19   6.0894390e-19   6.7695625e-17
      6862.89   3.7983833e-19   6.4430461e-19   7.5364073e-17
      6863.89   8.4087809e-19   6.6074598e-19   7.7750233e-17
      6864.89   6.4530459e-19   6.7687652e-19   7.8620352e-17
      6865.89   2.1383104e-19   6.6820046e-19   7.2178517e-17
      6866.89  -8.0300175e-20   6.3021287e-19   6.0033724e-17
      6867.89   6.5080811e-19   5.9566260e-19   5.0784085e-17
      6868.89   9.0406101e-19   5.5926574e-19   4.2661501e-17
      6869.89   4.2077542e-19   5.2178169e-19   3.6512045e-17
      6870.89   2.8543814e-19   4.9638730e-19   3.2804764e-17
      6871.89   5.1616154e-19   4.7644694e-19   3.0213623e-17
      6872.89   1.9564964e-19   4.5558447e-19   2.7868445e-17
      6873.89   7.8502172e-19   4.2630648e-19   2.4777166e-17
      6874.89   4.3973519e-19   4.1655213e-19   2.3967021e-17
      6875.89   6.2085569e-19   3.9987319e-19   2.2531516e-17
      6876.89   3.9529513e-19   3.9850162e-19   2.3054974e-17
      6877.89   3.3563870e-19   4.0448960e-19   2.4675305e-17
      6878.89   5.4749516e-19   4.0982441e-19   2.6180750e-17
      6879.89   6.9791947e-19   4.1267420e-19   2.7085248e-17
      6880.89   4.9216008e-19   4.1205768e-19   2.7465294e-17
      6881.89   7.4280456e-19   4.1350658e-19   2.7852166e-17
      6882.89   8.0496452e-19   4.1054095e-19   2.7321200e-17
      6883.89   4.2379905e-19   4.1087465e-19   2.7096451e-17
      6884.89   5.2480804e-19   4.1736588e-19   2.7734265e-17
      6885.89   4.1208706e-19   4.3445681e-19   2.9817527e-17
      6886.89   2.8668292e-19   4.5085594e-19   3.2151485e-17
      6887.89   7.5601177e-19   4.6344006e-19   3.3975909e-17
      6888.89   7.8232510e-19   4.6532661e-19   3.4331209e-17
      6889.89   7.7444056e-19   4.6456104e-19   3.4171943e-17
      6890.88   6.4303205e-19   4.5649937e-19   3.2976118e-17
      6891.88   4.4779902e-19   4.3691396e-19   2.9897623e-17
      6892.88   7.1947094e-19   4.1713219e-19   2.6873449e-17
      6893.88   6.2319567e-19   3.9997962e-19   2.4715356e-17
      6894.88   5.3056111e-19   3.9002608e-19   2.3544268e-17
      6895.88   4.5633894e-19   3.9905895e-19   2.4690136e-17
      6896.88   7.1379447e-19   4.1637991e-19   2.7144964e-17
      6897.88   3.8221755e-19   4.3491420e-19   3.0260051e-17
      6898.88   6.1151204e-19   4.4923414e-19   3.2675655e-17
      6899.88   8.2738295e-19   4.5868683e-19   3.4465335e-17
      6900.88   3.4373912e-19   4.6471664e-19   3.5660038e-17
      6901.88   9.4782192e-19   4.5271887e-19   3.3942636e-17
      6902.88   4.3101185e-19   4.3714673e-19   3.1420143e-17
      6903.88   7.0333528e-19   4.1845549e-19   2.8451723e-17
      6904.88   3.9501936e-19   3.9111381e-19   2.4643791e-17
      6905.88   4.3092826e-19   3.7440711e-19   2.2514523e-17
      6906.88   5.9860938e-19   3.7232381e-19   2.2322740e-17
      6907.88   3.3944683e-19   3.8869363e-19   2.4632304e-17
      6908.88   4.5674231e-19   4.1458426e-19   2.8531352e-17
      6909.88   3.2911546e-19   4.3977676e-19   3.2852265e-17
      6910.88   2.1643778e-19   4.5891751e-19   3.6350823e-17
      6911.88   1.9364997e-19   4.6596963e-19   3.7421988e-17
      6912.88   6.9723615e-19   4.7608697e-19   3.9338826e-17
      6913.88   7.2125682e-19   4.6422887e-19   3.7414131e-17
      6914.88   4.5723509e-19   4.4026482e-19   3.3620887e-17
      6915.88   4.8744093e-19   4.0846409e-19   2.8634375e-17
      6916.88   3.6011433e-19   3.8980475e-19   2.5813111e-17
      6917.88   5.6377393e-19   3.9463284e-19   2.6438706e-17
      6918.88   6.0608689e-19   4.2849374e-19   3.2155041e-17
      6919.88   5.8636804e-19   4.7345864e-19   3.9877972e-17
      6920.88   6.0323748e-19   5.1048421e-19   4.6911534e-17
      6921.88   4.6814309e-19   5.3151627e-19   5.1180911e-17
      6922.88   4.8131174e-19   5.4912919e-19   5.5114544e-17
      6923.88   2.5117670e-19   5.4657299e-19   5.4740988e-17
      6924.88   4.3223158e-19   5.2080108e-19   4.9329668e-17
      6925.88   7.4680330e-19   4.8029261e-19   4.1679775e-17
      6926.88   4.3224205e-19   4.4049893e-19   3.4523378e-17
      6927.88   6.5838947e-19   4.0380286e-19   2.8571062e-17
      6928.88   3.5884714e-19   3.7984668e-19   2.4844338e-17
      6929.88   7.0621057e-19   3.6334649e-19   2.2486304e-17
      6930.88   6.7160245e-19   3.5378226e-19   2.1153614e-17
      6931.88   4.4518443e-19   3.4694804e-19   2.0438759e-17
      6932.88   4.0778652e-19   3.4788923e-19   2.0617005e-17
      6933.88   4.7823849e-19   3.4936209e-19   2.0871895e-17
      6934.88   5.6393876e-19   3.6858923e-19   2.3552529e-17
      6935.88   5.0370319e-19   3.9640099e-19   2.7823451e-17
      6936.88   2.1936994e-19   4.2175324e-19   3.1945034e-17
      6937.88   5.5927966e-19   4.3647660e-19   3.4387572e-17
      6938.88   7.0634223e-19   4.4599482e-19   3.6201699e-17
      6939.88   6.9485299e-19   4.4887676e-19   3.6746511e-17
      6940.88   2.5707796e-19   4.4558658e-19   3.6056481e-17
      6941.88   8.4574795e-19   4.2320003e-19   3.2107385e-17
      6942.88   3.6679912e-19   4.0126592e-19   2.8775037e-17
      6943.88   2.0376821e-19   4.0259535e-19   2.9142027e-17
      6944.88   4.8244700e-19   4.4500139e-19   3.6251794e-17
      6945.88   7.2059094e-19   4.8566518e-19   4.3714253e-17
      6946.88   2.6262870e-19   5.2048651e-19   5.0713057e-17
      6947.88   2.8928454e-19   5.3934468e-19   5.4864760e-17
      6948.88   6.0891006e-19   5.5861649e-19   5.9297829e-17
      6949.88   5.3903910e-19   5.4818713e-19   5.6929980e-17
      6950.88   5.3876322e-19   5.2594643e-19   5.2285089e-17
      6951.88   3.6110485e-19   4.8367161e-19   4.3597014e-17
      6952.88   4.5009923e-19   4.4413141e-19   3.6321675e-17
      6953.88   8.8146395e-19   4.0751470e-19   3.0009694e-17
      6954.88   6.3887294e-19   3.8066946e-19   2.5931381e-17
      6955.88   9.0137501e-19   3.6416976e-19   2.3470972e-17
      6956.88   6.6387539e-19   3.5626287e-19   2.2238621e-17
      6957.88   3.5144809e-19   3.5529550e-19   2.2252965e-17
      6958.88   5.8816613e-19   3.5418526e-19   2.2022918e-17
      6959.88   3.9481155e-19   3.5037265e-19   2.1512522e-17
      6960.88   5.1413338e-19   3.4563648e-19   2.0910934e-17
      6961.88   6.0302804e-19   3.4428690e-19   2.0831453e-17
      6962.88   4.9488631e-19   3.4539400e-19   2.0934111e-17
      6963.88   7.6610669e-19   3.4708118e-19   2.1228472e-17
      6964.88   3.3252183e-19   3.6133223e-19   2.3241148e-17
      6965.88   6.1172658e-19   3.7350721e-19   2.5078825e-17
      6966.88   6.0027438e-19   3.8784993e-19   2.7290969e-17
      6967.88   3.0384450e-19   4.0217198e-19   2.9656835e-17
      6968.88   9.4729022e-20   4.1023065e-19   3.0995465e-17
      6969.88   2.3264718e-19   4.1052135e-19   3.0981676e-17
      6970.88   5.2309670e-19   4.0836692e-19   3.0660198e-17
      6971.88   3.5650634e-19   4.0013241e-19   2.9336817e-17
      6972.88   3.1036899e-19   3.9696571e-19   2.8830036e-17
      6973.88   3.9427217e-19   4.0536581e-19   3.0208596e-17
      6974.88   4.5572134e-19   4.2958538e-19   3.4369980e-17
      6975.88   3.7031574e-19   4.4939010e-19   3.7842882e-17
      6976.88   5.6249682e-19   4.6809460e-19   4.1467665e-17
      6977.88   4.7841201e-19   4.8297350e-19   4.4223238e-17
      6978.88   5.9343890e-19   4.8426422e-19   4.4565190e-17
      6979.88   5.2404136e-19   4.6592562e-19   4.1061502e-17
      6980.88   1.4214917e-19   4.4610544e-19   3.7424832e-17
      6981.88   3.9102071e-19   4.1069095e-19   3.1209670e-17
      6982.88   3.8265916e-19   3.8507140e-19   2.7130420e-17
      6983.88   6.7835692e-19   3.6457688e-19   2.4021250e-17
      6984.88   4.7010007e-19   3.5849810e-19   2.3093815e-17
      6985.88   6.6670200e-19   3.5202398e-19   2.2111261e-17
      6986.88   6.3805980e-19   3.4689387e-19   2.1473858e-17
      6987.88   4.4090475e-19   3.4790892e-19   2.1636730e-17
      6988.88   6.4889779e-19   3.4311786e-19   2.0918468e-17
      6989.88   7.0286910e-19   3.4228134e-19   2.0850237e-17
      6990.88   6.4757382e-19   3.4208235e-19   2.0812587e-17
      6991.88   3.5624975e-19   3.4120060e-19   2.0727199e-17
      6992.88   6.0603294e-19   3.4026206e-19   2.0580453e-17
      6993.88   5.2231844e-19   3.4087451e-19   2.0712953e-17
      6994.88   4.9432998e-19   3.4288700e-19   2.0952772e-17
      6995.88   4.0864118e-19   3.4105197e-19   2.0791740e-17
      6996.88   3.3274671e-19   3.4597277e-19   2.1429648e-17
      6997.88   5.6385926e-19   3.4586829e-19   2.1460714e-17
      6998.88   5.4036290e-19   3.4972631e-19   2.2007546e-17
      6999.88   5.7680351e-19   3.5958764e-19   2.3476261e-17
      7000.88   7.1093826e-19   3.6584146e-19   2.4421672e-17
      7001.88   4.2399002e-19   3.7549590e-19   2.5851898e-17
      7002.88   8.8066800e-19   3.7284455e-19   2.5511548e-17
      7003.88   7.2110256e-19   3.7564689e-19   2.5903963e-17
      7004.88   4.6924352e-19   3.7541694e-19   2.5844165e-17
      7005.88   5.9530877e-19   3.7140065e-19   2.5277823e-17
      7006.88   4.2341406e-19   3.7442004e-19   2.5798919e-17
      7007.88   2.5498902e-19   3.8143373e-19   2.6901370e-17
      7008.88   3.6139808e-19   3.9421520e-19   2.8972089e-17
      7009.88   1.5010885e-19   4.0557421e-19   3.0762680e-17
      7010.88   5.7172725e-19   4.0680939e-19   3.1020442e-17
      7011.88   5.3746073e-19   4.0498820e-19   3.0723037e-17
      7012.88   6.5612030e-19   3.9613485e-19   2.9338367e-17
      7013.88   5.0410648e-19   3.7857665e-19   2.6534237e-17
      7014.88   8.8278248e-19   3.5963160e-19   2.3633234e-17
      7015.88   6.4985756e-19   3.4667614e-19   2.1734388e-17
      7016.88   7.5436324e-19   3.3610394e-19   2.0251287e-17
      7017.88   5.9828371e-19   3.2747706e-19   1.9101407e-17
      7018.88   5.5853078e-19   3.2504849e-19   1.8821043e-17
      7019.88   5.7545150e-19   3.2435041e-19   1.8730244e-17
      7020.88   4.3434482e-19   3.2371788e-19   1.8659319e-17
      7021.88   6.6171320e-19   3.2172717e-19   1.8399527e-17
      7022.88   2.8974455e-19   3.2550429e-19   1.8904135e-17
