OBJECT  = 'PS1-10afx' / Name of the object observed                
OBSERVER= 'Quimby,Oguri,Moriya' 
TELESCOP= 'Keck I  '                                                            
SLITNAME= 'long_1.0' / 1.0 arcsec wide slit                                             
DICHNAME= '560     '                                                            
GRISNAME= '400/3400'                                                            
GRANAME = '400/8500'                                                            
GRANGLE =          25.87923241                                                  
WAVELEN =        7848.05908203                                                  
REDFILT = 'Clear   '                                                            
UTC     = '06:01:33.76'                                                         
MJD-OBS = '56542.251085'                                                        
ST      = '18:45:35.99'                                                         
DATE-OBS= '2013-09-07'                                                          
AIRMASS =           1.25 / Median over observation
RA      = '22:11:24.162'                                                         
DEC     = '+00:09:43.49'                                                         
EQUINOX =        2000.00000000                                                  
TOTEXPB = 22022.0 / seconds total exposure (blue channel)
TOTEXPR = 22876.3 / seconds total exposure (red channel)
DATE_BEG= '2013-09-07T06:01:33' / start of the first exposure
DATE_END= '2013-09-07T13:42:21' / end of the last exposure
REDUCEBY= Quimby

#     wav (A)    flux (flam)      eflux           skyflux
      9432.84   9.7017237e-19   3.6887226e-19   2.7809145e-17
      9433.84   9.7696625e-19   3.9566721e-19   3.3109062e-17
      9434.84   6.0530755e-19   5.4542018e-19   6.5057940e-17
      9435.84   1.3398049e-19   9.9041180e-19   2.1314237e-16
      9436.84   1.5750155e-19   1.6044465e-18   5.2829865e-16
      9437.84   2.2899475e-18   2.0711926e-18   8.2122277e-16
      9438.84   3.4076522e-18   2.3127150e-18   9.5760960e-16
      9439.84   1.4155460e-18   2.3802243e-18   9.5988668e-16
      9440.84   3.8946940e-18   2.4346345e-18   9.8546775e-16
      9441.84   6.7652762e-18   2.2450257e-18   8.5425707e-16
      9442.84   2.2905196e-18   1.6105561e-18   4.6115177e-16
      9443.84   1.5790445e-18   9.3151707e-19   1.6330375e-16
      9444.84   1.2304434e-18   6.5068859e-19   8.3289425e-17
      9445.84   1.3637445e-18   5.5403702e-19   6.2662385e-17
      9446.84   5.5838532e-19   5.4258654e-19   6.1954453e-17
      9447.84   8.3542817e-19   5.3900958e-19   6.2035758e-17
      9448.84   7.1365632e-19   5.2638147e-19   5.9238444e-17
      9449.84   1.1785131e-18   5.1624178e-19   5.6800423e-17
      9450.84   1.6610525e-18   4.9733709e-19   5.2042083e-17
      9451.84   1.4085008e-18   4.5544593e-19   4.2463676e-17
      9452.84   1.0936233e-18   4.5614170e-19   4.0922876e-17
      9453.84   8.7360649e-19   5.5905389e-19   6.0007224e-17
      9454.84   8.6634093e-19   8.8385394e-19   1.4903444e-16
      9455.84   1.3820573e-18   1.2756702e-18   3.1086185e-16
      9456.84   2.5427744e-18   1.4504982e-18   4.0600488e-16
      9457.84   1.8777881e-18   1.4580951e-18   4.1069913e-16
      9458.84   1.1534953e-18   1.5046145e-18   4.2718250e-16
      9459.84   3.3390048e-18   1.5429600e-18   4.3695508e-16
      9460.84   2.6509966e-18   1.3965568e-18   3.5586267e-16
      9461.84   1.9808540e-18   1.0301278e-18   1.9936597e-16
      9462.84   9.8785900e-19   6.3242469e-19   7.7825418e-17
      9463.84   7.2839620e-19   4.4165279e-19   3.8635906e-17
      9464.84   7.3477774e-19   3.8795499e-19   3.0217933e-17
      9465.84   5.6087482e-19   3.7454939e-19   2.7972075e-17
      9466.84   7.9209275e-19   3.6716775e-19   2.6046000e-17
      9467.84   5.7025621e-19   3.7399130e-19   2.6389979e-17
      9468.84   9.1077143e-19   3.8143304e-19   2.7277305e-17
      9469.84   8.1672174e-19   3.8879145e-19   2.8660694e-17
      9470.84   8.3610183e-19   4.0445344e-19   3.2014878e-17
      9471.84   9.4110011e-19   5.1166299e-19   5.4001746e-17
      9472.84  -2.1122793e-19   9.0293584e-19   1.7444001e-16
      9473.84   1.6525445e-19   1.4860388e-18   4.7190081e-16
      9474.84   1.5466471e-18   1.8445214e-18   7.2155997e-16
      9475.84   3.0063035e-18   1.9644453e-18   8.1788199e-16
      9476.84   2.1400965e-18   1.9590151e-18   8.1422442e-16
      9477.84   3.3646804e-18   1.9836927e-18   8.2351765e-16
      9478.84   3.8075826e-18   1.9547411e-18   7.6397170e-16
      9479.84   2.0394557e-18   1.7197555e-18   5.5380461e-16
      9480.84   2.0552577e-18   1.1507878e-18   2.3442008e-16
      9481.84   1.2971846e-18   7.0200977e-19   8.5179872e-17
      9482.84   1.2811087e-18   5.2111497e-19   4.8427655e-17
      9483.84   1.1896404e-18   4.4654067e-19   3.7851787e-17
      9484.84   8.7693232e-19   4.0982910e-19   3.3420534e-17
      9485.84   6.2564091e-19   3.8690601e-19   3.0517723e-17
      9486.84   1.0213831e-18   3.8455720e-19   3.0632387e-17
      9487.84   6.9907676e-19   3.9947555e-19   3.3368636e-17
      9488.84   9.2310597e-19   4.0886200e-19   3.5009094e-17
      9489.84   9.0804111e-19   4.1220490e-19   3.5529032e-17
      9490.84   8.7871163e-19   4.1994097e-19   3.6002558e-17
      9491.84   4.8349093e-19   4.3817035e-19   3.7304474e-17
      9492.84   8.3597493e-19   4.5165623e-19   3.7321897e-17
      9493.84   7.7297522e-19   4.4662421e-19   3.4523711e-17
      9494.84   8.1058530e-19   4.2640228e-19   3.0486170e-17
      9495.84   9.0383925e-19   4.1761585e-19   2.9401918e-17
      9496.84   9.5263718e-19   4.2086654e-19   3.0334097e-17
      9497.84   9.1441159e-19   4.9168596e-19   4.2487127e-17
      9498.84   5.3973663e-19   7.8342804e-19   1.0948729e-16
      9499.84   6.4147831e-19   1.1918930e-18   2.4803591e-16
      9500.84   1.5232881e-18   1.4271044e-18   3.5428154e-16
      9501.84   2.5043695e-18   1.4684781e-18   3.9060208e-16
      9502.84   2.6352922e-18   1.3650477e-18   3.5955251e-16
      9503.84   2.0093311e-18   1.2482971e-18   3.2234738e-16
      9504.84   1.2164255e-20   1.1480260e-18   2.8748223e-16
      9505.84   1.4422244e-18   9.3502616e-19   1.9491698e-16
      9506.84   1.2747973e-18   6.0878231e-19   8.1880325e-17
      9507.84   1.1404198e-18   4.2879987e-19   3.9463233e-17
      9508.84   1.2970323e-18   3.7535340e-19   2.9607994e-17
      9509.84   8.0118544e-19   3.6249250e-19   2.7379437e-17
      9510.84   5.9578016e-19   3.6437847e-19   2.7521422e-17
      9511.84   1.2777239e-18   3.6592074e-19   2.7451554e-17
      9512.84   8.8429094e-19   3.7007120e-19   2.7632357e-17
      9513.84   9.3470231e-19   4.2294754e-19   3.5743832e-17
      9514.84   1.1948004e-18   6.2783804e-19   7.9827421e-17
      9515.84   1.2439005e-18   1.0927210e-18   2.3848887e-16
      9516.84   2.3609702e-18   1.5678553e-18   4.7694314e-16
      9517.84   1.4655525e-18   1.7987572e-18   6.1814463e-16
      9518.84   2.7465039e-18   1.7818972e-18   6.0483821e-16
      9519.84   1.8168227e-18   1.8047432e-18   6.1892699e-16
      9520.84   2.8579183e-18   1.7976353e-18   6.0928623e-16
      9521.84   8.9891472e-19   1.5788958e-18   4.6595923e-16
      9522.84  -8.7280259e-20   1.1402114e-18   2.4361777e-16
      9523.84   6.8378630e-19   7.0783223e-19   9.4273231e-17
      9524.84   1.2705335e-18   4.8654095e-19   4.4348414e-17
      9525.84   1.3024350e-18   4.5325081e-19   3.8898680e-17
      9526.84   9.0264702e-19   4.6622698e-19   4.1531977e-17
      9527.84   1.1161860e-18   4.6885228e-19   4.2211606e-17
      9528.84   8.7739077e-19   4.7026444e-19   4.2728809e-17
      9529.84   1.1097419e-18   4.6632648e-19   4.2594229e-17
      9530.84   1.3027001e-18   4.6209511e-19   4.2827605e-17
      9531.84   1.1257599e-18   4.6496533e-19   4.4235917e-17
      9532.84   1.1068306e-18   4.8061525e-19   4.7418694e-17
      9533.84   1.2479087e-18   5.0079486e-19   5.1170594e-17
      9534.84   7.9629626e-19   5.3254419e-19   5.7178087e-17
      9535.84   8.3258077e-19   5.4833585e-19   6.0104164e-17
      9536.84   8.9954128e-19   5.4536335e-19   5.9145015e-17
      9537.84   8.6022271e-19   5.1924312e-19   5.3873590e-17
      9538.84   6.0514990e-19   4.8537248e-19   4.7409610e-17
      9539.84   9.1285029e-19   4.4242019e-19   3.8662518e-17
      9540.84   1.0703969e-18   3.9525222e-19   2.9505024e-17
      9541.84   9.5819804e-19   3.7096707e-19   2.4591100e-17
      9542.84   1.1500140e-18   3.7789582e-19   2.4370475e-17
      9543.84   1.1666606e-18   3.8531760e-19   2.4752305e-17
      9544.84   7.4434486e-19   3.8288923e-19   2.4645717e-17
      9545.84   8.1503349e-19   3.7618783e-19   2.4628080e-17
      9546.84   8.9413063e-19   3.7432014e-19   2.5806913e-17
      9547.84   1.2996041e-18   4.5757700e-19   4.1492465e-17
      9548.84   1.1372853e-18   6.6951848e-19   9.4108711e-17
      9549.84   1.1696399e-18   8.8945916e-19   1.6861575e-16
      9550.84   1.9533808e-18   1.0325333e-18   2.2449988e-16
      9551.84   5.6396889e-19   1.0763106e-18   2.3701820e-16
      9552.84   1.8672096e-18   1.1174028e-18   2.4638370e-16
      9553.84   2.7882474e-18   1.1364343e-18   2.4929578e-16
      9554.84   1.6288347e-18   1.0703950e-18   2.1703555e-16
      9555.84   1.1739348e-18   8.2707180e-19   1.2878147e-16
      9556.84   6.0479174e-19   5.9622412e-19   6.6994348e-17
      9557.84   1.0804495e-18   4.8627903e-19   4.4907603e-17
      9558.84   1.4173666e-18   4.5687802e-19   4.0478686e-17
      9559.84   9.1100438e-19   4.5253932e-19   4.0535201e-17
      9560.84   9.6325389e-19   4.5724686e-19   4.1664889e-17
      9561.84   8.8459062e-19   4.9537694e-19   4.8837583e-17
      9562.84   1.4920412e-19   6.7808291e-19   9.1318401e-17
      9563.84   2.9232313e-19   1.0413504e-18   2.1174894e-16
      9564.84   2.3335312e-18   1.4184871e-18   3.8605749e-16
      9565.84   2.4204760e-18   1.6062069e-18   4.9374110e-16
      9566.84   6.8583578e-19   1.6495352e-18   5.2705167e-16
      9567.84   7.0736014e-19   1.5709604e-18   4.8778577e-16
      9568.84   1.3198509e-18   1.5198076e-18   4.6784569e-16
      9569.84   2.4671476e-18   1.3376374e-18   3.7075161e-16
      9570.84   1.3962153e-18   9.6244453e-19   1.9422481e-16
      9571.84   1.3312819e-18   6.1116847e-19   7.7564093e-17
      9572.84   1.2772929e-18   4.7305739e-19   4.6035378e-17
      9573.84   7.8807927e-19   4.1252522e-19   3.4950123e-17
      9574.84   8.9068321e-19   3.9454168e-19   3.1974437e-17
      9575.84   1.1829574e-18   3.8276529e-19   2.9723306e-17
      9576.84   9.6641971e-19   3.6943452e-19   2.6970601e-17
      9577.84   9.6911856e-19   3.6721352e-19   2.5891979e-17
      9578.84   1.1635295e-18   3.7431871e-19   2.5901097e-17
      9579.84   8.4595972e-19   3.7072801e-19   2.4507382e-17
      9580.84   1.0060561e-18   3.6676714e-19   2.3626881e-17
      9581.84   1.0973606e-18   3.6378212e-19   2.3587465e-17
      9582.84   7.0112531e-19   3.5078421e-19   2.2531565e-17
      9583.84   1.1195259e-18   3.4067059e-19   2.1772694e-17
      9584.84   1.0514921e-18   3.3721850e-19   2.1806488e-17
      9585.84   8.2734065e-19   3.3874723e-19   2.1821029e-17
      9586.84   1.0595075e-18   3.4802898e-19   2.2403253e-17
      9587.84   8.8484484e-19   3.6474676e-19   2.3999589e-17
      9588.84   1.0854202e-18   3.8758259e-19   2.6568054e-17
      9589.84   6.6275937e-19   4.0985076e-19   2.9409858e-17
      9590.84   1.1681146e-18   4.1450329e-19   3.0064728e-17
      9591.84   1.3841915e-18   4.1717587e-19   3.0862468e-17
      9592.84   9.7883001e-19   4.1231935e-19   3.0821533e-17
      9593.84   1.3016470e-18   3.9806459e-19   2.9437592e-17
      9594.84   1.3697093e-18   3.7914065e-19   2.6931410e-17
      9595.84   1.0884743e-18   3.5806798e-19   2.3880116e-17
      9596.84   1.0058943e-18   3.4644558e-19   2.2347919e-17
      9597.84   9.6216601e-19   3.4631388e-19   2.2382386e-17
      9598.84   1.1865843e-18   3.4461860e-19   2.2223393e-17
      9599.84   1.1664692e-18   3.4108389e-19   2.2061051e-17
      9600.84   8.9103633e-19   3.4260580e-19   2.2530694e-17
      9601.84   1.2007386e-18   3.4755767e-19   2.3216476e-17
      9602.84   9.2317904e-19   3.9933463e-19   3.1302860e-17
      9603.84   1.1672758e-18   5.3906229e-19   5.8273261e-17
      9604.84   9.8952817e-19   7.0627403e-19   1.0007842e-16
      9605.84   1.3892261e-18   8.3183572e-19   1.3911866e-16
      9606.84   1.0360449e-18   8.3982288e-19   1.4315328e-16
      9607.84   1.0597440e-18   8.2270822e-19   1.3931659e-16
      9608.84   1.7485758e-18   8.1872458e-19   1.3991448e-16
      9609.84   1.1395591e-18   7.7087813e-19   1.2506503e-16
      9610.84   1.0860950e-18   6.3162416e-19   8.3576002e-17
      9611.84   9.5365396e-19   4.8829521e-19   4.8883001e-17
      9612.84   9.5547078e-19   4.0871569e-19   3.3366282e-17
      9613.84   8.9578075e-19   3.8897123e-19   2.9700826e-17
      9614.84   1.0566002e-18   4.0259134e-19   3.1578411e-17
      9615.84   9.3212320e-19   4.6306266e-19   4.2362693e-17
      9616.84   8.4276569e-19   5.9280067e-19   7.1403576e-17
      9617.84   1.1219778e-18   7.9771071e-19   1.3156325e-16
      9618.84   1.1556323e-18   9.3747558e-19   1.8078836e-16
      9619.84   1.8420785e-18   9.9750653e-19   2.0084586e-16
      9620.84   6.6093466e-19   1.0378348e-18   2.1472146e-16
      9621.84   1.9342041e-18   1.0573384e-18   2.2244373e-16
      9622.84   2.1900399e-18   9.6542990e-19   1.8619018e-16
      9623.84   1.2383279e-18   8.2854071e-19   1.3773192e-16
      9624.84   6.9554522e-19   6.4083867e-19   8.1972889e-17
      9625.84   1.0349182e-18   5.0983198e-19   5.1190323e-17
      9626.84   1.1295096e-18   4.7019180e-19   4.3532212e-17
      9627.84   1.0443570e-18   4.6893654e-19   4.3731036e-17
      9628.84   1.0515905e-18   4.5780523e-19   4.2075985e-17
      9629.84   1.2395213e-18   4.4764437e-19   4.0815946e-17
      9630.84   9.2911667e-19   4.3350022e-19   3.8668987e-17
      9631.84   7.5125137e-19   4.1263375e-19   3.4957415e-17
      9632.84   1.1707105e-18   3.9518687e-19   3.1673752e-17
      9633.84   8.3480560e-19   3.8305826e-19   2.9152961e-17
      9634.84   1.1597002e-18   3.7860255e-19   2.7448292e-17
      9635.84   1.2616402e-18   3.7794906e-19   2.6400764e-17
      9636.84   1.0067831e-18   3.7933515e-19   2.6109821e-17
      9637.84   1.0567534e-18   3.7654568e-19   2.5584430e-17
      9638.84   1.1966018e-18   3.6740287e-19   2.4524769e-17
      9639.84   9.7036356e-19   3.6079612e-19   2.4152316e-17
      9640.84   9.4325030e-19   3.5511096e-19   2.3805113e-17
      9641.84   8.3882368e-19   3.5041116e-19   2.3211533e-17
      9642.84   1.0872087e-18   3.4558289e-19   2.2248556e-17
      9643.84   1.1046452e-18   3.5043865e-19   2.2373041e-17
      9644.84   1.2118822e-18   3.4899017e-19   2.1722771e-17
      9645.84   1.2522288e-18   3.5105779e-19   2.1891347e-17
      9646.84   8.7723028e-19   3.5479557e-19   2.2642835e-17
      9647.84   8.0483384e-19   3.5694836e-19   2.3526745e-17
      9648.84   1.0701805e-18   3.7121276e-19   2.6352611e-17
      9649.84   9.9212223e-19   3.9149981e-19   3.0118545e-17
      9650.84   9.8013505e-19   4.1450998e-19   3.4204071e-17
      9651.84   9.0609271e-19   4.4604054e-19   3.9776828e-17
      9652.84   9.3240998e-19   4.5949486e-19   4.2234751e-17
      9653.84   9.0339017e-19   4.5976692e-19   4.2395159e-17
      9654.84   1.1095337e-18   4.6797672e-19   4.3985080e-17
      9655.84   9.2374878e-19   4.7258531e-19   4.5063861e-17
      9656.84   8.2957621e-19   4.7598436e-19   4.5556445e-17
      9657.84   1.0107174e-18   4.7921675e-19   4.6101362e-17
      9658.84   1.2135032e-18   4.9209093e-19   4.8286454e-17
      9659.84   7.7192597e-19   4.9318574e-19   4.7612398e-17
      9660.84   9.3043033e-19   5.0741122e-19   4.9634246e-17
      9661.84   1.0158922e-18   4.9905611e-19   4.7380702e-17
      9662.84   9.4017406e-19   4.7283872e-19   4.2009562e-17
      9663.84   1.4802741e-18   4.9688745e-19   4.7015503e-17
      9664.84   8.6908907e-19   6.1377506e-19   7.4492540e-17
      9665.84   1.1496733e-18   7.2416157e-19   1.0676013e-16
      9666.84   1.3469146e-18   8.1298879e-19   1.3655579e-16
      9667.84   1.3262719e-18   8.5888645e-19   1.5245518e-16
      9668.84   9.7642179e-19   8.6219257e-19   1.5218229e-16
      9669.84   1.4626009e-18   8.6301804e-19   1.5197996e-16
      9670.84   1.5760633e-18   8.3027988e-19   1.4164936e-16
      9671.84   1.7221030e-18   7.3188737e-19   1.1051104e-16
      9672.84   8.9280837e-19   6.0715232e-19   7.5941774e-17
      9673.84   8.4340974e-19   5.3327617e-19   5.8908005e-17
      9674.84   5.5549390e-19   5.1902171e-19   5.5945083e-17
      9675.84   1.6355924e-18   5.5830559e-19   6.5024973e-17
      9676.84   8.5356753e-19   6.7341665e-19   9.5206924e-17
      9677.84   5.0032019e-19   8.2625508e-19   1.4282156e-16
      9678.84   1.0835060e-18   9.5964039e-19   1.9117465e-16
      9679.84   1.5456621e-18   1.0692503e-18   2.3591543e-16
      9680.84   1.2097554e-18   1.1097548e-18   2.5382621e-16
      9681.84   1.4278173e-18   1.0894984e-18   2.4536394e-16
      9682.84   1.1566389e-18   1.0395256e-18   2.2573126e-16
      9683.84   5.4091320e-19   9.3506022e-19   1.8407968e-16
      9684.84   1.0057061e-18   7.7445031e-19   1.2571633e-16
      9685.84   9.6479175e-19   6.4705886e-19   8.6889179e-17
      9686.84   9.7341290e-19   5.6671064e-19   6.6583365e-17
      9687.84   9.3254288e-19   5.9161950e-19   7.2501707e-17
      9688.84   1.3914462e-18   6.3971171e-19   8.4600219e-17
      9689.84   8.2640852e-19   6.4956386e-19   8.7365032e-17
      9690.84   1.0297348e-18   6.3899536e-19   8.4442503e-17
      9691.84   1.2664252e-18   6.4141421e-19   8.4727699e-17
      9692.84   1.3538499e-18   6.0299977e-19   7.4554671e-17
      9693.84   1.1584793e-18   5.4867464e-19   6.1304979e-17
      9694.84   1.1879347e-18   6.1852583e-19   7.8997687e-17
      9695.84   8.5753609e-19   8.0764389e-19   1.3670631e-16
      9696.84   8.3580213e-19   9.8415343e-19   2.0364746e-16
      9697.84   1.6881980e-18   1.0981650e-18   2.5265549e-16
      9698.84   1.6062971e-18   1.1515487e-18   2.7511426e-16
      9699.84   1.7767569e-18   1.1167575e-18   2.5712473e-16
      9700.84   1.8115821e-18   1.0977520e-18   2.4763580e-16
      9701.84   8.7778531e-19   9.9929442e-19   2.0471516e-16
      9702.84   1.3044291e-18   7.5588952e-19   1.1616636e-16
      9703.84   1.2066696e-18   5.3004825e-19   5.6122085e-17
      9704.84   9.7808617e-19   4.3683008e-19   3.7599587e-17
      9705.84   7.7497960e-19   4.1337702e-19   3.3458187e-17
      9706.84   1.0017270e-18   4.4337988e-19   3.8865539e-17
      9707.84   7.1216146e-19   5.4050778e-19   5.9149412e-17
      9708.84   1.2784199e-18   6.6084593e-19   8.9791051e-17
      9709.84   1.2505785e-18   7.4241844e-19   1.1366485e-16
      9710.84   9.1736128e-19   7.8390513e-19   1.2635153e-16
      9711.84   9.2372750e-19   7.7712058e-19   1.2387100e-16
      9712.84   3.3915701e-19   7.6926417e-19   1.2022724e-16
      9713.84   9.9019200e-19   7.3919998e-19   1.1035496e-16
      9714.84   1.0761237e-18   7.2452750e-19   1.0499769e-16
      9715.84   8.8752265e-19   8.0943275e-19   1.3164906e-16
      9716.84   1.1088669e-18   1.0233259e-18   2.1439498e-16
      9717.84   1.1092284e-18   1.1777720e-18   2.8709975e-16
      9718.84   8.6739560e-19   1.2223339e-18   3.1060168e-16
      9719.84   2.4023176e-18   1.2522335e-18   3.2481818e-16
      9720.84   1.8918655e-18   1.2410593e-18   3.1717123e-16
      9721.84   2.3253219e-18   1.1619792e-18   2.7547817e-16
      9722.84   2.0388024e-18   1.0167961e-18   2.0822287e-16
      9723.84   1.4763635e-18   7.4313425e-19   1.0916826e-16
      9724.84   1.0708435e-18   5.4702073e-19   5.7957683e-17
      9725.84   1.7490816e-18   4.9812423e-19   4.7793414e-17
      9726.84   8.9243354e-19   4.8834060e-19   4.5945376e-17
      9727.84   1.3232205e-18   4.6929131e-19   4.2561525e-17
      9728.84   6.9595119e-19   4.6681437e-19   4.2322609e-17
      9729.84   1.4843064e-18   4.7002394e-19   4.2572816e-17
      9730.84   1.0113375e-18   4.9258215e-19   4.7036374e-17
      9731.84   1.0330851e-18   5.4573016e-19   5.8312658e-17
      9732.84   1.4807419e-18   6.1309222e-19   7.3768875e-17
      9733.84   8.8051449e-19   6.8328923e-19   9.1501577e-17
      9734.84   3.8098159e-19   8.1631498e-19   1.3010383e-16
      9735.84   1.2688588e-18   9.3068305e-19   1.6839577e-16
      9736.84   1.2527199e-18   9.2911764e-19   1.6826067e-16
      9737.84   1.4297760e-18   9.0675517e-19   1.6098360e-16
      9738.84   1.4790301e-18   8.6559490e-19   1.4772377e-16
      9739.84   1.3419657e-18   7.9584372e-19   1.2497728e-16
      9740.84   1.7188487e-18   7.1521021e-19   1.0035826e-16
      9741.84   1.5932371e-18   6.4879408e-19   8.1759596e-17
      9742.84   1.0429503e-18   6.2429164e-19   7.4938566e-17
      9743.84   7.0140241e-19   6.5413308e-19   8.2333209e-17
      9744.84   1.5405051e-18   6.7032492e-19   8.6693702e-17
      9745.84   8.2474131e-19   6.7732501e-19   8.9091225e-17
      9746.84   1.2253776e-18   6.5613197e-19   8.3344203e-17
      9747.84   7.6685639e-19   6.1704564e-19   7.3177716e-17
      9748.84   9.8527256e-19   5.4246007e-19   5.5719540e-17
      9749.84   9.7264866e-19   4.5185231e-19   3.7618379e-17
