@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.357
@SPECTRUM spectrum_04D2fs_470.dat
@SN-NAME 04D2fs
       8534.130            0.02892        0.00523
       8549.130            0.03199        0.00579
       8564.130            0.03765        0.00498
       8579.130            0.04623        0.00485
       8594.130            0.03813        0.00588
       8609.130            0.03710        0.00526
       8624.130            0.01627        0.00864
       8639.130            0.02659        0.00769
       8654.130            0.04505        0.00904
       8669.130            0.04261        0.00838
       8684.130            0.05674        0.00725
       8699.130            0.05365        0.00564
       8714.130            0.03747        0.00575
       8729.130            0.03637        0.00515
       8744.130            0.04144        0.00580
       8759.130            0.04623        0.00900
       8774.130            0.03460        0.01406
       8789.130            0.04013        0.00910
       8804.130            0.03555        0.00701
       8819.130            0.03735        0.00772
       8834.130            0.04828        0.01318
       8849.130            0.03191        0.00904
       8864.130            0.03774        0.00853
       8879.130            0.03485        0.01068
       8894.130            0.02287        0.01103
       8909.130            0.04928        0.01160
