BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 1788  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = 'SN2008FF          '  /                                              
FILENAME= 'SN08FF_B01_DUP_WF_22SEP08'  /
6008.06379406825  1.037376E-15
6011.10520425291  1.027728E-15
6014.14661443758  1.031488E-15
6017.18802462225  1.053975E-15
6020.22943480691  1.035834E-15
6023.27084499158  1.010463E-15
6026.31225517625  1.021897E-15
6029.35366536092  1.031405E-15
6032.39507554558  9.973311E-16
6035.43648573025  9.821780E-16
6038.47789591492  9.881776E-16
6041.51930609958  9.789781E-16
6044.56071628425  9.608860E-16
6047.60212646892  9.514792E-16
6050.64353665358  9.309910E-16
6053.68494683825  9.339246E-16
6056.72635702292  9.285471E-16
6059.76776720758  9.012481E-16
6062.80917739225  8.810978E-16
6065.85058757692  8.833820E-16
6068.89199776159  8.500699E-16
6071.93340794625  8.317823E-16
6074.97481813092  8.187420E-16
6078.01622831559  8.053316E-16
6081.05763850025  7.926281E-16
6084.09904868492  7.685069E-16
6087.14045886959  7.414633E-16
6090.18186905426  7.210704E-16
6093.22327923892  6.999888E-16
6096.26468942359  6.964518E-16
6099.30609960826  6.823479E-16
6102.34750979292  6.768355E-16
6105.38891997759  6.663868E-16
6108.43033016226  6.648548E-16
6111.47174034693  6.558747E-16
6114.51315053159  6.460829E-16
6117.55456071626  6.337231E-16
6120.59597090092  6.305141E-16
6123.63738108559  6.266441E-16
6126.67879127026  6.286640E-16
6129.72020145493  6.288083E-16
6132.76161163959  6.194706E-16
6135.80302182426  6.169649E-16
6138.84443200893  5.954733E-16
6141.88584219359  5.940743E-16
6144.92725237826  5.986209E-16
6147.96866256293  5.972167E-16
6151.01007274759  5.744644E-16
6154.05148293226  5.722924E-16
6157.09289311693  5.734969E-16
6160.1343033016  5.645308E-16
6163.17571348626  5.619839E-16
6166.21712367093  5.597038E-16
6169.2585338556  5.428689E-16
6172.29994404026  5.270070E-16
6175.34135422493  5.181506E-16
6178.3827644096  5.052116E-16
6181.42417459427  4.998346E-16
6184.46558477893  4.984740E-16
6187.5069949636  4.988879E-16
6190.54840514827  4.855465E-16
6193.58981533293  4.724642E-16
6196.6312255176  4.693520E-16
6199.67263570227  4.647347E-16
6202.71404588693  4.779486E-16
6205.7554560716  4.689358E-16
6208.79686625627  4.803351E-16
6211.83827644093  4.804801E-16
6214.8796866256  4.715829E-16
6217.92109681027  4.679017E-16
6220.96250699494  4.807441E-16
6224.0039171796  4.858405E-16
6227.04532736427  4.924576E-16
6230.08673754894  5.123527E-16
6233.1281477336  5.223278E-16
6236.16955791827  5.086443E-16
6239.21096810294  5.291483E-16
6242.25237828761  5.591318E-16
6245.29378847227  5.520328E-16
6248.33519865694  5.612335E-16
6251.37660884161  5.774874E-16
6254.41801902627  5.767877E-16
6257.45942921094  5.964530E-16
6260.50083939561  5.894205E-16
6263.54224958027  6.027554E-16
6266.58365976494  6.198036E-16
6269.62506994961  6.105227E-16
6272.66648013427  6.158779E-16
6275.70789031894  6.082184E-16
6278.74930050361  6.051131E-16
6281.79071068828  6.191293E-16
6284.83212087294  6.252875E-16
6287.87353105761  6.290767E-16
6290.91494124228  6.217290E-16
6293.95635142694  6.162893E-16
6296.99776161161  6.152167E-16
6300.03917179628  6.362520E-16
6303.08058198095  6.454223E-16
6306.12199216561  6.451974E-16
6309.16340235028  6.437709E-16
6312.20481253495  6.508661E-16
6315.24622271961  6.425333E-16
6318.28763290428  6.550283E-16
6321.32904308895  6.470719E-16
6324.37045327361  6.451973E-16
6327.41186345828  6.479939E-16
6330.45327364295  6.589304E-16
6333.49468382761  6.484435E-16
6336.53609401228  6.541057E-16
6339.57750419695  6.605438E-16
6342.61891438162  6.601710E-16
6345.66032456628  6.500202E-16
6348.70173475095  6.702111E-16
6351.74314493562  6.542851E-16
6354.78455512028  6.554969E-16
6357.82596530495  6.644923E-16
6360.86737548962  6.663099E-16
6363.90878567429  6.721523E-16
6366.95019585895  6.759794E-16
6369.99160604362  6.699433E-16
6373.03301622829  6.654641E-16
6376.07442641296  6.646245E-16
6379.11583659762  6.715226E-16
6382.15724678229  6.775149E-16
6385.19865696695  6.614633E-16
6388.24006715162  6.835020E-16
6391.28147733629  7.004403E-16
6394.32288752096  6.975754E-16
6397.36429770562  7.066488E-16
6400.40570789029  6.990824E-16
6403.44711807496  7.006871E-16
6406.48852825962  7.076826E-16
6409.52993844429  7.049862E-16
6412.57134862896  7.185884E-16
6415.61275881363  7.271684E-16
6418.65416899829  7.230855E-16
6421.69557918296  7.255541E-16
6424.73698936763  7.361410E-16
6427.77839955229  7.299190E-16
6430.81980973696  7.393151E-16
6433.86121992163  7.438255E-16
6436.90263010629  7.438725E-16
6439.94404029096  7.598953E-16
6442.98545047563  7.664118E-16
6446.0268606603  7.798191E-16
6449.06827084496  7.883390E-16
6452.10968102963  7.905813E-16
6455.1510912143  7.880037E-16
6458.19250139896  7.995547E-16
6461.23391158363  8.117066E-16
6464.2753217683  8.141637E-16
6467.31673195296  8.308574E-16
6470.35814213763  8.463620E-16
6473.3995523223  8.651273E-16
6476.44096250697  8.719854E-16
6479.48237269163  8.596141E-16
6482.5237828763  8.648239E-16
6485.56519306097  8.785450E-16
6488.60660324563  8.985394E-16
6491.6480134303  9.013678E-16
6494.68942361497  9.040807E-16
6497.73083379963  9.242578E-16
6500.7722439843  9.398906E-16
6503.81365416897  9.373008E-16
6506.85506435363  9.559248E-16
6509.8964745383  9.601670E-16
6512.93788472297  9.771748E-16
6515.97929490764  9.686467E-16
6519.0207050923  9.670553E-16
6522.06211527697  9.964591E-16
6525.10352546164  1.002526E-15
6528.1449356463  1.005196E-15
6531.18634583097  1.005945E-15
6534.22775601564  1.003468E-15
6537.2691662003  1.013455E-15
6540.31057638497  1.036208E-15
6543.35198656964  1.037476E-15
6546.39339675431  1.035844E-15
6549.43480693897  1.043777E-15
6552.47621712364  1.056195E-15
6555.51762730831  1.053821E-15
6558.55903749297  1.059284E-15
6561.60044767764  1.066353E-15
6564.64185786231  1.078669E-15
6567.68326804697  1.082568E-15
6570.72467823164  1.070635E-15
6573.76608841631  1.068099E-15
6576.80749860098  1.076859E-15
6579.84890878564  1.086319E-15
6582.89031897031  1.078318E-15
6585.93172915498  1.084016E-15
6588.97313933964  1.094830E-15
6592.01454952431  1.088090E-15
6595.05595970898  1.093074E-15
6598.09736989364  1.084125E-15
6601.13878007831  1.088553E-15
6604.18019026298  1.095569E-15
6607.22160044764  1.097610E-15
6610.26301063231  1.101615E-15
6613.30442081698  1.091892E-15
6616.34583100165  1.090838E-15
6619.38724118631  1.100750E-15
6622.42865137098  1.091217E-15
6625.47006155565  1.093870E-15
6628.51147174032  1.106762E-15
6631.55288192498  1.081425E-15
6634.59429210965  1.097081E-15
6637.63570229432  1.107858E-15
6640.67711247898  1.093849E-15
6643.71852266365  1.097966E-15
6646.75993284831  1.107524E-15
6649.80134303298  1.095173E-15
6652.84275321765  1.085484E-15
6655.88416340232  1.092642E-15
6658.92557358699  1.098603E-15
6661.96698377165  1.087165E-15
6665.00839395632  1.085490E-15
6668.04980414099  1.095799E-15
6671.09121432565  1.086920E-15
6674.13262451032  1.078080E-15
6677.17403469499  1.073596E-15
6680.21544487965  1.081558E-15
6683.25685506432  1.085600E-15
6686.29826524899  1.067996E-15
6689.33967543365  1.069267E-15
6692.38108561832  1.052201E-15
6695.42249580299  1.022042E-15
6698.46390598766  1.030266E-15
6701.50531617232  1.023358E-15
6704.54672635699  9.984329E-16
6707.58813654166  1.012920E-15
6710.62954672632  1.017977E-15
6713.67095691099  9.904243E-16
6716.71236709566  9.863739E-16
6719.75377728032  9.698613E-16
6722.79518746499  9.529713E-16
6725.83659764966  9.628921E-16
6728.87800783433  9.417375E-16
6731.91941801899  9.272049E-16
6734.96082820366  9.257535E-16
6738.00223838833  9.058648E-16
6741.04364857299  9.073736E-16
6744.08505875766  8.960623E-16
6747.12646894233  8.729874E-16
6750.16787912699  8.660728E-16
6753.20928931166  8.711588E-16
6756.25069949633  8.453880E-16
6759.29210968099  8.147254E-16
6762.33351986566  8.112798E-16
6765.37493005033  8.070711E-16
6768.416340235  8.146084E-16
6771.45775041966  7.985395E-16
6774.49916060433  7.977462E-16
6777.540570789  7.706398E-16
6780.58198097366  7.628615E-16
6783.62339115833  7.402422E-16
6786.664801343  7.457495E-16
6789.70621152767  7.204775E-16
6792.74762171233  6.995154E-16
6795.789031897  7.000705E-16
6798.83044208167  6.970551E-16
6801.87185226633  6.996040E-16
6804.913262451  6.637870E-16
6807.95467263567  6.544055E-16
6810.99608282034  6.540568E-16
6814.037493005  6.356091E-16
6817.07890318967  6.252291E-16
6820.12031337434  6.251349E-16
6823.161723559  6.176001E-16
6826.20313374367  6.165066E-16
6829.24454392834  5.980915E-16
6832.285954113  5.829082E-16
6835.32736429767  5.782020E-16
6838.36877448234  5.637007E-16
6841.410184667  5.458837E-16
6844.45159485167  5.620495E-16
6847.49300503634  5.418594E-16
6850.53441522101  5.327331E-16
6853.57582540567  5.406013E-16
6856.61723559034  5.382643E-16
6859.65864577501  5.305281E-16
6862.70005595967  4.998818E-16
6865.74146614434  4.945320E-16
6868.78287632901  4.839462E-16
6871.82428651368  5.057115E-16
6874.86569669834  5.181762E-16
6877.90710688301  5.055656E-16
6880.94851706768  4.908400E-16
6883.98992725234  4.647347E-16
6887.03133743701  4.670240E-16
6890.07274762168  4.625871E-16
6893.11415780634  4.613714E-16
6896.15556799101  4.661038E-16
6899.19697817568  4.650224E-16
6902.23838836035  4.484341E-16
6905.27979854501  4.508999E-16
6908.32120872968  4.661384E-16
6911.36261891434  4.477307E-16
6914.40402909901  4.482918E-16
6917.44543928368  4.472038E-16
6920.48684946835  4.398550E-16
6923.52825965301  4.374153E-16
6926.56966983768  4.307457E-16
6929.61108002235  4.263878E-16
6932.65249020701  4.285758E-16
6935.69390039168  4.322309E-16
6938.73531057635  4.201128E-16
6941.77672076102  4.150657E-16
6944.81813094568  4.257919E-16
6947.85954113035  4.266078E-16
6950.90095131502  4.234299E-16
6953.94236149968  4.101839E-16
6956.98377168435  4.007814E-16
6960.02518186902  4.178389E-16
6963.06659205369  4.165411E-16
6966.10800223835  4.207669E-16
6969.14941242302  4.075970E-16
6972.19082260769  4.067514E-16
6975.23223279235  4.009703E-16
6978.27364297702  4.042402E-16
6981.31505316169  4.045236E-16
6984.35646334635  4.091506E-16
6987.39787353102  4.106885E-16
6990.43928371569  3.989821E-16
6993.48069390036  3.970651E-16
6996.52210408502  3.956242E-16
6999.56351426969  3.965321E-16
7002.60492445436  4.121988E-16
7005.64633463902  4.133763E-16
7008.68774482369  4.183751E-16
7011.72915500836  4.083135E-16
7014.77056519302  3.883942E-16
7017.81197537769  3.888255E-16
7020.85338556236  3.965181E-16
7023.89479574702  3.869270E-16
7026.93620593169  3.863136E-16
7029.97761611636  3.916070E-16
7033.01902630103  3.880656E-16
7036.06043648569  3.926410E-16
7039.10184667036  3.999357E-16
7042.14325685503  3.876862E-16
7045.18466703969  3.832537E-16
7048.22607722436  3.872264E-16
7051.26748740903  3.840512E-16
7054.3088975937  3.858636E-16
7057.35030777836  3.846070E-16
7060.39171796303  3.813994E-16
7063.4331281477  3.692815E-16
7066.47453833236  3.756846E-16
7069.51594851703  3.870159E-16
7072.5573587017  3.744267E-16
7075.59876888636  3.768757E-16
7078.64017907103  3.749292E-16
7081.6815892557  3.714784E-16
7084.72299944037  3.758990E-16
7087.76440962503  3.723330E-16
7090.8058198097  3.650994E-16
7093.84722999437  3.604582E-16
7096.88864017904  3.525956E-16
7099.9300503637  3.585484E-16
7102.97146054837  3.581446E-16
7106.01287073303  3.457871E-16
7109.0542809177  3.515678E-16
7112.09569110237  3.535432E-16
7115.13710128703  3.459367E-16
7118.1785114717  3.445385E-16
7121.21992165637  3.457155E-16
7124.26133184104  3.406241E-16
7127.3027420257  3.407746E-16
7130.34415221037  3.375221E-16
7133.38556239504  3.391544E-16
7136.4269725797  3.389111E-16
7139.46838276437  3.301319E-16
7142.50979294904  3.295859E-16
7145.55120313371  3.238264E-16
7148.59261331837  3.280214E-16
7151.63402350304  3.361464E-16
7154.67543368771  3.204483E-16
7157.71684387237  3.268323E-16
7160.75825405704  3.322765E-16
7163.79966424171  3.437829E-16
7166.84107442637  3.281437E-16
7169.88248461104  3.249533E-16
7172.92389479571  3.285174E-16
7175.96530498038  3.343285E-16
7179.00671516504  3.355062E-16
7182.04812534971  3.340094E-16
7185.08953553438  3.358667E-16
7188.13094571904  3.292953E-16
7191.17235590371  3.254716E-16
7194.21376608838  3.401212E-16
7197.25517627304  3.370130E-16
7200.29658645771  3.377259E-16
7203.33799664238  3.407475E-16
7206.37940682705  3.414480E-16
7209.42081701171  3.413327E-16
7212.46222719638  3.508682E-16
7215.50363738105  3.455686E-16
7218.54504756571  3.407962E-16
7221.58645775038  3.559801E-16
7224.62786793505  3.518636E-16
7227.66927811972  3.504376E-16
7230.71068830438  3.431753E-16
7233.75209848905  3.391630E-16
7236.79350867372  3.457415E-16
7239.83491885838  3.453557E-16
7242.87632904305  3.501027E-16
7245.91773922772  3.534382E-16
7248.95914941238  3.580023E-16
7252.00055959705  3.569067E-16
7255.04196978172  3.523565E-16
7258.08337996638  3.499707E-16
7261.12479015105  3.564168E-16
7264.16620033572  3.501547E-16
7267.20761052038  3.622700E-16
7270.24902070505  3.547466E-16
7273.29043088972  3.544356E-16
7276.33184107439  3.583546E-16
7279.37325125905  3.574250E-16
7282.41466144372  3.555898E-16
7285.45607162839  3.681201E-16
7288.49748181305  3.639541E-16
7291.53889199772  3.725775E-16
7294.58030218239  3.558259E-16
7297.62171236706  3.566504E-16
7300.66312255172  3.738781E-16
7303.70453273639  3.775449E-16
7306.74594292106  3.849026E-16
7309.78735310572  3.820991E-16
7312.82876329039  3.892686E-16
7315.87017347506  3.875319E-16
7318.91158365973  3.923747E-16
7321.95299384439  3.831145E-16
7324.99440402906  3.815990E-16
7328.03581421373  3.920440E-16
7331.07722439839  3.920563E-16
7334.11863458306  3.970506E-16
7337.16004476773  4.063444E-16
7340.20145495239  4.052332E-16
7343.24286513706  3.963468E-16
7346.28427532173  3.965641E-16
7349.3256855064  4.026196E-16
7352.36709569106  3.983264E-16
7355.40850587573  3.988595E-16
7358.4499160604  4.019047E-16
7361.49132624506  4.070635E-16
7364.53273642973  4.017806E-16
7367.5741466144  4.035131E-16
7370.61555679906  4.003723E-16
7373.65696698373  4.108920E-16
7376.6983771684  4.122878E-16
7379.73978735307  4.213406E-16
7382.78119753773  4.144998E-16
7385.8226077224  4.053894E-16
7388.86401790707  4.121949E-16
7391.90542809173  4.326964E-16
7394.9468382764  4.269465E-16
7397.98824846107  4.229000E-16
7401.02965864573  4.103774E-16
7404.0710688304  4.187502E-16
7407.11247901507  4.222771E-16
7410.15388919974  4.171078E-16
7413.1952993844  4.251764E-16
7416.23670956907  4.237509E-16
7419.27811975374  4.294522E-16
7422.3195299384  4.405836E-16
7425.36094012307  4.461820E-16
7428.40235030774  4.368461E-16
7431.44376049241  4.434687E-16
7434.48517067707  4.284503E-16
7437.52658086174  4.358752E-16
7440.56799104641  4.388256E-16
7443.60940123107  4.315263E-16
7446.65081141574  4.351168E-16
7449.69222160041  4.405987E-16
7452.73363178507  4.485343E-16
7455.77504196974  4.473026E-16
7458.81645215441  4.533587E-16
7461.85786233907  4.593230E-16
7464.89927252374  4.539087E-16
7467.94068270841  4.565372E-16
7470.98209289308  4.608278E-16
7474.02350307774  4.632971E-16
7477.06491326241  4.714916E-16
7480.10632344707  4.646537E-16
7483.14773363174  4.483531E-16
7486.18914381641  4.553942E-16
7489.23055400108  4.488995E-16
7492.27196418574  4.561159E-16
7495.31337437041  4.688323E-16
7498.35478455508  4.580090E-16
7501.39619473974  4.587702E-16
7504.43760492441  4.693965E-16
7507.47901510908  4.569733E-16
7510.52042529375  4.601652E-16
7513.56183547841  4.611726E-16
7516.60324566308  4.566621E-16
7519.64465584775  4.633712E-16
7522.68606603241  4.634083E-16
7525.72747621708  4.629468E-16
7528.76888640175  4.626089E-16
7531.81029658641  4.566815E-16
7534.85170677108  4.563135E-16
7537.89311695575  4.504020E-16
7540.93452714042  4.587103E-16
7543.97593732508  4.792307E-16
7547.01734750975  4.609092E-16
7550.05875769442  4.540381E-16
7553.10016787908  4.638240E-16
7556.14157806375  4.683669E-16
7559.18298824842  4.590346E-16
7562.22439843308  4.675500E-16
7565.26580861775  4.612906E-16
7568.30721880242  4.756627E-16
7571.34862898709  4.677315E-16
7574.39003917175  4.590266E-16
7577.43144935642  4.580479E-16
7580.47285954109  4.532367E-16
7583.51426972575  4.407662E-16
7586.55567991042  4.584680E-16
7589.59709009509  4.645669E-16
7592.63850027975  4.254960E-16
7595.67991046442  3.798738E-16
7598.72132064909  3.622681E-16
7601.76273083376  3.946740E-16
7604.80414101842  3.951574E-16
7607.84555120309  4.318362E-16
7610.88696138776  4.731676E-16
7613.92837157242  4.945794E-16
7616.96978175709  4.780744E-16
7620.01119194176  4.470327E-16
7623.05260212642  3.993396E-16
7626.09401231109  4.158692E-16
7629.13542249576  4.270688E-16
7632.17683268043  4.195786E-16
7635.21824286509  4.203120E-16
7638.25965304976  4.433999E-16
7641.30106323443  4.470465E-16
7644.3424734191  4.453842E-16
7647.38388360376  4.507497E-16
7650.42529378843  4.512245E-16
7653.4667039731  4.467026E-16
7656.50811415776  4.479999E-16
7659.54952434243  4.403250E-16
7662.5909345271  4.361898E-16
7665.63234471176  4.379480E-16
7668.67375489643  4.417347E-16
7671.7151650811  4.425404E-16
7674.75657526576  4.563958E-16
7677.79798545043  4.529002E-16
7680.8393956351  4.395373E-16
7683.88080581977  4.387328E-16
7686.92221600443  4.473964E-16
7689.9636261891  4.532538E-16
7693.00503637377  4.541537E-16
7696.04644655843  4.668506E-16
7699.0878567431  4.352510E-16
7702.12926692777  4.395200E-16
7705.17067711243  4.371555E-16
7708.2120872971  4.488111E-16
7711.25349748177  4.617532E-16
7714.29490766644  4.550722E-16
7717.3363178511  4.391461E-16
7720.37772803577  4.426169E-16
7723.41913822044  4.486154E-16
7726.4605484051  4.512255E-16
7729.50195858977  4.564322E-16
7732.54336877444  4.587750E-16
7735.5847789591  4.509083E-16
7738.62618914377  4.527778E-16
7741.66759932844  4.491492E-16
7744.7090095131  4.603995E-16
7747.75041969777  4.597198E-16
7750.79182988244  4.550035E-16
7753.83324006711  4.626036E-16
7756.87465025177  4.699934E-16
7759.91606043644  4.684366E-16
7762.95747062111  4.480027E-16
7765.99888080577  4.759915E-16
7769.04029099044  4.722112E-16
7772.08170117511  4.711125E-16
7775.12311135978  4.754100E-16
7778.16452154444  4.771492E-16
7781.20593172911  4.831746E-16
7784.24734191378  4.885556E-16
7787.28875209844  4.716729E-16
7790.33016228311  4.708637E-16
7793.37157246778  4.904773E-16
7796.41298265245  4.811648E-16
7799.45439283711  4.901892E-16
7802.49580302178  4.685890E-16
7805.53721320645  4.800916E-16
7808.57862339111  4.819287E-16
7811.62003357578  4.832978E-16
7814.66144376045  4.736077E-16
7817.70285394511  4.859942E-16
7820.74426412978  4.801870E-16
7823.78567431445  4.689405E-16
7826.82708449911  4.775614E-16
7829.86849468378  4.784621E-16
7832.90990486845  4.709602E-16
7835.95131505311  4.717691E-16
7838.99272523778  4.737640E-16
7842.03413542245  4.740280E-16
7845.07554560712  4.680500E-16
7848.11695579178  4.711568E-16
7851.15836597645  4.813618E-16
7854.19977616112  4.830636E-16
7857.24118634579  4.704292E-16
7860.28259653045  4.704400E-16
7863.32400671512  4.794825E-16
7866.36541689979  4.590292E-16
7869.40682708445  4.634787E-16
7872.44823726912  4.597553E-16
7875.48964745379  4.682423E-16
7878.53105763845  4.541329E-16
7881.57246782312  4.496651E-16
7884.61387800779  4.579099E-16
7887.65528819245  4.546149E-16
7890.69669837712  4.524521E-16
7893.73810856179  4.443420E-16
7896.77951874645  4.418769E-16
7899.82092893112  4.364660E-16
7902.86233911579  4.372110E-16
7905.90374930046  4.387464E-16
7908.94515948512  4.283721E-16
7911.98656966979  4.221741E-16
7915.02797985446  4.238458E-16
7918.06939003912  4.439523E-16
7921.11080022379  4.474300E-16
7924.15221040846  4.452277E-16
7927.19362059313  4.380018E-16
7930.23503077779  4.390710E-16
7933.27644096246  4.289735E-16
7936.31785114713  4.205312E-16
7939.35926133179  4.375973E-16
7942.40067151646  4.348455E-16
7945.44208170113  4.244138E-16
7948.48349188579  4.237442E-16
7951.52490207046  4.278975E-16
7954.56631225513  4.255128E-16
7957.60772243979  4.121230E-16
7960.64913262446  4.230497E-16
7963.69054280913  4.082192E-16
7966.7319529938  3.924104E-16
7969.77336317846  4.057939E-16
7972.81477336313  4.172579E-16
7975.8561835478  4.210688E-16
7978.89759373247  4.055843E-16
7981.93900391713  4.062571E-16
7984.9804141018  4.026005E-16
7988.02182428647  3.997195E-16
7991.06323447113  4.088974E-16
7994.1046446558  4.011217E-16
7997.14605484047  3.925822E-16
8000.18746502513  3.882355E-16
8003.2288752098  3.849100E-16
8006.27028539447  3.934961E-16
8009.31169557913  3.777378E-16
8012.3531057638  3.756537E-16
8015.39451594847  3.704066E-16
8018.43592613314  3.838211E-16
8021.4773363178  3.727477E-16
8024.51874650247  3.670085E-16
8027.56015668714  3.721086E-16
8030.6015668718  3.638347E-16
8033.64297705647  3.675436E-16
8036.68438724114  3.671439E-16
8039.72579742581  3.632306E-16
8042.76720761047  3.627783E-16
8045.80861779514  3.473051E-16
8048.85002797981  3.491247E-16
8051.89143816447  3.449815E-16
8054.93284834914  3.358758E-16
8057.97425853381  3.476831E-16
8061.01566871847  3.409168E-16
8064.05707890314  3.290768E-16
8067.09848908781  3.378003E-16
8070.13989927247  3.318461E-16
8073.18130945714  3.253532E-16
8076.22271964181  3.223238E-16
8079.26412982648  3.135881E-16
8082.30554001114  3.125488E-16
8085.34695019581  3.205727E-16
8088.38836038048  3.201987E-16
8091.42977056514  3.127118E-16
8094.47118074981  3.066037E-16
8097.51259093448  2.972466E-16
8100.55400111914  2.883256E-16
8103.59541130381  3.021884E-16
8106.63682148848  3.025700E-16
8109.67823167315  2.909290E-16
8112.71964185781  2.953681E-16
8115.76105204248  2.883720E-16
8118.80246222715  2.846798E-16
8121.84387241181  2.842604E-16
8124.88528259648  2.787764E-16
8127.92669278115  2.886957E-16
8130.96810296582  2.672589E-16
8134.00951315048  2.660016E-16
8137.05092333515  2.646065E-16
8140.09233351981  2.707395E-16
8143.13374370448  2.593100E-16
8146.17515388915  2.510318E-16
8149.21656407382  2.585917E-16
8152.25797425848  2.592193E-16
8155.29938444315  2.569514E-16
8158.34079462782  2.627414E-16
8161.38220481248  2.518810E-16
8164.42361499715  2.506291E-16
8167.46502518182  2.495842E-16
8170.50643536649  2.424783E-16
8173.54784555115  2.513144E-16
8176.58925573582  2.346302E-16
8179.63066592049  2.377246E-16
8182.67207610515  2.315096E-16
8185.71348628982  2.197502E-16
8188.75489647449  2.210079E-16
8191.79630665916  2.216113E-16
8194.83771684382  2.298688E-16
8197.87912702849  2.213128E-16
8200.92053721315  2.119772E-16
8203.96194739782  2.092090E-16
8207.00335758249  2.020955E-16
8210.04476776715  1.974177E-16
8213.08617795182  1.923322E-16
8216.12758813649  1.755125E-16
8219.16899832116  1.698093E-16
8222.21040850582  1.656307E-16
8225.25181869049  1.587452E-16
8228.29322887516  1.519939E-16
8231.33463905983  1.447632E-16
8234.37604924449  1.363435E-16
8237.41745942916  1.377486E-16
8240.45886961383  1.304212E-16
8243.50027979849  1.220675E-16
8246.54168998316  1.330323E-16
8249.58310016783  1.142893E-16
8252.62451035249  1.159316E-16
8255.66592053716  1.189363E-16
8258.70733072183  9.699920E-17
8261.7487409065  9.655203E-17
8264.79015109116  9.869056E-17
8267.83156127583  9.039906E-17
8270.8729714605  8.174724E-17
8273.91438164516  7.656042E-17
8276.95579182983  7.777212E-17
8279.9972020145  7.860487E-17
8283.03861219917  9.148049E-17
8286.08002238383  8.852206E-17
8289.1214325685  7.387072E-17
8292.16284275317  6.652366E-17
8295.20425293783  6.243653E-17
8298.2456631225  6.036981E-17
8301.28707330717  6.375324E-17
8304.32848349183  6.461470E-17
8307.3698936765  6.294189E-17
8310.41130386117  6.194447E-17
8313.45271404583  6.434788E-17
8316.4941242305  5.559160E-17
8319.53553441517  5.375251E-17
8322.57694459983  5.687376E-17
8325.6183547845  5.656273E-17
8328.65976496917  6.116168E-17
8331.70117515384  5.638269E-17
8334.7425853385  5.759360E-17
8337.78399552317  5.616520E-17
8340.82540570784  4.746395E-17
8343.8668158925  5.276669E-17
8346.90822607717  6.247771E-17
8349.94963626184  4.765027E-17
8352.99104644651  4.748313E-17
8356.03245663117  4.115574E-17
8359.07386681584  4.669304E-17
8362.11527700051  4.522025E-17
8365.15668718517  4.719595E-17
8368.19809736984  5.484896E-17
8371.23950755451  5.589999E-17
8374.28091773918  5.589803E-17
8377.32232792384  4.610445E-17
8380.36373810851  5.718425E-17
8383.40514829318  5.964758E-17
8386.44655847784  6.446402E-17
8389.48796866251  5.911327E-17
8392.52937884718  5.370835E-17
8395.57078903185  6.379030E-17
8398.61219921651  5.869755E-17
8401.65360940118  5.040152E-17
8404.69501958584  5.175085E-17
8407.73642977051  5.424609E-17
8410.77783995518  6.345419E-17
8413.81925013985  5.660253E-17
8416.86066032451  6.246375E-17
8419.90207050918  6.080975E-17
8422.94348069385  6.346591E-17
8425.98489087851  7.335094E-17
8429.02630106318  8.979713E-17
8432.06771124785  8.839012E-17
8435.10912143251  7.039378E-17
8438.15053161718  7.013121E-17
8441.19194180185  8.315643E-17
8444.23335198652  8.049768E-17
8447.27476217118  7.161222E-17
8450.31617235585  7.909133E-17
8453.35758254052  8.263106E-17
8456.39899272518  8.239737E-17
8459.44040290985  7.463763E-17
8462.48181309452  8.366694E-17
8465.52322327918  7.842259E-17
8468.56463346385  7.542947E-17
8471.60604364852  7.974871E-17
8474.64745383319  9.737673E-17
8477.68886401785  9.347007E-17
8480.73027420252  9.368720E-17
8483.77168438719  8.873499E-17
8486.81309457185  8.841552E-17
8489.85450475652  1.028783E-16
8492.89591494119  1.013117E-16
8495.93732512586  9.655763E-17
8498.97873531052  1.100198E-16
8502.02014549519  1.098901E-16
8505.06155567986  1.103377E-16
8508.10296586452  1.174781E-16
8511.14437604919  1.399086E-16
8514.18578623386  1.470677E-16
8517.22719641852  1.487076E-16
8520.26860660319  1.623997E-16
8523.31001678786  1.607110E-16
8526.35142697253  1.864935E-16
8529.39283715719  1.917812E-16
8532.43424734186  1.970855E-16
8535.47565752653  2.013729E-16
8538.51706771119  2.067089E-16
8541.55847789586  2.144540E-16
8544.59988808053  2.211882E-16
8547.64129826519  2.244556E-16
8550.68270844986  2.370863E-16
8553.72411863453  2.533812E-16
8556.7655288192  2.580967E-16
8559.80693900386  2.543583E-16
8562.84834918853  2.703231E-16
8565.8897593732  2.870249E-16
8568.93116955786  2.828844E-16
8571.97257974253  2.773620E-16
8575.0139899272  2.818433E-16
8578.05540011186  3.002621E-16
8581.09681029653  3.090873E-16
8584.1382204812  3.171861E-16
8587.17963066587  3.231216E-16
8590.22104085053  3.190302E-16
8593.2624510352  3.296848E-16
8596.30386121986  3.165677E-16
8599.34527140453  3.029987E-16
8602.3866815892  3.299580E-16
8605.42809177387  3.487613E-16
8608.46950195853  3.486552E-16
8611.5109121432  3.652818E-16
8614.55232232787  3.583754E-16
