@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.840
@SPECTRUM spectrum_06D2ga_1241.dat
@SN-NAME 06D2ga
       8502.990            0.00819        0.00341
       8517.990            0.00566        0.00215
       8532.990            0.00136        0.00228
       8547.990           -0.00009        0.00253
       8562.990            0.00456        0.00227
       8577.990            0.00547        0.00215
       8592.990            0.00473        0.00251
       8607.990            0.00425        0.00224
       8622.990            0.00468        0.00306
       8637.990            0.00917        0.00293
       8652.990           -0.00195        0.00338
       8667.990            0.00402        0.00294
       8682.990            0.00365        0.00276
       8697.990            0.00584        0.00241
       8712.990            0.00702        0.00265
       8727.990            0.00310        0.00241
       8742.990            0.00521        0.00274
       8757.990            0.00718        0.00381
       8772.990            0.00066        0.00612
       8787.990            0.00564        0.00411
       8802.990           -0.00208        0.00312
       8817.990            0.00393        0.00343
       8832.990            0.01377        0.00637
       8847.990            0.00479        0.00430
       8862.990            0.00581        0.00392
       8877.990            0.00599        0.00515
