wavelength spec_sum spec_optimal
3904.76 7.98899 74.2794
3907.67 11.1993 77.989
3910.58 5.11972 83.2826
3913.49 11.3434 64.9823
3916.41 15.572 62.752
3919.32 12.2482 65.2026
3922.23 14.4244 79.0297
3925.14 8.95224 83.3808
3928.05 4.31176 84.8597
3930.96 11.1809 70.2758
3933.87 6.2092 78.8469
3936.78 7.39521 73.2948
3939.7 9.79245 75.7629
3942.61 9.30144 70.8155
3945.52 9.01548 69.5441
3948.43 8.26304 68.9392
3951.34 11.8971 72.4483
3954.25 9.8313 82.9177
3957.16 7.26062 73.5122
3960.07 7.76853 85.1807
3962.98 10.6677 82.9703
3965.89 7.72679 85.8602
3968.8 12.5324 78.5999
3971.72 14.1747 79.7324
3974.63 13.4632 77.117
3977.54 17.8308 73.9823
3980.45 15.4804 75.1691
3983.36 20.7841 68.4224
3986.27 18.2501 70.0491
3989.18 20.5429 76.6979
3992.09 18.64 81.1951
3995 24.6009 94.5487
3997.91 25.9175 91.3839
4000.82 28.2614 89.4793
4003.73 25.6214 96.4602
4006.64 22.844 91.1385
4009.56 28.5877 104.503
4012.47 30.8762 104.467
4015.38 28.5063 101.552
4018.29 33.9735 111.093
4021.2 27.9599 108.981
4024.11 26.9481 109.511
4027.02 31.8915 104.374
4029.93 31.1183 103.592
4032.84 36.9215 100.874
4035.75 38.874 91.72
4038.66 29.6158 98.8914
4041.57 38.1933 97.1337
4044.48 40.7428 93.4366
4047.39 47.2803 97.5358
4050.3 35.9734 104.621
4053.21 44.7007 111.168
4056.12 45.3313 100.4
4059.03 45.343 110.973
4061.94 41.6113 115.222
4064.85 47.7016 110.603
4067.76 47.8325 119.673
4070.67 38.1916 108.944
4073.58 50.5828 111.733
4076.49 42.7326 114.398
4079.4 46.7778 110.87
4082.31 51.0646 104.136
4085.22 51.1162 103.945
4088.13 47.0381 104.863
4091.04 49.6826 107.417
4093.95 51.027 107.238
4096.86 50.2412 109.044
4099.77 54.699 115.702
4102.68 47.4221 117.887
4105.59 41.8002 117.542
4108.5 52.4598 112.378
4111.41 42.9275 107.89
4114.32 44.062 108.521
4117.23 47.1513 97.3399
4120.14 45.5497 91.996
4123.05 41.0576 93.0533
4125.96 37.1126 89.5975
4128.87 42.5159 99.3518
4131.78 38.2163 92.785
4134.69 42.2661 102.392
4137.6 39.9781 98.5971
4140.51 33.5067 115.165
4143.42 34.3952 109.096
4146.33 35.0244 107.84
4149.24 32.7426 119.814
4152.14 32.6393 108.986
4155.05 31.158 114.426
4157.96 23.1372 113.004
4160.87 25.2129 104.423
4163.78 30.1973 117.624
4166.69 24.9645 115.784
4169.6 30.7237 118.756
4172.51 26.8185 121.447
4175.42 26.93 110.817
4178.33 25.3264 113.293
4181.24 24.5297 113.591
4184.15 25.7189 116.604
4187.05 29.8824 105.718
4189.96 28.6918 121.816
4192.87 29.8974 124.655
4195.78 29.8182 108.165
4198.69 29.2604 108.468
4201.6 32.1364 100.311
4204.51 26.0544 112.743
4207.42 22.2549 117.064
4210.33 29.5219 110.966
4213.23 24.8997 114.951
4216.14 28.6274 111.525
4219.05 31.0052 112.727
4221.96 29.7999 116.995
4224.87 30.5079 112.785
4227.78 32.8417 113.978
4230.69 30.364 106.032
4233.6 28.6076 117.707
4236.5 31.0395 108.204
4239.41 33.5622 105.448
4242.32 31.8327 112.557
4245.23 25.1847 112.079
4248.14 23.4148 92.8672
4251.05 26.1077 103.987
4253.95 29.5631 93.7576
4256.86 32.3363 97.6641
4259.77 28.6255 96.9963
4262.68 29.6245 91.2088
4265.59 29.5167 83.8785
4268.49 30.0409 94.9628
4271.4 31.5993 96.4481
4274.31 29.8915 100.656
4277.22 36.1374 101.353
4280.13 27.0437 102.233
4283.03 31.3148 103.331
4285.94 26.4156 109.442
4288.85 28.0533 107.198
4291.76 30.9759 104.568
4294.67 28.6055 110.868
4297.57 36.0984 108.863
4300.48 30.1956 107.278
4303.39 34.4393 111.964
4306.3 34.1153 114.844
4309.2 36.1649 107.208
4312.11 37.2264 112.73
4315.02 37.8329 103.422
4317.93 36.3979 112.944
4320.83 34.995 109.949
4323.74 38.4978 117.468
4326.65 36.2172 109.134
4329.56 33.1127 116.808
4332.46 35.073 117.596
4335.37 38.2681 113.827
4338.28 37.3236 115.551
4341.19 39.512 109.852
4344.09 41.1436 114.333
4347 33.5063 115.91
4349.91 41.1021 112.527
4352.81 39.9787 115.54
4355.72 38.7714 111.455
4358.63 38.1211 114.003
4361.54 28.1482 110.584
4364.44 30.079 112.28
4367.35 35.9839 111.002
4370.26 31.0229 109.856
4373.16 30.6295 114.64
4376.07 43.4822 118.923
4378.98 36.2044 111.951
4381.88 35.6476 118.81
4384.79 35.7415 111.877
4387.7 35.0884 113.842
4390.6 33.637 111.13
4393.51 34.0769 116.874
4396.42 34.5549 113.334
4399.32 35.0016 109.168
4402.23 33.7778 113.173
4405.14 30.5981 115.085
4408.04 33.246 109.582
4410.95 33.1461 106.935
4413.85 32.5559 111.947
4416.76 34.6286 112.994
4419.67 27.2766 112.165
4422.57 30.748 111.282
4425.48 22.9163 114.968
4428.39 30.1376 112.374
4431.29 23.9913 111.581
4434.2 33.2065 112.775
4437.1 31.6002 110.75
4440.01 31.0613 110.827
4442.92 30.2989 107.702
4445.82 24.2323 108.058
4448.73 37.4212 110.077
4451.63 29.9504 113.626
4454.54 35.1765 106.597
4457.44 32.6307 111.898
4460.35 28.4225 108.089
4463.25 28.4075 104.785
4466.16 26.9387 105.277
4469.07 22.351 99.0561
4471.97 29.2753 105.598
4474.88 29.2668 98.5782
4477.78 26.845 102.97
4480.69 27.1813 98.4805
4483.59 27.2061 109.791
4486.5 22.8721 105.69
4489.4 27.6347 103.263
4492.31 24.8208 99.9672
4495.21 15.9292 97.152
4498.12 25.8728 98.836
4501.02 24.24 96.9242
4503.93 14.8359 102.107
4506.83 18.5761 95.969
4509.74 20.2217 96.5572
4512.64 13.3536 108.032
4515.55 17.9274 98.2657
4518.45 19.8968 98.718
4521.36 19.7641 94.9389
4524.26 16.8643 93.171
4527.17 17.5175 92.2075
4530.07 17.7361 97.786
4532.97 16.1763 94.1874
4535.88 16.183 94.6811
4538.78 13.4875 103.345
4541.69 11.5755 100.71
4544.59 13.6238 96.631
4547.5 14.6712 97.1459
4550.4 13.4972 99.3371
4553.3 13.9811 98.2537
4556.21 12.4665 95.944
4559.11 13.5094 93.8153
4562.02 10.5677 93.9622
4564.92 17.4253 95.7056
4567.82 11.2434 91.4999
4570.73 16.9066 95.4347
4573.63 15.2237 97.4822
4576.54 4.9049 95.8272
4579.44 11.5289 93.4888
4582.34 15.3235 93.3225
4585.25 13.7111 102.796
4588.15 12.9865 97.9559
4591.05 10.312 95.8277
4593.96 9.84819 100.593
4596.86 15.2443 98.6073
4599.76 14.4534 97.8636
4602.67 16.3073 104.447
4605.57 14.4525 106.082
4608.47 16.8131 102.009
4611.38 21.4253 102.308
4614.28 15.7403 101.555
4617.18 18.6571 106.655
4620.09 18.2503 100
4622.99 13.5614 100.771
4625.89 19.2427 110.19
4628.8 19.1815 107.151
4631.7 16.4082 111.022
4634.6 17.4161 104.798
4637.5 21.9738 103.439
4640.41 16.2877 97.1234
4643.31 22.7755 102.433
4646.21 24.9275 97.4193
4649.11 26.9234 114.062
4652.02 28.0088 111.221
4654.92 25.1758 107.536
4657.82 25.4876 111.662
4660.72 24.0274 116.713
4663.63 26.8078 121.487
4666.53 30.4965 118.297
4669.43 28.4537 121.793
4672.33 29.2116 110.519
4675.23 30.8047 126.031
4678.14 35.5304 117.293
4681.04 32.0168 123.609
4683.94 36.5082 127.534
4686.84 33.7657 125.068
4689.74 39.2795 124.225
4692.65 42.181 125.919
4695.55 34.7017 126.657
4698.45 39.9333 121.74
4701.35 43.4544 131.383
4704.25 43.886 132.331
4707.15 38.3689 118.463
4710.05 42.7549 127.786
4712.96 49.3265 131.329
4715.86 48.1359 131.166
4718.76 42.0859 133.789
4721.66 49.5595 128.953
4724.56 53.018 136.358
4727.46 41.8096 130.245
4730.36 51.6867 128.006
4733.26 50.1112 132.93
4736.16 52.896 137.455
4739.07 50.6177 134.962
4741.97 46.3862 131.513
4744.87 48.4708 131.544
4747.77 53.1991 134.446
4750.67 53.2129 135.081
4753.57 54.3851 130.037
4756.47 53.3962 133.383
4759.37 45.9756 138.694
4762.27 45.9355 128.393
4765.17 51.9878 128.908
4768.07 53.5176 130.346
4770.97 52.5737 126.719
4773.87 43.7168 125.517
4776.77 53.7141 134.353
4779.67 56.4584 127.189
4782.57 55.129 132.19
4785.47 54.717 127.987
4788.37 48.081 125.01
4791.27 49.2096 129.896
4794.17 52.4754 132.279
4797.07 44.9199 124.687
4799.97 48.5744 121.64
4802.87 43.3695 126.686
4805.77 44.6645 127.314
4808.67 43.0584 119.529
4811.57 47.8903 122.854
4814.47 43.9837 126.276
4817.37 40.8487 125.741
4820.27 42.608 116.854
4823.16 41.6237 132.624
4826.06 29.6302 122.568
4828.96 30.3927 121.973
4831.86 37.5617 121.065
4834.76 37.3444 122.007
4837.66 33.2575 120.204
4840.56 30.6723 116.952
4843.46 34.504 131.014
4846.36 33.4777 124.975
4849.25 23.4636 124.084
4852.15 30.6814 120.242
4855.05 33.0187 123.44
4857.95 22.4083 116.977
4860.85 28.9645 120.29
4863.75 29.1911 119.943
4866.64 27.5716 120.511
4869.54 29.6925 124.983
4872.44 27.1545 121.946
4875.34 26.1525 128.778
4878.24 21.3727 122.299
4881.13 23.7076 118.053
4884.03 19.0358 124.192
4886.93 24.4622 123.271
4889.83 28.1601 112.173
4892.73 28.7708 124.979
4895.62 24.6951 127.512
4898.52 21.2685 117.698
4901.42 14.9868 121.987
4904.32 14.1541 124.171
4907.21 14.4587 119.098
4910.11 19.9594 120.476
4913.01 9.5301 117.435
4915.9 12.9732 115.582
4918.8 11.1713 115.246
4921.7 17.7002 126.708
4924.6 16.2652 114.378
4927.49 16.3637 109.164
4930.39 15.5208 111.098
4933.29 12.5373 117.405
4936.18 8.59117 115.682
4939.08 16.0066 116.523
4941.98 15.8403 111.419
4944.87 15.8677 116.342
4947.77 20.7296 110.397
4950.66 16.6817 105.333
4953.56 16.9175 118.244
4956.46 14.3302 113.517
4959.35 17.3034 120.33
4962.25 17.8876 113.736
4965.15 15.8343 118.096
4968.04 18.1148 113.659
4970.94 21.2942 108.309
4973.83 19.5308 114.224
4976.73 17.8658 117.492
4979.62 16.4136 115.046
4982.52 16.1798 110.566
4985.42 12.8016 118.814
4988.31 11.9389 108.492
4991.21 16.7713 109.043
4994.1 15.7975 112.236
4997 18.3628 110.511
4999.89 14.5875 114.514
5002.79 14.7929 107.952
5005.68 13.3274 111.527
5008.58 18.2551 109.283
5011.47 16.2024 106.995
5014.37 17.7661 108.194
5017.26 17.8845 109.438
5020.16 15.466 111.578
5023.05 14.4918 101.456
5025.95 16.361 112.073
5028.84 14.727 112.623
5031.73 15.5512 110.546
5034.63 14.0604 108.98
5037.52 18.167 104.576
5040.42 10.6341 101.587
5043.31 14.9969 107.415
5046.21 14.5895 115.382
5049.1 10.8025 130.057
5051.99 16.3874 136.061
5054.89 13.8196 130.343
5057.78 20.2612 122.656
5060.67 15.0894 108.589
5063.57 19.1016 112.256
5066.46 18.8713 116.581
5069.36 16.1765 110.405
5072.25 23.658 108.167
5075.14 22.4988 102.39
5078.04 18.8344 108.297
5080.93 22.6945 105.596
5083.82 24.2366 112.634
5086.72 25.0998 106.295
5089.61 22.8169 103.337
5092.5 26.6791 110.258
5095.39 26.9678 111.481
5098.29 27.473 110.127
5101.18 30.3343 114.909
5104.07 24.0402 116.807
5106.96 28.8888 105.941
5109.86 31.8736 109.879
5112.75 26.0449 108.182
5115.64 30.8067 113.972
5118.53 30.3248 117.56
5121.43 31.9266 111.36
5124.32 29.0696 120.007
5127.21 25.8753 113.109
5130.1 31.4775 114.283
5132.99 30.7216 113.125
5135.89 23.5096 108.386
5138.78 25.7276 122.504
5141.67 30.4362 115.557
5144.56 20.6173 114.763
5147.45 25.1798 117.448
5150.34 21.6722 118.58
5153.23 22.7874 122.761
5156.13 21.9592 121.953
5159.02 20.6396 113.165
5161.91 22.9359 109.059
5164.8 16.6895 110.717
5167.69 19.6775 120.842
5170.58 17.3361 99.9458
5173.47 14.143 102.363
5176.36 19.8409 107.953
5179.25 19.28 103.723
5182.14 20.5279 103.948
5185.03 14.1705 107.951
5187.92 18.3483 103.694
5190.82 19.4453 109.714
5193.71 20.1895 107.368
5196.6 18.1561 125.252
5199.49 14.5525 122.665
5202.38 11.7753 131.782
5205.27 10.8199 134.952
5208.16 12.2781 126.472
5211.05 18.8679 119.687
5213.94 15.7243 107.644
5216.82 17.9633 122.812
5219.71 17.3807 107.099
5222.6 13.6376 105.336
5225.49 12.232 109.083
5228.38 18.313 99.7587
5231.27 19.8421 102.784
5234.16 19.807 114.051
5237.05 19.8215 94.4414
5239.94 19.8042 103.381
5242.83 19.7193 107.129
5245.72 16.0981 106.859
5248.61 20.7713 103.273
5251.49 21.9647 106.451
5254.38 24.0359 104.06
5257.27 22.1475 110.489
5260.16 14.0341 101.994
5263.05 22.6276 107.439
5265.94 23.6939 105.746
5268.82 16.5408 101.886
5271.71 16.756 110.432
5274.6 16.5868 105.359
5277.49 24.0517 103.699
5280.38 21.1575 100.186
5283.26 23.0503 108.785
5286.15 23.2458 106.642
5289.04 22.0977 105.714
5291.93 26.0982 109.672
5294.81 24.6459 113.628
5297.7 22.2013 105.597
5300.59 22.9301 103.235
5303.48 19.5034 105.11
5306.36 24.9505 110.704
5309.25 17.0815 104.141
5312.14 24.8901 106.435
5315.02 22.8893 109.211
5317.91 18.8775 110.661
5320.8 27.1987 105.902
5323.68 23.5438 105.881
5326.57 24.4182 110.139
5329.46 25.6397 109.379
5332.34 26.8701 112.559
5335.23 28.4407 109.23
5338.11 26.8101 97.9278
5341 30.0691 113.323
5343.89 27.1298 105.835
5346.77 26.2643 116.909
5349.66 24.7152 115.157
5352.54 31.0955 109.09
5355.43 30.0343 112.254
5358.32 33.9064 107.05
5361.2 26.9427 112.995
5364.09 33.1478 107.129
5366.97 35.5066 111.02
5369.86 37.3111 108.349
5372.74 37.2721 103.528
5375.63 35.879 110.628
5378.51 36.8709 112.162
5381.4 36.5599 113.457
5384.28 36.9362 108.902
5387.17 37.1375 106.756
5390.05 40.7161 113.172
5392.94 39.4322 118.21
5395.82 35.8248 113.02
5398.7 40.5014 117.461
5401.59 37.1771 113.16
5404.47 39.4762 116.98
5407.36 32.4933 117.334
5410.24 39.76 114.667
5413.12 37.9006 118.565
5416.01 37.1903 116.379
5418.89 39.2234 115.04
5421.78 36.1497 119.518
5424.66 35.9569 126.127
5427.54 33.5736 117.18
5430.43 40.0755 119.518
5433.31 39.6179 119.685
5436.19 40.5224 110.582
5439.07 43.5986 118.655
5441.96 36.7128 115.603
5444.84 39.8405 112.573
5447.72 42.4985 119.147
5450.61 42.0379 119.851
5453.49 40.5045 117.271
5456.37 39.4171 113.372
5459.25 38.7691 112.752
5462.14 38.4694 119.977
5465.02 41.1315 116.718
5467.9 38.3868 114.442
5470.78 40.995 119.102
5473.66 39.5272 106.361
5476.55 37.9914 110.174
5479.43 37.3988 116.394
5482.31 38.3774 117.21
5485.19 36.7087 117.201
5488.07 34.0336 107.546
5490.95 35.5545 111.453
5493.84 25.4555 107.52
5496.72 28.5928 114.689
5499.6 30.5462 112.49
5502.48 30.9162 109.842
5505.36 32.2842 108.85
5508.24 28.9752 113.503
5511.12 27.4736 104.808
5514 19.2592 115.151
5516.88 31.0586 108.962
5519.76 27.4971 110.723
5522.64 23.2235 112.434
5525.52 28.4773 111.193
5528.4 28.0996 107.031
5531.28 27.1733 102.168
5534.16 31.8711 102.624
5537.04 21.0197 109.526
5539.92 22.8813 105.792
5542.8 25.9128 105.922
5545.68 28.2833 102.034
5548.56 28.0076 110.309
5551.44 27.5991 101.808
5554.32 23.0812 106.551
5557.2 30.9737 114.104
5560.08 28.1016 106.306
5562.96 28.3174 114.47
5565.84 18.8374 120.863
5568.72 31.0136 122.76
5571.59 28.6719 111.237
5574.47 30.6908 111.237
5577.35 26.0197 102.826
5580.23 -7.90129 94.5186
5583.11 27.7967 112.67
5585.99 12.8363 113.124
5588.87 27.88 113.486
5591.74 28.6708 105.046
5594.62 27.9608 106.295
5597.5 28.5534 101.818
5600.38 27.7442 106.346
5603.25 29.8477 102.144
5606.13 21.2877 105.616
5609.01 29.8226 105.563
5611.89 23.5019 105.718
5614.76 31.3797 102.397
5617.64 26.8726 111.145
5620.52 30.3468 109.063
5623.4 27.9407 103.36
5626.27 21.7457 101.513
5629.15 26.9799 107.512
5632.03 28.2791 110.44
5634.9 27.6899 112.153
5637.78 19.4178 114.223
5640.65 20.4611 106.056
5643.53 30.2456 109.279
5646.41 25.8859 103.616
5649.28 24.4408 102.883
5652.16 22.977 108.139
5655.03 24.9776 107.223
5657.91 20.5171 102.742
5660.79 17.6259 96.7421
5663.66 24.5208 104.582
5666.54 22.9249 105.729
5669.41 16.6564 101.533
5672.29 23.2749 105.136
5675.16 20.8766 105.991
5678.04 16.0451 104.034
5680.91 15.0866 99.4328
5683.79 21.1521 104.75
5686.66 21.6862 98.0125
5689.54 20.7942 105.149
5692.41 19.8902 95.8573
5695.29 12.4813 98.8836
5698.16 19.9927 95.7591
5701.03 12.9199 98.4521
5703.91 17.6709 103.198
5706.78 19.7807 98.3506
5709.66 16.4172 97.0158
5712.53 12.1519 99.9173
5715.4 19.6878 93.1972
5718.28 18.4553 96.7967
5721.15 19.4417 91.7051
5724.02 17.1525 96.4036
5726.9 11.749 99.252
5729.77 18.6726 98.562
5732.64 19.9536 102.51
5735.52 18.4635 99.0354
5738.39 12.9603 95.1709
5741.26 20.386 103.992
5744.13 13.0361 102.65
5747.01 23.3357 95.1733
5749.88 17.4787 97.4822
5752.75 15.9799 107.615
5755.62 23.4088 96.3934
5758.5 26.0582 104.626
5761.37 22.2515 105.9
5764.24 15.8642 101.315
5767.11 23.7209 107.071
5769.98 22.5905 104.536
5772.86 23.9922 106.455
5775.73 21.7092 105.305
5778.6 22.7143 106.099
5781.47 23.4416 111.239
5784.34 26.9419 105.409
5787.21 27.5439 114.002
5790.08 25.8345 105.494
5792.95 15.3149 103.54
5795.82 25.5083 113.725
5798.69 26.5549 108.877
5801.56 22.1179 107.337
5804.44 25.2907 103.507
5807.31 24.11 104.027
5810.18 23.4131 101.839
5813.05 19.9934 110.604
5815.92 21.3062 107.255
5818.79 21.1184 108.548
5821.65 25.335 107.128
5824.52 23.5934 104.038
5827.39 23.4225 110.351
5830.26 17.5686 111.517
5833.13 23.8612 107.478
5836 20.3703 114.542
5838.87 24.3395 107.209
5841.74 22.3502 107.953
5844.61 23.8875 105.749
5847.48 14.3528 108.619
5850.35 24.6384 110.649
5853.21 22.2949 115.795
5856.08 23.0738 111.183
5858.95 17.8422 117.2
5861.82 23.3 112.295
5864.69 14.4879 108.209
5867.55 22.2971 108.755
5870.42 20.7596 104.342
5873.29 23.595 108.602
5876.16 24.8058 108.397
5879.03 21.2603 118.675
5881.89 10.1958 110.246
5884.76 21.1356 103.729
5887.63 21.2671 101.529
5890.49 22.2022 105.193
5893.36 21.8451 106.081
5896.23 23.1407 108.065
5899.09 22.8294 100.544
5901.96 19.354 106.249
5904.83 18.465 108.732
5907.69 18.6833 106.662
5910.56 19.8842 91.1635
5913.43 18.6487 98.0164
5916.29 20.4575 100.732
5919.16 14.9099 91.3299
5922.02 19.2943 102.073
5924.89 17.0311 103.745
5927.75 17.235 111.118
5930.62 8.23745 103.881
5933.49 13.8911 109.974
5936.35 19.2071 105.764
5939.22 18.2021 102.367
5942.08 17.9837 108.629
5944.95 15.5042 105.881
5947.81 16.9582 104.548
5950.67 18.0822 100.922
5953.54 9.754 106.656
5956.4 12.1477 107.922
5959.27 14.9535 101.352
5962.13 16.3706 103.018
5965 15.702 106.57
5967.86 16.2047 103.966
5970.72 16.9882 101.007
5973.59 8.68159 107.46
5976.45 14.3739 100.838
5979.31 12.0723 101.12
5982.18 16.3948 97.3249
5985.04 15.8954 100.086
5987.9 6.59263 100.836
5990.77 13.8358 105.731
5993.63 10.1583 106.141
5996.49 13.825 104.303
5999.36 9.31685 101.592
6002.22 14.744 98.7353
6005.08 15.5391 97.597
6007.94 12.4963 104.819
6010.8 10.1434 96.1394
6013.67 16.3616 97.7733
6016.53 10.4273 103.032
6019.39 12.4549 99.8832
6022.25 15.5201 98.6942
6025.11 17.541 105.375
6027.97 19.1138 103.451
6030.84 17.988 103.071
6033.7 21.2579 104.633
6036.56 19.0957 101.715
6039.42 20.7895 107.199
6042.28 10.9635 105.928
6045.14 22.2398 99.369
6048 17.0301 108.46
6050.86 20.3637 108.64
6053.72 14.9002 102.714
6056.58 19.2677 106.153
6059.44 20.9268 106.754
6062.3 22.4415 108.212
6065.16 24.2355 109.195
6068.02 19.494 103.433
6070.88 22.5871 104.518
6073.74 21.8486 107.137
6076.6 18.9361 106.702
6079.46 23.1426 106.906
6082.32 20.5085 105.643
6085.18 22.4659 106.652
6088.04 25.2732 104.639
6090.89 22.3074 105.206
6093.75 25.2355 103.811
6096.61 26.656 110.444
6099.47 25.9194 107.71
6102.33 22.1571 113.338
6105.19 22.7043 112.327
6108.04 22.746 107.135
6110.9 25.3582 108.981
6113.76 17.1767 109.97
6116.62 21.3668 105.11
6119.47 22.9389 94.9534
6122.33 23.9919 97.6168
6125.19 26.1071 109.195
6128.05 18.3364 101.948
6130.9 18.4858 100.543
6133.76 24.2482 103.582
6136.62 15.1271 103.854
6139.47 24.1362 96.8961
6142.33 20.5549 108.579
6145.19 22.2956 102.265
6148.04 19.4046 104.723
6150.9 21.4935 107.58
6153.75 20.2834 107.108
6156.61 20.4031 103.073
6159.46 18.258 103.342
6162.32 14.1131 101.682
6165.18 19.6881 106.433
6168.03 20.9174 101.009
6170.89 19.8704 103.869
6173.74 18.1675 98.726
6176.6 21.8801 100.559
6179.45 20.2161 103.184
6182.31 19.767 100.95
6185.16 21.834 105.057
6188.01 21.6918 105.595
6190.87 19.4955 109.568
6193.72 19.3822 101.117
6196.58 18.925 101.239
6199.43 22.6686 103.961
6202.28 23.376 103.744
6205.14 23.0074 96.9887
6207.99 21.6211 102.704
6210.84 17.3273 96.2907
6213.7 21.0878 98.5598
6216.55 14.981 94.9629
6219.4 18.959 107.324
6222.26 21.6809 91.6463
6225.11 19.8993 100.501
6227.96 22.6397 100.62
6230.81 18.69 103.459
6233.67 18.7278 103.58
6236.52 17.3396 97.3395
6239.37 21.3305 98.5577
6242.22 23.1573 97.6776
6245.07 13.6748 96.2312
6247.93 11.7259 95.0457
6250.78 20.7647 95.9528
6253.63 20.8832 99.3649
6256.48 14.1704 91.2544
6259.33 16.2137 105.197
6262.18 21.3082 93.1112
6265.03 19.9073 97.336
6267.88 21.3547 96.8947
6270.73 18.8915 100.053
6273.59 21.5883 100.028
6276.44 13.5513 96.0066
6279.29 17.1272 98.0981
6282.14 18.8297 92.8527
6284.99 8.90289 99.4925
6287.84 19.7008 93.3062
6290.69 17.2925 106.179
6293.53 22.6453 109.376
6296.38 16.096 96.298
6299.23 17.3367 86.2247
6302.08 15.1492 86.7739
6304.93 14.7521 90.6869
6307.78 14.6858 98.8747
6310.63 16.5003 84.5314
6313.48 10.9879 83.7601
6316.33 12.7953 91.8385
6319.17 10.7132 79.7064
6322.02 4.71832 92.4871
6324.87 10.3531 84.5016
6327.72 7.86417 83.5275
6330.57 6.04444 83.6235
6333.41 7.9883 89.4022
6336.26 10.73 87.6067
6339.11 4.15319 82.1334
6341.96 2.27567 82.0579
6344.8 5.39957 82.5717
6347.65 6.28916 88.3528
6350.5 5.36992 85.6311
6353.34 5.76478 81.4854
6356.19 -1.51485 83.1046
6359.04 -5.41408 91.8665
6361.88 5.35668 81.6604
6364.73 3.12453 79.6468
6367.57 -6.76382 85.3764
