@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.211
@SPECTRUM spectrum_04D1dc_589.dat
@SN-NAME 04D1dc
       8534.320            0.01510        0.00490
       8549.320            0.01684        0.00537
       8564.320            0.01774        0.00521
       8579.320            0.03319        0.00478
       8594.320            0.03299        0.00545
       8609.320            0.02632        0.00497
       8624.320            0.01628        0.00678
       8639.320            0.02131        0.00619
       8654.320            0.03253        0.00711
       8669.320            0.01374        0.00635
       8684.320            0.01189        0.00596
       8699.320            0.01744        0.00528
       8714.320            0.02480        0.00576
       8729.320            0.02373        0.00514
       8744.320            0.01899        0.00580
       8759.320            0.02403        0.00754
       8774.320            0.00714        0.01027
       8789.320            0.01042        0.00729
       8804.320            0.00195        0.00634
       8819.320            0.00478        0.00708
       8834.320            0.02088        0.01161
       8849.320            0.00607        0.00734
       8864.320            0.00973        0.00788
       8879.320            0.01766        0.00826
