@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.634
@SPECTRUM spectrum_03D4at_186.dat
@SN-NAME 03D4at
       8519.610            0.00694        0.00389
       8534.610            0.00976        0.00372
       8549.610            0.01128        0.00468
       8564.610            0.01383        0.00358
       8579.610            0.00223        0.00394
       8594.610            0.00986        0.00394
       8609.610            0.00323        0.00426
       8624.610            0.00477        0.00516
       8639.610            0.00398        0.00567
       8654.610            0.00700        0.00552
       8669.610           -0.00244        0.00607
       8684.610            0.00970        0.00465
       8699.610            0.01425        0.00474
       8714.610            0.00580        0.00421
       8729.610            0.01223        0.00459
       8744.610            0.01223        0.00431
       8759.610           -0.00788        0.00729
       8774.610            0.02243        0.00885
       8789.610            0.01140        0.00722
       8804.610            0.00529        0.00506
       8819.610           -0.00073        0.00653
       8834.610            0.01040        0.00981
       8849.610            0.01087        0.00688
       8864.610            0.00349        0.00628
       8879.610           -0.00676        0.00771
       8894.610            0.00590        0.00826
       8909.610            0.00878        0.00819
