# wavelength(um) flux(mJy)
3.662253162273820251e-01 1.092436628627968531e-02
3.663221151358520000e-01 1.089726149837799002e-02
3.664189140443210313e-01 1.682754300682468354e-02
3.665157129527900071e-01 8.175046184777141553e-03
3.666125118612600375e-01 2.162884641530248096e-03
3.667093107697290133e-01 8.674797951674216578e-03
3.668061096781989883e-01 9.069244551961707854e-03
3.669029085866680195e-01 5.730999147146983476e-03
3.669997074951369953e-01 3.677129890533484963e-03
3.670965064036070258e-01 5.271036535374632424e-03
3.671933053120760571e-01 9.617947093818541432e-03
3.672901042205449773e-01 5.838228266943220994e-03
3.673869031290150078e-01 5.301861597142937255e-03
3.674837020374840391e-01 1.364192051710483300e-02
3.675805009459540140e-01 1.026224215477128908e-02
3.676772998544230453e-01 2.707227407565990056e-03
3.677740987628920211e-01 1.248361099607313632e-02
3.678708976713619960e-01 2.481584946655988541e-02
3.679676965798310273e-01 2.589857566359626481e-02
3.680644954883000031e-01 1.715639461604711799e-02
3.681612943967700335e-01 8.355939496350424031e-03
3.682580933052390093e-01 9.642397828408340657e-03
3.683548922137089843e-01 1.137880021601792545e-02
3.684516911221780155e-01 9.685952487411832526e-03
3.685484900306470468e-01 1.235104115067305400e-02
3.686452889391170218e-01 1.401141355517883727e-02
3.687420878475859976e-01 1.222709867983752009e-02
3.688388867560550288e-01 1.163033850489480180e-02
3.689356856645250038e-01 1.299456036779533460e-02
3.690324845729940351e-01 1.691928646173188402e-02
3.691292834814640100e-01 1.597217903975656564e-02
3.692260823899329858e-01 1.159796681358659341e-02
3.693228812984020171e-01 1.227044823736383322e-02
3.694196802068719920e-01 1.313946930713258930e-02
3.695164791153410233e-01 1.044958590165853685e-02
3.696132780238110538e-01 1.067548814480900540e-02
3.697100769322799740e-01 1.255306911807524406e-02
3.698068758407490053e-01 8.524674187952786461e-03
3.699036747492190358e-01 6.789344882855608172e-03
3.700004736576880116e-01 1.004837230311301892e-02
3.700972725661570428e-01 1.025744984988649806e-02
3.701940714746270178e-01 1.404731018330074126e-02
3.702908703830959936e-01 1.668982787834908180e-02
3.703876692915660240e-01 1.728437278978068453e-02
3.704844682000349998e-01 1.909791806068199260e-02
3.705812671085040311e-01 1.376167402425431709e-02
3.706780660169740060e-01 9.662032364090050729e-03
3.707748649254429818e-01 7.266304824941133972e-03
3.708716638339120131e-01 7.645555635315327316e-03
3.709684627423820436e-01 7.995727790135437330e-03
3.710652616508510193e-01 9.457544977033958966e-03
3.711620605593209943e-01 1.250001120584525588e-02
3.712588594677900256e-01 9.317382419549631936e-03
3.713556583762590013e-01 7.342337828932745357e-03
3.714524572847290318e-01 1.141345435916990038e-02
3.715492561931980076e-01 8.532648123740728049e-03
3.716460551016669833e-01 9.176613655157102312e-03
3.717428540101370138e-01 1.168718117332963324e-02
3.718396529186059896e-01 1.232499228165111031e-02
3.719364518270760200e-01 8.457763349074795198e-03
3.720332507355450513e-01 6.046038406740250094e-03
3.721300496440139716e-01 1.107144154425938713e-02
3.722268485524840020e-01 1.816327126567371733e-02
3.723236474609530333e-01 1.700504712772525628e-02
3.724204463694220091e-01 9.130683360571123855e-03
3.725172452778920396e-01 2.983563319368977285e-03
3.726140441863610153e-01 3.123521905986202923e-03
3.727108430948309903e-01 1.289497734711993193e-02
3.728076420033000216e-01 1.095205991822920458e-02
3.729044409117689973e-01 1.984487388834938696e-03
3.730012398202390278e-01 5.781016395740279021e-03
3.730980387287080036e-01 1.599288545195765368e-02
3.731948376371780340e-01 1.809457159191494441e-02
3.732916365456470098e-01 1.523151194761285070e-02
3.733884354541160411e-01 1.078640249840538863e-02
3.734852343625860160e-01 1.068949202709023986e-02
3.735820332710549918e-01 1.428682958857087348e-02
3.736788321795240231e-01 1.098460609512564093e-02
3.737756310879939980e-01 9.536339745296697201e-03
3.738724299964630293e-01 7.695405449790537929e-03
3.739692289049330598e-01 7.030578761619407299e-03
3.740660278134019801e-01 1.096799245275394651e-02
3.741628267218710113e-01 1.192609809465179638e-02
3.742596256303410418e-01 1.650439963835798746e-02
3.743564245388100176e-01 1.358050164221752745e-02
3.744532234472790488e-01 1.068703668406883849e-02
3.745500223557490238e-01 9.257979334890057907e-03
3.746468212642179996e-01 4.841403918729884903e-03
3.747436201726870308e-01 1.528627215418314547e-03
3.748404190811570058e-01 8.782601321158308187e-04
3.749372179896260371e-01 7.939665419182968115e-03
3.750340168980960120e-01 6.596455956267132520e-03
3.751308158065649878e-01 4.722406953449625848e-03
3.752276147150340191e-01 1.000103900220598516e-02
3.753244136235040496e-01 1.609558197544211366e-02
3.754212125319730253e-01 1.153425889550952106e-02
3.755180114404430003e-01 1.910524190687106633e-02
3.756148103489120316e-01 2.255836962062232956e-02
3.757116092573810073e-01 1.481800698087589081e-02
3.758084081658510378e-01 1.190820521478952107e-02
3.759052070743200136e-01 1.202681371372405286e-02
3.760020059827889893e-01 1.198572001029010389e-02
3.760988048912590198e-01 9.403133299240924725e-03
3.761956037997279956e-01 9.172506374057236983e-03
3.762924027081970269e-01 4.170708325679958230e-03
3.763892016166670573e-01 1.078071943880984764e-03
3.764860005251359776e-01 6.067899520983556505e-03
3.765827994336060081e-01 8.614974799214327600e-03
3.766795983420750393e-01 8.923046108188965181e-03
3.767763972505440151e-01 1.034579962555201745e-02
3.768731961590140456e-01 1.329096727490732856e-02
3.769699950674830213e-01 1.512291179171806020e-02
3.770667939759529963e-01 1.406912379663924351e-02
3.771635928844220276e-01 1.439061479581884781e-02
3.772603917928910033e-01 1.758757694543839484e-02
3.773571907013610338e-01 1.259062672109561090e-02
3.774539896098300096e-01 6.725287196158442719e-03
3.775507885182989853e-01 7.153915638495650722e-03
3.776475874267690158e-01 1.177107486953526093e-02
3.777443863352380471e-01 1.456476873644505475e-02
3.778411852437080221e-01 1.267587764347014728e-02
3.779379841521769978e-01 8.810701298331526793e-03
3.780347830606460291e-01 3.513011204156943432e-03
3.781315819691160041e-01 8.024034637170347067e-03
3.782283808775850353e-01 1.763660047300466896e-02
3.783251797860540111e-01 1.400001764001442342e-02
3.784219786945239861e-01 8.823675028283510524e-03
3.785187776029930173e-01 6.979264829261478710e-03
3.786155765114629923e-01 6.436369083885938938e-03
3.787123754199320236e-01 8.208753985936470543e-03
3.788091743284010549e-01 1.453721885597527609e-02
3.789059732368709743e-01 1.641705141990238564e-02
3.790027721453400056e-01 1.245641274405772866e-02
3.790995710538100361e-01 9.785476315544262144e-03
3.791963699622790118e-01 8.374356608025441961e-03
3.792931688707480431e-01 1.241756501675150143e-02
3.793899677792180181e-01 1.899252457096045274e-02
3.794867666876869938e-01 1.921290021888988689e-02
3.795835655961560251e-01 1.544171995806739237e-02
3.796803645046260001e-01 1.117631234095643050e-02
3.797771634130950313e-01 1.431305454775225021e-02
3.798739623215650618e-01 1.453199347164563573e-02
3.799707612300339821e-01 7.439139542980033326e-03
3.800675601385030133e-01 2.262275399282377350e-03
3.801643590469730438e-01 6.566996040236142834e-03
3.802611579554420196e-01 1.147470950971537368e-02
3.803579568639110509e-01 8.086795973904183782e-03
3.804547557723810258e-01 8.075371133000495624e-03
3.805515546808500016e-01 7.582124326745229813e-03
3.806483535893200321e-01 2.975484683465645219e-03
3.807451524977890078e-01 6.396415417142240802e-03
3.808419514062580391e-01 1.139662246490439484e-02
3.809387503147280141e-01 9.575173275427310490e-03
3.810355492231969898e-01 7.918049647577458591e-03
3.811323481316660211e-01 6.220735015464181825e-03
3.812291470401360516e-01 4.733802972233495596e-03
3.813259459486050273e-01 8.168926267394306315e-03
3.814227448570750023e-01 1.327114145980060750e-02
3.815195437655440336e-01 1.350925690061178033e-02
3.816163426740130094e-01 9.857339896646199681e-03
3.817131415824830398e-01 8.697691161555538494e-03
3.818099404909520156e-01 8.332434651536699266e-03
3.819067393994209914e-01 6.846944160938766427e-03
3.820035383078910218e-01 5.689506365785277492e-03
3.821003372163599976e-01 5.189921592436723061e-03
3.821971361248300281e-01 9.869312252354560736e-03
3.822939350332990593e-01 1.452396774865604562e-02
3.823907339417679796e-01 1.080980711805452736e-02
3.824875328502380101e-01 4.720188725084202043e-03
3.825843317587070413e-01 -1.080288640794587092e-03
3.826811306671760171e-01 0.000000000000000000e+00
3.827779295756460476e-01 -3.617374527522579028e-03
3.828747284841150234e-01 3.483261059467148736e-03
3.829715273925849983e-01 5.266827751806878004e-03
3.830683263010540296e-01 2.207930050738211684e-03
3.831651252095230054e-01 5.684287788080194526e-03
3.832619241179930358e-01 1.021101983836639020e-02
3.833587230264620116e-01 4.963280050955235292e-03
3.834555219349319866e-01 2.010589285518876897e-03
3.835523208434010178e-01 8.590165062695274620e-03
3.836491197518700491e-01 1.156106256839487152e-02
3.837459186603400241e-01 1.350418098851281778e-02
3.838427175688089998e-01 1.412128156503572596e-02
3.839395164772780311e-01 9.984782686362448853e-03
3.840363153857480061e-01 6.634517881269579379e-03
3.841331142942170374e-01 4.564833989108647329e-03
3.842299132026870123e-01 4.974242442382146787e-03
3.843267121111559881e-01 1.138534971812664963e-02
3.844235110196250194e-01 1.223052882753466672e-02
3.845203099280949943e-01 7.201569192797201494e-03
3.846171088365640256e-01 3.328894878646613577e-03
3.847139077450330569e-01 9.474099382400562319e-03
3.848107066535029763e-01 1.672929236741108397e-02
3.849075055619720076e-01 1.313989241793928585e-02
3.850043044704420381e-01 3.536064725976743352e-04
3.851011033789110138e-01 -2.198866431156847859e-04
3.851979022873800451e-01 3.133573196095660717e-03
3.852947011958500201e-01 2.718256599182698741e-03
3.853915001043189958e-01 3.796480630860027058e-03
3.854882990127880271e-01 4.642121740360268672e-03
3.855850979212580576e-01 1.013616105417308906e-02
3.856818968297270334e-01 1.197961216413356844e-02
3.857786957381970083e-01 7.494642612513186149e-03
3.858754946466659841e-01 6.415067557940640729e-03
3.859722935551350154e-01 4.789464699263818077e-03
3.860690924636050458e-01 1.671627856846682114e-03
3.861658913720740216e-01 2.147887913723038437e-03
3.862626902805439966e-01 3.478092031426216132e-03
3.863594891890130278e-01 1.488503660894875897e-03
3.864562880974820036e-01 -1.204477739187346337e-03
3.865530870059520341e-01 1.207190148589106426e-03
3.866498859144210654e-01 4.535628849944566866e-03
3.867466848228899856e-01 5.695820173562913917e-03
3.868434837313600161e-01 5.322198529646822267e-03
3.869402826398290474e-01 7.003793096261803561e-03
3.870370815482980231e-01 7.913744790642053897e-03
3.871338804567680536e-01 6.480557238050636999e-03
3.872306793652370294e-01 5.728914947004913605e-03
3.873274782737070043e-01 3.239423471367144924e-03
3.874242771821760356e-01 2.438056079621470518e-03
3.875210760906450114e-01 4.932157634359637249e-03
3.876178749991150418e-01 6.195354828411773346e-03
3.877146739075840176e-01 5.779366524982332103e-03
3.878114728160539926e-01 7.297496451778394747e-03
3.879082717245230238e-01 4.618577039188097658e-03
3.880050706329920551e-01 -1.194567643742961826e-03
3.881018695414620301e-01 -1.004693619231940109e-03
3.881986684499310059e-01 1.013148506226843360e-04
3.882954673584000371e-01 4.628375087498816896e-03
3.883922662668700121e-01 1.009358295674034171e-02
3.884890651753390434e-01 1.261004161167785832e-02
3.885858640838090183e-01 5.927073195985479298e-03
3.886826629922779941e-01 3.088288845972762993e-03
3.887794619007470254e-01 7.867718944933928954e-03
3.888762608092170003e-01 1.040777216361785801e-02
3.889730597176860316e-01 7.959877545522594730e-03
3.890698586261550629e-01 3.585565117379391122e-03
3.891666575346249823e-01 4.499849496869145105e-04
3.892634564430940136e-01 2.884597511899944771e-03
3.893602553515640441e-01 8.050782966660358780e-03
3.894570542600330199e-01 8.387684018078839926e-03
3.895538531685020511e-01 2.964857253255502503e-03
3.896506520769720261e-01 -5.365797558002919536e-04
3.897474509854410019e-01 3.743393723851502850e-03
3.898442498939100331e-01 5.694261896206955810e-03
3.899410488023800081e-01 7.061284466331464900e-03
3.900378477108490394e-01 1.157257340238457277e-02
3.901346466193190143e-01 1.314007324891577726e-02
3.902314455277879901e-01 1.198031510485596425e-02
3.903282444362570214e-01 8.133217580145636269e-03
3.904250433447270519e-01 5.768210496070521644e-03
3.905218422531960276e-01 4.556337254663506142e-03
3.906186411616650034e-01 4.368109955830084580e-03
3.907154400701350339e-01 6.994318829902032748e-03
3.908122389786040096e-01 9.032685992464121669e-03
3.909090378870740401e-01 6.466808964153026619e-03
3.910058367955430159e-01 3.385275413668104635e-03
3.911026357040119916e-01 4.335135686248100390e-03
3.911994346124820221e-01 7.271244085599271219e-03
3.912962335209509979e-01 5.397916920274913564e-03
3.913930324294200291e-01 4.725900441892345524e-03
3.914898313378900596e-01 5.373892877542552418e-03
3.915866302463589799e-01 4.448670688959091221e-03
3.916834291548290103e-01 -8.347823835407854531e-04
3.917802280632980416e-01 4.098601878540424439e-04
3.918770269717670174e-01 9.484598020840779090e-03
3.919738258802370479e-01 1.126194263447360434e-02
3.920706247887060236e-01 7.830447401501326038e-03
3.921674236971749994e-01 1.023172305796407611e-02
3.922642226056450299e-01 1.203326559496277655e-02
3.923610215141140056e-01 9.595470634229762499e-03
3.924578204225840361e-01 8.839228038773924365e-03
3.925546193310530119e-01 1.041413222692137187e-02
3.926514182395219876e-01 1.289223353410467489e-02
3.927482171479920181e-01 1.382493583399624880e-02
3.928450160564610494e-01 7.806876009280113923e-03
3.929418149649310243e-01 7.568954013783065100e-03
3.930386138734000001e-01 1.283933777297957025e-02
3.931354127818690314e-01 9.525254971180235550e-03
3.932322116903390063e-01 1.023199409328771035e-02
3.933290105988080376e-01 1.666964127240786603e-02
3.934258095072770134e-01 1.784509413552868087e-02
3.935226084157469884e-01 1.406905173494969914e-02
3.936194073242160196e-01 1.024038316441995902e-02
3.937162062326859946e-01 1.159593822189093973e-02
3.938130051411550259e-01 1.308941058198604714e-02
3.939098040496240571e-01 1.314844843068677972e-02
3.940066029580939766e-01 1.231894288798849116e-02
3.941034018665630079e-01 7.935446872265196350e-03
3.942002007750320391e-01 9.171162636376640684e-03
3.942969996835020141e-01 1.332331584979819412e-02
3.943937985919710454e-01 1.228548922613246011e-02
3.944905975004410204e-01 1.179736195526668620e-02
3.945873964089099961e-01 1.518344802202016043e-02
3.946841953173790274e-01 1.602767991284671442e-02
3.947809942258490024e-01 1.260728581240055587e-02
3.948777931343180336e-01 1.364190985172702639e-02
3.949745920427880086e-01 1.631035553421873729e-02
3.950713909512569844e-01 1.427725553350108270e-02
3.951681898597260156e-01 1.134186551701382890e-02
3.952649887681960461e-01 1.112754769311691434e-02
3.953617876766650219e-01 1.317982500590561372e-02
3.954585865851339976e-01 1.338102887678408251e-02
3.955553854936040281e-01 1.196095227576568845e-02
3.956521844020730039e-01 6.042214234205892272e-03
3.957489833105420352e-01 4.414598118898908560e-03
3.958457822190120101e-01 6.076916092773321926e-03
3.959425811274809859e-01 9.163430700069139997e-03
3.960393800359510164e-01 1.478752423313610745e-02
3.961361789444199921e-01 1.590052617362450529e-02
3.962329778528890234e-01 1.476741285539878885e-02
3.963297767613590539e-01 1.944720580829643886e-02
3.964265756698279741e-01 2.450297357065218951e-02
3.965233745782980046e-01 2.424700580896063662e-02
3.966201734867670359e-01 2.430955179521279361e-02
3.967169723952360116e-01 2.349712322905241069e-02
3.968137713037060421e-01 1.760147326650087635e-02
3.969105702121750179e-01 1.366308733106538255e-02
3.970073691206439936e-01 1.524134231097845106e-02
3.971041680291140241e-01 1.352137938857875775e-02
3.972009669375829999e-01 1.066826752056117961e-02
3.972977658460530304e-01 1.683918789682548392e-02
3.973945647545220061e-01 1.444992761135893700e-02
3.974913636629909819e-01 1.477522599708405195e-02
3.975881625714610124e-01 1.625927025661104072e-02
3.976849614799300436e-01 1.633723496715789106e-02
3.977817603883990194e-01 1.409066908575476798e-02
3.978785592968689944e-01 1.232855844643152184e-02
3.979753582053380256e-01 1.441081296583331985e-02
3.980721571138080006e-01 1.730664988743208649e-02
3.981689560222770319e-01 1.518675310420629018e-02
3.982657549307460076e-01 1.287046021047244006e-02
3.983625538392159826e-01 1.427608032307437977e-02
3.984593527476850139e-01 1.596332812375356527e-02
3.985561516561539896e-01 1.702464311385613882e-02
3.986529505646240201e-01 1.663421029799905596e-02
3.987497494730930514e-01 2.025260943335414898e-02
3.988465483815630264e-01 2.196349776468231596e-02
3.989433472900320021e-01 1.905437513852559564e-02
3.990401461985010334e-01 1.968794943522090418e-02
3.991369451069710084e-01 1.948140850645361383e-02
3.992337440154400396e-01 1.567089597382239491e-02
3.993305429239090154e-01 1.412719192861554111e-02
3.994273418323789904e-01 1.583557588743667033e-02
3.995241407408480216e-01 1.385599512903876174e-02
3.996209396493180521e-01 1.038822217845772854e-02
3.997177385577870279e-01 1.412467198999657961e-02
3.998145374662560037e-01 2.005150909536927012e-02
3.999113363747260341e-01 2.344732224102429735e-02
4.000081352831950099e-01 2.278220438019152097e-02
4.001049341916650404e-01 2.396105334256223157e-02
4.002017331001340161e-01 2.397367926559056811e-02
4.002985320086029919e-01 2.274655663823278023e-02
4.003953309170730224e-01 2.528807417685772704e-02
4.004921298255419981e-01 2.409934388978728775e-02
4.005889287340110294e-01 1.638084461037912776e-02
4.006857276424810599e-01 1.454038139604110595e-02
4.007825265509499801e-01 1.981739080294269220e-02
4.008793254594190114e-01 2.007902999462566479e-02
4.009761243678890419e-01 2.130302195757206168e-02
4.010729232763580177e-01 2.079471014114460739e-02
4.011697221848280481e-01 1.824065947337035615e-02
4.012665210932970239e-01 1.834621773902931144e-02
4.013633200017659997e-01 2.332363640283155806e-02
4.014601189102360301e-01 2.886349599929804305e-02
4.015569178187050059e-01 2.359029371436957914e-02
4.016537167271750364e-01 1.693951338669413831e-02
4.017505156356440121e-01 1.712453478467315660e-02
4.018473145441129879e-01 2.133546134965596044e-02
4.019441134525830184e-01 2.205510432880151625e-02
4.020409123610520497e-01 2.143243355369346334e-02
4.021377112695210254e-01 1.915355288376656764e-02
4.022345101779910004e-01 2.206115505675476998e-02
4.023313090864600317e-01 2.743724241830110960e-02
4.024281079949300066e-01 2.755867759456260765e-02
4.025249069033990379e-01 2.287983651866261348e-02
4.026217058118680137e-01 2.091876466984234420e-02
4.027185047203379886e-01 2.322018716518187142e-02
4.028153036288070199e-01 2.395304554757736459e-02
4.029121025372759957e-01 2.044257633907629185e-02
4.030089014457460261e-01 1.831271114808821418e-02
4.031057003542150574e-01 2.236958577684972083e-02
4.032024992626849769e-01 2.260289077457641391e-02
4.032992981711540081e-01 2.018413723498085552e-02
4.033960970796230394e-01 2.218087979382482589e-02
4.034928959880930144e-01 2.364239849011941924e-02
4.035896948965620457e-01 2.574627509702732270e-02
4.036864938050320206e-01 2.950979004187728391e-02
4.037832927135009964e-01 2.737072296604299224e-02
4.038800916219700277e-01 2.327031497547666500e-02
4.039768905304400026e-01 2.671754319789456170e-02
4.040736894389090339e-01 3.095283344003245049e-02
4.041704883473780097e-01 3.268206056956664968e-02
4.042672872558479846e-01 2.896051609254799222e-02
4.043640861643170159e-01 2.178669148501866798e-02
4.044608850727860472e-01 2.157625919758094160e-02
4.045576839812560221e-01 2.596411183881102910e-02
4.046544828897250534e-01 2.870035078623793187e-02
4.047512817981950284e-01 2.696466559698880786e-02
4.048480807066640041e-01 2.365519948111245024e-02
4.049448796151330354e-01 2.446121740764242367e-02
4.050416785236030104e-01 2.455397879235702782e-02
4.051384774320720417e-01 2.286235750972140032e-02
4.052352763405410174e-01 2.337536935618146627e-02
4.053320752490109924e-01 2.504464676978073942e-02
4.054288741574800237e-01 2.730708684251885454e-02
4.055256730659500541e-01 2.652182064723826796e-02
4.056224719744190299e-01 2.629184954946757469e-02
4.057192708828880057e-01 3.104095483244570172e-02
4.058160697913580361e-01 3.241113399647264914e-02
4.059128686998270119e-01 2.957017812538853194e-02
4.060096676082970424e-01 2.898331352020492441e-02
