@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.468
@SPECTRUM spectrum_03D4au_186.dat
@SN-NAME 03D4au
       8503.670            0.00552        0.00557
       8518.670           -0.00213        0.00476
       8533.670           -0.00331        0.00439
       8548.670           -0.00022        0.00539
       8563.670            0.00426        0.00442
       8578.670            0.00065        0.00483
       8593.670            0.00484        0.00467
       8608.670            0.01041        0.00469
       8623.670            0.01115        0.00572
       8638.670            0.00166        0.00634
       8653.670           -0.00157        0.00605
       8668.670            0.02794        0.00683
       8683.670            0.00511        0.00523
       8698.670            0.00796        0.00522
       8713.670            0.01113        0.00464
       8728.670           -0.00405        0.00502
       8743.670            0.00538        0.00471
       8758.670            0.00291        0.00730
       8773.670            0.00344        0.00916
       8788.670            0.01011        0.00688
       8803.670            0.01105        0.00589
       8818.670            0.00050        0.00656
       8833.670            0.01034        0.01112
       8848.670            0.01347        0.00664
       8863.670           -0.00151        0.00730
       8878.670            0.01009        0.00760
       8893.670            0.00596        0.00930
       8908.670            0.00793        0.00799
